Row DV_SurgicalLesion DV_SurgicalL_hat1
137 "1" 1.50549523928309
138 "2" 2.06522884338049
139 "2" 1.24510656916908
140 "2" 1.24510656916908
141 "2" 1.24510656916908
142 "1" 1.02853295165296
143 "2" 1.7593053601962
144 "2" 1.24510656916908
145 "1" 1.16046046030783
146 "1" 1.24510656916908
147 "1" 0.997530692584081
148 "1" 1.16869821893499
149 "2" 1.76807829827168
150 "2" 1.64456699887783
151 "1" 1.0455169139407
152 "1" 1.11396256408935
153 "2" 1.98681398779893
154 "1" 1.24510656916908
155 "2" 1.98681398779893
156 "2" 1.62420969523106
157 "1" 1.24510656916908
158 "2" 1.24510656916908
159 "2" 1.90709758761617
160 "1" 1.24510656916908
161 "1" 1.24510656916908
162 "2" 1.3592014820998
163 "1" 1.02853295165296
164 "1" 1.16869821893499
165 "2" 1.16046046030783
166 "2" 1.70970979767116
167 "2" 1.45566677894768
168 "1" 1.16869821893499
169 "1" 1.14973648014739
170 "2" 1.46294814279095
171 "1" 1.03813829832267
172 "1" 1.03813829832267
173 "1" 0.997530692584081
174 "1" 1.24510656916908
175 "1" 1.24510656916908
176 "1" 1.50688369877855
177 "1" 1.24510656916908
178 "1" 1.02853295165296
179 "2" 1.24510656916908
180 "1" 0.892227648513115
181 "2" 1.3592014820998
182 "1" 1.14973648014739
183 "2" 1.46294814279095
184 "2" 2.06522884338049
185 "1" 1.24510656916908
186 "1" 1.24510656916908
187 "1" 1.03813829832267
188 "1" 1.46294814279095
189 "1" 1.25808939099583
190 "1" 1.33180127386016
191 "2" 1.46294814279095
192 "1" 1.16046046030783
193 "1" 1.24510656916908
194 "2" 1.45566677894768
195 "2" 1.59668214789223
196 "2" 1.48820492265934
197 "1" 1.3592014820998
198 "2" 1.50549523928309
199 "2" 1.93093092006228
200 "1" 1.62956724990944
201 "1" 1.16046046030783
202 "1" 1.11396256408935
203 "2" 1.45566677894768
204 "1" 1.3592014820998
205 "2" 1.24510656916908
206 "1" 1.16046046030783
207 "1" 1.24510656916908
208 "1" 1.16046046030783
209 "2" 1.90709758761617
210 "1" 1.21618813726857
211 "1" 1.24510656916908
212 "2" 1.16046046030783
213 "1" 1.16869821893499
214 "2" 1.76807829827168
215 "1" 1.82100823531724
216 "2" 1.24510656916908
217 "1" 1.24510656916908
218 "1" 1.24510656916908
219 "1" 0.997530692584081
220 "2" 1.14973648014739
221 "1" 1.16046046030783
222 "1" 0.957497903119194
223 "1" 1.16869821893499
224 "1" 1.46294814279095
225 "2" 1.82100823531724
226 "1" 0.892227648513115
227 "1" 1.24510656916908
228 "1" 0.958467274550985
229 "1" 1.46294814279095
230 "1" 1.24510656916908
231 "2" 1.14973648014739
232 "1" 1.24510656916908
233 "1" 1.16046046030783
234 "2" 1.45566677894768
235 "1" 1.24510656916908
236 "2" 1.59668214789223
237 "2" 1.58419233256582
238 "1" 1.0455169139407
239 "1" 1.14973648014739
240 "1" 1.14973648014739
241 "2" 1.50549523928309
242 "1" 0.920947062885441
243 "1" 1.16046046030783
244 "1" 1.24510656916908
245 "1" 1.14973648014739
246 "1" 1.24510656916908
247 "1" 0.920947062885441
248 "1" 0.892227648513115
249 "2" 1.50688369877855
250 "1" 0.957497903119194
251 "1" 1.50549523928309
252 "1" 0.957497903119194
253 "2" 1.12300789364697
254 "1" 1.24510656916908
255 "1" 1.3636970085476
256 "1" 1.46294814279095
257 "1" 1.24510656916908
258 "2" 1.3592014820998
259 "1" 1.11396256408935
260 "2" 1.3592014820998
261 "2" 1.98681398779893
262 "2" 1.24510656916908
263 "1" 1.0455169139407
264 "1" 1.16046046030783
265 "1" 1.24510656916908
266 "2" 1.3592014820998
267 "2" 1.0455169139407
268 "2" 1.24510656916908
269 "1" 1.24510656916908
270 "1" 1.16869821893499
271 "1" 1.2029144753563
272 "1" 0.98829731450244
273 "1" 0.958467274550985
274 "1" 1.24510656916908
275 "1" 1.25520326554646
276 "2" 1.3592014820998
277 "2" 1.64305379276625
278 "2" 2.06522884338049
279 "2" 1.16046046030783
280 "2" 1.76807829827168
281 "1" 1.45566677894768
282 "1" 1.3592014820998
283 "1" 1.24510656916908
284 "2" 1.46294814279095
285 "1" 1.24510656916908
286 "1" 1.16046046030783
287 "2" 1.24510656916908
288 "1" 1.24510656916908
289 "1" 1.3592014820998
290 "2" 2.06522884338049
291 "1" 1.21412837239251
292 "1" 1.16046046030783
293 "2" 1.0704211127988
294 "2" 1.76970457667048
295 "2" 1.24510656916908
296 "1" 0.892227648513115
297 "1" 1.16046046030783
298 "1" 0.892227648513115
299 "2" 1.45566677894768
