Row DV_SurgicalLesion DV_SurgicalL_hat1
0 "2" 1.14973648014739
1 "2" 1.64456699887783
2 "2" 1.45566677894768
3 "1" 1.11396256408935
4 "2" 1.24510656916908
5 "2" 1.62420969523106
6 "1" 1.16046046030783
7 "1" 1.16869821893499
8 "1" 1.24510656916908
9 "2" 1.14973648014739
10 "1" 1.24510656916908
11 "1" 1.37335743584039
12 "2" 1.16046046030783
13 "2" 1.91960281226739
14 "1" 1.0704211127988
15 "1" 1.0715035709303
16 "2" 1.03813829832267
17 "2" 1.24510656916908
18 "1" 1.24510656916908
19 "2" 1.16046046030783
20 "1" 0.98829731450244
21 "2" 1.79850678814344
22 "1" 1.24510656916908
23 "1" 1.24510656916908
24 "1" 1.16046046030783
25 "2" 1.24510656916908
26 "1" 1.16046046030783
27 "2" 1.62420969523106
28 "2" 1.24510656916908
29 "2" 1.76807829827168
30 "1" 1.14973648014739
31 "1" 1.45372348294234
32 "1" 1.16046046030783
33 "1" 1.25808939099583
34 "1" 0.98829731450244
35 "1" 1.40469432607876
36 "2" 1.24510656916908
37 "1" 1.3443881933287
38 "2" 1.62420969523106
39 "1" 1.24510656916908
40 "1" 0.958467274550985
41 "1" 1.24510656916908
42 "2" 1.50688369877855
43 "1" 1.24510656916908
44 "1" 1.11396256408935
45 "1" 1.02853295165296
46 "1" 1.14973648014739
47 "2" 1.76807829827168
48 "1" 1.21412837239251
49 "2" 1.86557420899698
50 "2" 1.98681398779893
51 "1" 1.21618813726857
52 "2" 1.82100823531724
53 "2" 1.24510656916908
54 "1" 1.03813829832267
55 "1" 1.24510656916908
56 "1" 1.24510656916908
57 "1" 1.0715035709303
58 "1" 0.823661211714335
59 "1" 1.14973648014739
60 "2" 1.46294814279095
61 "2" 1.91960281226739
62 "1" 1.24510656916908
63 "2" 1.24510656916908
64 "1" 1.21618813726857
65 "1" 1.16869821893499
66 "1" 1.0704211127988
67 "2" 1.82100823531724
68 "2" 1.24510656916908
69 "2" 1.82100823531724
70 "1" 0.997530692584081
71 "2" 1.7593053601962
72 "1" 1.24510656916908
73 "1" 1.24510656916908
74 "1" 1.24510656916908
75 "1" 1.24510656916908
76 "1" 1.3592014820998
77 "2" 2.06522884338049
78 "1" 1.0715035709303
79 "1" 1.0455169139407
80 "1" 1.0455169139407
81 "1" 1.21618813726857
82 "1" 1.24510656916908
83 "1" 1.14973648014739
84 "1" 1.16046046030783
85 "2" 1.37335743584039
86 "1" 0.958467274550985
87 "1" 1.24510656916908
88 "2" 1.62420969523106
89 "2" 1.76807829827168
90 "1" 1.45566677894768
91 "1" 1.03813829832267
92 "2" 2.06522884338049
93 "1" 1.0715035709303
94 "2" 1.45566677894768
95 "1" 1.16046046030783
96 "1" 1.50688369877855
97 "2" 1.16046046030783
98 "2" 1.64305379276625
99 "2" 1.16046046030783
100 "2" 1.7593053601962
101 "1" 1.14973648014739
102 "2" 1.24510656916908
103 "1" 1.58874589713484
104 "1" 1.24510656916908
105 "1" 1.3592014820998
106 "1" 1.24510656916908
107 "2" 1.64305379276625
108 "1" 1.11396256408935
109 "1" 1.16046046030783
110 "1" 1.3592014820998
111 "1" 1.64305379276625
112 "1" 1.50549523928309
113 "1" 1.24510656916908
114 "1" 1.0715035709303
115 "2" 1.3592014820998
116 "1" 1.16046046030783
117 "1" 1.16046046030783
118 "1" 1.14973648014739
119 "2" 1.50549523928309
120 "1" 1.16869821893499
121 "1" 1.0704211127988
122 "2" 1.46294814279095
123 "1" 0.997530692584081
124 "1" 1.92591566373556
125 "1" 1.16869821893499
126 "1" 1.25520326554646
127 "1" 1.24510656916908
128 "2" 1.16046046030783
129 "1" 1.24510656916908
130 "1" 1.24510656916908
131 "1" 1.3592014820998
132 "1" 1.24510656916908
133 "1" 1.48820492265934
134 "1" 1.14973648014739
135 "1" 1.25935921190419
136 "1" 1.0715035709303
