Row toto toto_hat
0 0 0.847301718162657
1 0 0.578838806657023
2 0 0.578838806657023
3 1 0.953079691650294
4 0 0.578838806657023
5 0 0.304974983384441
6 1 0.836272820849438
7 1 0.90190101123014
8 1 0.847301718162657
9 0 0.578838806657023
10 1 0.578838806657023
11 1 0.734218454187517
12 0 0.836272820849438
13 0 0.192467529978479
14 1 0.90190101123014
15 1 0.836272820849438
16 0 0.949233032893481
17 0 0.578838806657023
18 1 0.578838806657023
19 0 0.836272820849438
20 1 0.973765935036526
21 0 0.070713388220612
22 1 0.578838806657023
23 1 0.578838806657023
24 1 0.836272820849438
25 0 0.578838806657023
26 1 0.836272820849438
27 0 0.304974983384441
28 0 0.578838806657023
29 0 0.0668289827714866
30 1 0.847301718162657
31 1 0.616315154700606
32 1 0.836272820849438
33 1 0.734218454187517
34 1 0.973765935036526
35 1 0.836272820849438
36 0 0.578838806657023
37 1 0.578838806657023
38 0 0.304974983384441
39 1 0.578838806657023
40 1 0.949233032893481
41 1 0.578838806657023
42 0 0.578838806657023
43 1 0.847301718162657
44 1 0.834196195526158
45 1 0.953079691650294
46 1 0.847301718162657
47 0 0.0668289827714866
48 1 0.949233032893481
49 0 0.292269422490677
50 0 0.192467529978479
51 1 0.834196195526158
52 0 0.192467529978479
53 0 0.578838806657023
54 1 0.949233032893481
55 1 0.847301718162657
56 1 0.578838806657023
57 1 0.836272820849438
58 1 0.992068325049654
59 1 0.847301718162657
60 0 0.292269422490677
61 0 0.192467529978479
62 1 0.578838806657023
63 0 0.847301718162657
64 1 0.834196195526158
65 1 0.90190101123014
66 1 0.90190101123014
67 0 0.192467529978479
68 0 0.578838806657023
69 0 0.192467529978479
70 1 0.971564594504423
71 0 0.192467529978479
72 1 0.578838806657023
73 1 0.578838806657023
74 1 0.578838806657023
75 1 0.578838806657023
76 1 0.578838806657023
77 0 0.0668289827714866
78 1 0.836272820849438
79 1 0.971144726729603
80 1 0.971144726729603
81 1 0.834196195526158
82 1 0.578838806657023
83 1 0.847301718162657
84 1 0.836272820849438
85 0 0.734218454187517
86 1 0.949233032893481
87 1 0.578838806657023
88 0 0.304974983384441
89 0 0.0668289827714866
90 1 0.578838806657023
91 1 0.949233032893481
92 0 0.0668289827714866
93 1 0.836272820849438
94 0 0.578838806657023
95 1 0.836272820849438
96 1 0.578838806657023
97 0 0.836272820849438
98 0 0.192467529978479
99 0 0.836272820849438
100 0 0.192467529978479
101 1 0.578838806657023
102 0 0.578838806657023
103 1 0.578838806657023
104 1 0.578838806657023
105 1 0.578838806657023
106 1 0.578838806657023
107 0 0.192467529978479
108 1 0.953079691650294
109 1 0.836272820849438
110 1 0.578838806657023
111 1 0.192467529978479
112 1 0.192467529978479
113 1 0.578838806657023
114 1 0.836272820849438
115 0 0.578838806657023
116 1 0.836272820849438
117 1 0.836272820849438
118 1 0.578838806657023
119 0 0.192467529978479
120 1 0.90190101123014
121 1 0.90190101123014
122 0 0.292269422490677
123 1 0.971564594504423
124 1 0.210202269672292
125 1 0.90190101123014
126 1 0.578838806657023
127 1 0.578838806657023
128 0 0.836272820849438
129 1 0.578838806657023
130 1 0.578838806657023
131 1 0.578838806657023
132 1 0.578838806657023
133 1 0.304974983384441
134 1 0.578838806657023
135 1 0.605481405227818
136 1 0.836272820849438
137 1 0.490383359344241
138 0 0.0668289827714866
139 0 0.578838806657023
140 0 0.578838806657023
141 0 0.578838806657023
142 1 0.953079691650294
143 0 0.192467529978479
144 0 0.847301718162657
145 1 0.836272820849438
146 1 0.847301718162657
147 1 0.971564594504423
148 1 0.90190101123014
149 0 0.0668289827714866
150 0 0.578838806657023
151 1 0.971144726729603
152 1 0.953079691650294
153 0 0.192467529978479
154 1 0.847301718162657
155 0 0.192467529978479
156 0 0.304974983384441
157 1 0.847301718162657
158 0 0.578838806657023
159 0 0.116488277972723
160 1 0.578838806657023
161 1 0.578838806657023
162 0 0.578838806657023
163 1 0.834196195526158
164 1 0.90190101123014
165 0 0.836272820849438
166 0 0.292269422490677
167 0 0.578838806657023
168 1 0.90190101123014
169 1 0.847301718162657
170 0 0.292269422490677
171 1 0.949233032893481
172 1 0.949233032893481
173 1 0.971564594504423
174 1 0.847301718162657
175 1 0.578838806657023
176 1 0.578838806657023
177 1 0.578838806657023
178 1 0.953079691650294
179 0 0.847301718162657
180 1 0.992068325049654
181 0 0.578838806657023
182 1 0.847301718162657
183 0 0.292269422490677
184 0 0.0668289827714866
185 1 0.578838806657023
186 1 0.578838806657023
187 1 0.949233032893481
188 1 0.292269422490677
189 1 0.734218454187517
190 1 0.616315154700606
191 0 0.292269422490677
192 1 0.836272820849438
193 1 0.847301718162657
194 0 0.578838806657023
195 0 0.292269422490677
196 0 0.304974983384441
197 1 0.578838806657023
198 0 0.192467529978479
199 0 0.292269422490677
200 1 0.328854862741644
201 1 0.836272820849438
202 1 0.834196195526158
