,Date,Ticker,Open Long,Close Long,Open Short,Close Short
0,2019-09-13,A,0,0,0,0
1,2019-09-13,AAL,0,0,0,0
2,2019-09-13,AAP,0,0,0,0
3,2019-09-13,AAPL,0,0,0,0
4,2019-09-13,ABC,0,0,0,0
5,2019-09-13,ABMD,0,0,0,0
6,2019-09-13,ABT,0,0,0,0
7,2019-09-13,ACN,0,0,0,0
8,2019-09-13,ADBE,1,0,0,1
9,2019-09-13,ADI,0,0,0,0
10,2019-09-13,ADM,0,0,0,0
11,2019-09-13,ADP,0,0,0,0
12,2019-09-13,ADS,0,0,0,0
13,2019-09-13,ADSK,1,0,0,1
14,2019-09-13,AEE,0,0,0,0
15,2019-09-13,AEP,0,0,0,0
16,2019-09-13,AES,0,0,0,0
17,2019-09-13,AFL,0,0,0,0
18,2019-09-13,AGN,0,0,0,0
19,2019-09-13,AIG,0,0,0,0
20,2019-09-13,AIV,0,0,0,0
21,2019-09-13,AIZ,0,0,0,1
22,2019-09-13,ALB,0,0,0,0
23,2019-09-13,ALGN,0,0,0,0
24,2019-09-13,ALK,0,1,1,0
25,2019-09-13,ALL,0,0,0,0
26,2019-09-13,ALLE,1,0,0,1
27,2019-09-13,ALXN,0,0,0,0
28,2019-09-13,AMCR,0,0,0,0
29,2019-09-13,AMD,0,0,0,0
30,2019-09-13,AME,0,0,0,0
31,2019-09-13,AMG,0,0,0,0
32,2019-09-13,AMGN,0,0,0,0
33,2019-09-13,AMP,0,0,0,0
34,2019-09-13,AMZN,0,0,0,0
35,2019-09-13,ANET,0,0,0,0
36,2019-09-13,ANTM,0,0,0,0
37,2019-09-13,AOS,0,0,0,0
38,2019-09-13,APD,0,0,0,0
39,2019-09-13,APH,0,0,0,0
40,2019-09-13,APTV,0,0,0,0
41,2019-09-13,ATO,0,0,0,0
42,2019-09-13,ARNC,0,0,0,0
43,2019-09-13,AVB,0,0,0,0
44,2019-09-13,AVY,0,0,0,0
45,2019-09-13,AXP,0,0,0,0
46,2019-09-13,AVGO,1,0,0,1
47,2019-09-13,AZO,0,0,0,0
48,2019-09-13,BAC,0,0,0,0
49,2019-09-13,BBT,0,0,0,0
50,2019-09-13,BBY,0,0,0,0
51,2019-09-13,BDX,0,0,0,0
52,2019-09-13,BEN,0,0,0,0
53,2019-09-13,BIIB,0,0,0,0
54,2019-09-13,BK,1,0,0,1
