,Date du Relevé,Compte,Type,Ticker,Quantité,Average Cost,Exposition,Date,Close,Latent PnL
0,2020-01-01,DU1507430,Stock,PXD,-66.0,150.55,-9936.3,2019-12-31,151.37,-54.11999999999954
1,2020-01-01,DU1507430,Stock,HRB,-429.0,23.31,-9999.99,2019-12-31,23.48,-72.93000000000073
2,2020-01-01,DU1507430,Stock,LRCX,34.0,291.71,9918.14,2019-12-31,292.4,23.459999999999923
3,2020-01-01,DU1507430,Stock,CAG,-294.0,33.97,-9987.18,2019-12-31,34.24,-79.38000000000092
4,2020-01-01,DU1507430,Stock,CVX,-84.0,119.6,-10046.4,2019-12-31,120.51,-76.44000000000091
5,2020-01-03,DU1507430,Stock,HES,-150.0,67.35,-10102.5,2020-01-02,67.72,-55.500000000000675
6,2020-01-03,DU1507430,Stock,HRB,-429.0,23.31,-9999.99,2020-01-02,23.48,-72.93000000000073
7,2020-01-03,DU1507430,Stock,CAG,-294.0,33.97,-9987.18,2020-01-02,33.63,99.95999999999891
8,2020-01-03,DU1507430,Stock,CVX,-84.0,119.6,-10046.4,2020-01-02,121.43,-153.72000000000102
9,2020-01-05,DU1507430,Stock,HES,-150.0,67.35,-10102.5,2020-01-03,69.84,-373.50000000000136
10,2020-01-05,DU1507430,Stock,RTN,-45.0,226.31,-10183.95,2020-01-03,227.81,-67.5
11,2020-01-05,DU1507430,Stock,HRB,-429.0,23.31,-9999.99,2020-01-03,23.46,-64.35000000000092
12,2020-01-05,DU1507430,Stock,CVX,-84.0,119.6,-10046.4,2020-01-03,121.01,-118.44000000000092
13,2020-01-07,DU1507430,Stock,HES,-150.0,67.35,-10102.5,2020-01-06,70.86,-526.5000000000008
14,2020-01-07,DU1507430,Stock,RTN,-45.0,226.31,-10183.95,2020-01-06,226.59,-12.600000000000053
15,2020-01-07,DU1507430,Stock,HRB,-429.0,23.31,-9999.99,2020-01-06,23.53,-94.38000000000105
16,2020-01-07,DU1507430,Stock,GS,-43.0,231.09,-9936.87,2020-01-06,233.95,-122.97999999999935
17,2020-01-07,DU1507430,Stock,CAG,-300.0,33.51,-10053.0,2020-01-06,33.52,-3.0000000000015348
18,2020-01-07,DU1507430,Stock,CVX,-84.0,119.6,-10046.4,2020-01-06,120.6,-84.0
19,2020-01-08,DU1507430,Stock,RTN,-45.0,226.31,-10183.95,2020-01-07,226.54,-10.349999999999538
20,2020-01-08,DU1507430,Stock,HRB,-429.0,23.31,-9999.99,2020-01-07,23.52,-90.09000000000036
21,2020-01-08,DU1507430,Stock,GS,-43.0,231.09,-9936.87,2020-01-07,235.49,-189.20000000000027
22,2020-01-08,DU1507430,Stock,CAG,594.0,32.94,19566.36,2020-01-07,32.32,-368.2799999999985
23,2020-01-08,DU1507430,Stock,CVX,-84.0,119.6,-10046.4,2020-01-07,119.06,45.35999999999933
24,2020-01-09,DU1507430,Stock,HES,141.0,71.01,10012.41,2020-01-08,68.52,-351.0900000000013
25,2020-01-09,DU1507430,Stock,RTN,-45.0,226.31,-10183.95,2020-01-08,227.4,-49.05000000000015
26,2020-01-09,DU1507430,Stock,HRB,-429.0,23.31,-9999.99,2020-01-08,23.38,-30.03000000000012
27,2020-01-09,DU1507430,Stock,GS,-43.0,231.09,-9936.87,2020-01-08,237.76,-286.8099999999995
28,2020-01-09,DU1507430,Stock,CVX,-84.0,119.6,-10046.4,2020-01-08,117.7,159.59999999999928
