,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
0,2019-12-31,5,5,1,4,9918.14,-39969.87,-30051.730000000003,-259.4100000000022
1,2019-12-31,7,5,2,5,19836.28,-49906.17,-30069.89,-290.0700000000018
2,2020-01-02,4,4,0,4,0.0,-70169.64,-70169.64,-410.9400000000061
3,2019-12-31,9,5,3,6,29754.42,-59842.47,-30088.05000000001,-320.73000000000144
4,2020-01-02,5,4,0,5,0.0,-90144.0,-90144.0,-390.36000000000814
5,2020-01-03,4,4,0,4,0.0,-90528.12,-90528.12,-1055.3100000000072
6,2019-12-31,11,5,4,7,39672.56,-69778.77,-30106.21000000001,-351.39000000000107
7,2020-01-02,5,4,0,5,0.0,-90144.0,-90144.0,-390.36000000000814
8,2020-01-03,4,4,0,4,0.0,-90528.12,-90528.12,-1055.3100000000072
9,2020-01-06,6,6,0,6,0.0,-170825.19,-170825.19,-1878.1900000000119
10,2019-12-31,13,5,5,8,49590.7,-79715.07,-30124.37000000001,-382.0500000000007
11,2020-01-02,5,4,0,5,0.0,-90144.0,-90144.0,-390.36000000000814
12,2020-01-03,4,4,0,4,0.0,-90528.12,-90528.12,-1055.3100000000072
13,2020-01-06,7,6,0,7,0.0,-201132.69,-201132.69,-2833.6900000000146
14,2020-01-07,5,5,0,5,0.0,-161118.53999999998,-161118.53999999998,-1535.2500000000086
15,2019-12-31,15,5,6,9,59508.84,-89651.37000000002,-30142.53000000001,-412.7100000000003
16,2020-01-02,5,4,0,5,0.0,-90144.0,-90144.0,-390.36000000000814
17,2020-01-03,4,4,0,4,0.0,-90528.12,-90528.12,-1055.3100000000072
18,2020-01-06,7,6,0,7,0.0,-201132.69,-201132.69,-2833.6900000000146
19,2020-01-07,6,5,0,6,0.0,-171579.53999999998,-171579.53999999998,-1885.9500000000107
20,2020-01-08,5,5,0,5,0.0,-211119.84,-211119.84,-2697.430000000011
21,2019-12-31,16,5,7,9,69426.98,-89651.37000000002,-20224.390000000007,-389.2500000000003
22,2020-01-02,5,4,0,5,0.0,-90144.0,-90144.0,-390.36000000000814
23,2020-01-03,4,4,0,4,0.0,-90528.12,-90528.12,-1055.3100000000072
24,2020-01-06,7,6,0,7,0.0,-201132.69,-201132.69,-2833.6900000000146
25,2020-01-07,6,5,0,6,0.0,-171579.53999999998,-171579.53999999998,-1885.9500000000107
26,2020-01-08,6,5,0,6,0.0,-271398.24,-271398.24,-2925.070000000016
27,2020-01-09,6,6,0,5,0.0,-191468.26,-191468.26,-3859.500000000009
28,2019-12-31,17,5,8,9,79345.12,-89651.37000000002,-10306.250000000004,-365.79000000000036
29,2020-01-02,5,4,0,5,0.0,-90144.0,-90144.0,-390.36000000000814
30,2020-01-03,4,4,0,4,0.0,-90528.12,-90528.12,-1055.3100000000072
31,2020-01-06,7,6,0,7,0.0,-201132.69,-201132.69,-2833.6900000000146
32,2020-01-07,6,5,0,6,0.0,-171579.53999999998,-171579.53999999998,-1885.9500000000107
33,2020-01-08,7,5,0,7,0.0,-331676.64,-331676.64,-3152.71000000002
34,2020-01-09,6,6,0,5,0.0,-191468.26,-191468.26,-3859.500000000009
35,2020-01-10,6,6,1,5,10152.780000000002,-221634.08,-211481.3,-4960.710000000008
36,2019-12-31,18,5,9,9,89263.26,-89651.37000000001,-388.1100000000042,-342.3300000000005
37,2020-01-02,5,4,0,5,0.0,-90144.0,-90144.0,-390.36000000000814
38,2020-01-03,4,4,0,4,0.0,-90528.12,-90528.12,-1055.3100000000072
39,2020-01-06,7,6,0,7,0.0,-201132.69,-201132.69,-2833.6900000000146
40,2020-01-07,6,5,0,6,0.0,-171579.53999999998,-171579.53999999998,-1885.9500000000107
41,2020-01-08,7,5,0,7,0.0,-331676.64,-331676.64,-3152.71000000002
42,2020-01-09,6,6,0,5,0.0,-191468.26,-191468.26,-3859.5000000000095
43,2020-01-10,12,6,3,9,59876.40000000001,-523354.35000000003,-463477.95,-12274.130000000016
44,2020-01-13,1,1,0,1,0.0,-70293.1,-70293.1,-245.7000000000037
