,Date,Vix,Varop_Spy,Varhl_spy,Varop_vix,Varhl_vix,RSI,75 - RSI,RSI - 25,BBD_Delta_Up,delta5_8,delta8_10,delta10_12,delta12_15,delta15_30,delta30_35,delta35_40,delta40_45,delta45_50,Spread,Peaks,Valley,delta_tsf,Forcast Oscillator,target_up,target_down,target_value
0,20180601  15:30:00,14.87,-7.880000000000109,8.8100000000004,0.05000000000000071,0.07000000000000028,,,,,,,,,,,,,,2711.71,1,0,,0.0,0,0,2726.58
1,20180601  15:45:00,14.86,-0.5,2.0899999999996908,0.0,0.05000000000000071,,,,,,,,,,,,,,2712.6,0,0,,,0,0,2727.46
2,20180601  16:00:00,14.82,0.4499999999998181,2.6899999999996,0.049999999999998934,0.07000000000000028,,,,,,,,,,,,,,2712.25,0,0,,,0,0,2727.07
3,20180601  16:15:00,14.81,-1.6200000000003456,11.259999999999764,0.019999999999999574,0.05000000000000071,,,,,,,,,,,,,,2713.8,0,0,,,0,0,2728.61
4,20180601  16:30:00,14.78,2.099999999999909,4.2800000000002,0.05000000000000071,0.10999999999999943,,,,,,,,,,,,,,2711.68,0,1,,,0,0,2726.46
5,20180601  16:45:00,14.8,-4.039999999999964,5.039999999999964,-0.030000000000001137,0.040000000000000924,,,,,,,,,,,,,,2715.75,0,0,,,0,0,2730.55
6,20180601  17:00:00,14.79,1.1900000000000546,2.6799999999998363,0.02000000000000135,0.02000000000000135,,,,,,,,,,,,,,2714.53,0,0,,,0,0,2729.32
7,20180601  17:15:00,14.77,0.75,3.2899999999999636,0.030000000000001137,0.0600000000000005,,,,,0.6237500000002001,,,,,,,,,2713.79,0,0,,,0,0,2728.56
8,20180601  17:30:00,14.69,-1.4100000000003092,4.130000000000109,0.07000000000000028,0.09999999999999964,,,,2.7694220992184455,0.4637500000003456,,,,,,,,,2715.17,0,0,,,0,0,2729.86
9,20180601  17:45:00,14.72,-1.8299999999999272,2.980000000000018,-0.040000000000000924,0.08000000000000007,,,,3.195850704727036,0.9787500000002183,0.3982499999997344,,,,,,,,2716.94,0,0,,,0,0,2731.66
10,20180601  18:00:00,14.72,-1.7300000000000182,2.130000000000109,0.009999999999999787,0.0600000000000005,,,,4.094930320308322,0.7552500000001601,0.5067499999995562,,,,,,,,2718.65,0,0,,,0,0,2733.37
11,20180601  18:15:00,14.73,0.6100000000001273,1.8600000000001273,-0.019999999999999574,0.05000000000000071,,,,4.161072986408271,0.9252500000002328,0.4957499999995889,0.46716666666679885,,,,,,,2718.04,0,0,,,0,0,2732.77
12,20180601  18:30:00,14.76,-1.5299999999997453,2.019999999999982,-0.019999999999999574,0.5399999999999991,,,,4.738605306178215,1.094000000000051,0.7529999999997017,0.5470000000000255,,,,,,,2719.5499999999997,0,0,,,0,0,2734.31
13,20180601  18:45:00,14.73,0.680000000000291,2.4699999999998,0.019999999999999574,0.049999999999998934,,,,3.91486940565801,1.4622499999995853,0.6357499999999163,0.5346666666664532,,,,,,,2718.89,0,0,2734.541648351649,,0,0,2733.62
14,20180601  19:00:00,14.72,-2.3399999999996908,2.5299999999997453,0.0,0.040000000000000924,72.29890528319798,2.701094716802018,47.29890528319798,4.691361117007091,1.4914999999996326,0.5154999999999745,0.7436666666667406,0.8433333333332484,,,,,,2721.23,0,0,2735.633736263737,0.05147578166087163,0,0,2735.95
15,20180601  19:15:00,14.7,-0.1799999999998363,1.8799999999996544,0.010000000000001563,0.05000000000000071,72.313096937095,2.686903062905003,47.313096937095,4.762120078982662,1.0844999999999345,0.8994999999995343,0.6721666666671808,0.8305000000000291,,,,,,2721.26,0,0,2736.5745054945055,0.01192501850404144,0,0,2735.96
16,20180601  19:30:00,14.66,1.6799999999998363,2.6600000000003092,0.02999999999999936,0.02999999999999936,66.21243714286422,8.787562857135782,41.21243714286422,3.6832567447131623,0.8347499999999854,0.9562499999992724,0.5166666666673336,1.0276666666668461,,,,,,2719.63,0,0,2736.6893406593426,-0.08355022673182208,0,0,2734.29
17,20180601  19:45:00,14.5,0.3000000000001819,0.9099999999998545,0.15000000000000036,0.16000000000000014,65.11427626074723,9.885723739252768,40.11427626074723,2.612244671283861,0.4787500000002183,0.7042499999997744,0.7728333333334376,0.8528333333333649,,,,,,2719.48,0,0,2736.7483516483526,-0.09909877392455743,0,0,2733.98
18,20180601  20:00:00,14.52,2.519999999999982,4.319999999999709,-0.02999999999999936,0.14999999999999858,56.8873300477114,18.1126699522886,31.8873300477114,2.6891625191256026,0.2862499999996544,0.3057499999999891,0.7546666666667079,0.8413333333332957,,,,,,2716.95,0,0,2735.535164835168,-0.1932421607542013,0,0,2731.47
19,20180601  20:15:00,14.47,-1.4099999999998545,2.100000000000364,0.03999999999999915,0.21000000000000085,59.968815931491626,15.031184068508374,34.968815931491626,2.752842748513558,-0.3407500000002983,0.19774999999981446,0.5168333333331248,0.7735000000002401,,,,,,2718.42,0,0,2735.28164835165,-0.09679002210729626,0,0,2732.89
20,20180601  20:30:00,14.47,-0.7300000000000182,2.569999999999709,-0.02000000000000135,0.08999999999999986,61.57273270298208,13.42726729701792,36.57273270298208,2.6428790869122167,-0.719499999999698,0.0874999999996362,0.22916666666651508,0.8828333333340197,,,,,,2719.19,0,0,2734.9547252747266,-0.059321508587389715,0,0,2733.66
