,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2019-12-31,RTN,0,1,1,0,219.7400054931641,Traité,Open Short,01-01-2020 14:11:31,219.3
1,2019-12-31,CAG,0,1,1,0,34.240001678466804,Traité,NA,NA,NA
2,2019-12-31,NOC,0,1,1,0,343.9700012207031,Traité,Open Short,01-01-2020 14:11:31,343.28
3,2019-12-31,HES,0,1,1,0,66.80999755859375,Traité,Open Short,01-01-2020 14:11:32,66.68
4,2019-12-31,TSCO,0,1,1,0,93.44000244140624,Traité,Open Short,01-01-2020 14:11:32,93.25
5,2019-12-31,JEF,0,1,1,0,21.3700008392334,Traité,NA,NA,NA
6,2019-12-31,HOG,0,1,1,0,37.18999862670898,Traité,Open Short,01-01-2020 14:11:33,37.12
7,2019-12-31,SJM,0,1,1,0,104.12999725341795,Traité,NA,NA,NA
8,2019-12-31,HRB,0,1,1,0,23.479999542236328,Traité,NA,NA,NA
9,2019-12-31,EFX,0,1,1,0,140.1199951171875,Traité,Open Short,01-01-2020 14:11:33,139.84
10,2019-12-31,BKNG,0,1,1,0,2053.72998046875,Traité,Open Short,01-01-2020 14:11:34,2049.62
11,2019-12-31,MCK,1,0,0,1,138.32000732421878,Traité,NA,NA,NA
12,2019-12-31,CVX,0,1,1,0,120.51000213623048,Traité,NA,NA,NA
13,2019-12-31,PXD,1,0,0,1,151.3699951171875,Traité,Close Short,01-01-2020 14:11:34,151.67
