,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Open.S Price
2,2019-11-27,EFX,0,1,1,0,141.3300018310547,
29,2019-11-27,SEE,0,1,1,0,37.709999084472656,
38,2019-11-27,GM,1,0,0,1,36.13999938964844,
44,2019-11-27,VNO,0,1,1,0,64.47000122070311,
48,2019-11-27,CHRW,0,1,1,0,77.75,
58,2019-11-27,ILMN,1,0,0,1,320.94000244140625,
63,2019-11-27,NFLX,0,1,1,0,315.92999267578125,
75,2019-11-27,MO,0,1,1,0,49.75,
91,2019-11-27,UAA,1,0,0,1,19.100000381469727,
111,2019-11-27,MTB,1,0,0,1,166.77999877929688,
117,2019-11-27,GPC,0,1,1,0,105.20999908447266,
140,2019-11-27,ZION,1,0,0,1,50.06999969482422,
146,2019-11-27,D,0,1,1,0,83.08000183105469,
163,2019-11-27,JWN,0,1,0,0,38.31999969482422,
172,2019-11-27,TSN,0,1,1,0,90.08999633789062,
176,2019-11-27,TWTR,1,0,0,1,31.170000076293945,
191,2019-11-27,CAH,0,1,1,0,55.22000122070313,
194,2019-11-27,FBHS,0,1,1,0,64.37999725341797,
217,2019-11-27,HPE,0,1,1,0,15.9399995803833,
223,2019-11-27,MAS,0,1,1,0,47.13000106811523,
250,2019-11-27,WU,0,1,1,0,27.28000068664551,
274,2019-11-27,HFC,0,1,0,0,52.29999923706055,
277,2019-11-27,VMC,0,1,1,0,143.75999450683594,
292,2019-11-27,COF,0,1,0,0,100.25,
310,2019-11-27,EOG,0,1,1,0,72.3499984741211,
317,2019-11-27,HOG,0,1,1,0,36.97000122070313,
321,2019-11-27,PPG,0,1,0,0,129.19000244140622,
