,orderID,symbol,volume,action,executionPrice,executionDate,brokerLoan,requestMargin,closePrice,closeDate,profit,comment,closed,equity
0,37674529981444926313,EUR.USD,0.1,short,1.45215,2010-01-14 08:05:00,13069.35,1452.15,1.45229,2010-01-14 08:05:00,-1.4000000000028194,,True,99998.59999999999
1,10975646762087975311,EUR.USD,0.1,short,1.45159,2010-01-14 08:20:00,13064.31,1451.59,1.44932,2010-01-14 11:15:00,22.69999999999868,,True,100021.3
2,84014046675451869607,EUR.USD,0.1,short,1.44969,2010-01-14 11:25:00,13047.210000000001,1449.69,1.44987,2010-01-14 11:25:00,-1.7999999999997272,,True,100019.5
3,60322519930359382211,EUR.USD,0.1,short,1.44964,2010-01-14 11:35:00,13046.759999999998,1449.6399999999999,1.44978,2010-01-14 11:35:00,-1.4000000000046384,,True,100018.09999999999
4,67709957998771644874,EUR.USD,0.1,short,1.44986,2010-01-14 11:45:00,13048.739999999998,1449.86,1.44944,2010-01-14 11:50:00,4.1999999999964075,,True,100022.29999999999
5,29744392401672584090,EUR.USD,0.1,short,1.44643,2010-01-14 16:00:00,13017.87,1446.43,1.45065,2010-01-14 18:15:00,-42.199999999999136,,True,99980.09999999999
6,12202564834943322618,EUR.USD,0.1,long,1.45097,2010-01-14 18:25:00,13058.730000000001,1450.97,1.44739,2010-01-15 00:55:00,-35.799999999999955,,True,99944.29999999999
7,37629458132939853849,EUR.USD,0.1,short,1.4361,2010-01-15 15:35:00,12924.9,1436.1,1.43483,2010-01-17 22:55:00,12.700000000000273,,True,99956.99999999999
8,72154688484618801136,EUR.USD,0.1,long,1.43824,2010-01-18 14:30:00,12944.16,1438.24,1.43928,2010-01-18 15:35:00,10.399999999999409,,True,99967.39999999998
9,523068742601625390,EUR.USD,0.1,long,1.43997,2010-01-18 18:25:00,12959.729999999998,1439.9699999999998,1.43786,2010-01-18 20:55:00,-21.09999999999718,,True,99946.29999999999
10,70606391851373225466,EUR.USD,0.1,short,1.43793,2010-01-18 21:30:00,12941.369999999999,1437.9299999999998,1.44076,2010-01-18 23:05:00,-28.300000000001546,,True,99917.99999999999
11,79028145785430972764,EUR.USD,0.1,long,1.44016,2010-01-18 23:15:00,12961.44,1440.16,1.44104,2010-01-19 00:05:00,8.800000000000864,,True,99926.8
12,80422367812989689856,EUR.USD,0.1,short,1.43913,2010-01-19 02:55:00,12952.170000000002,1439.13,1.43745,2010-01-19 09:35:00,16.80000000000382,,True,99943.6
13,94956338056469361006,EUR.USD,0.1,long,1.42874,2010-01-20 00:40:00,12858.66,1428.74,1.42199,2010-01-20 01:15:00,-67.49999999999841,,True,99876.1
14,88684246389589530674,EUR.USD,0.1,short,1.419,2010-01-20 05:35:00,12771.0,1419.0,1.40964,2010-01-20 16:45:00,93.59999999999854,,True,99969.70000000001
15,80027117018616808513,EUR.USD,0.1,short,1.41013,2010-01-20 19:30:00,12691.170000000002,1410.13,1.40674,2010-01-21 09:00:00,33.900000000000546,,True,100003.6
16,82515221154988790109,EUR.USD,0.1,short,1.40488,2010-01-21 09:35:00,12643.92,1404.8799999999999,1.40905,2010-01-21 13:35:00,-41.700000000000045,,True,99961.90000000001
