,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2020-01-24,NEM,0,1,1,0,44.290000915527344,Traité,NA,NA,NA
1,2020-01-24,CBRE,0,1,1,0,60.77000045776367,Traité,NA,NA,NA
2,2020-01-24,GILD,1,0,0,1,63.1500015258789,Traité,NA,NA,NA
3,2020-01-24,JNPR,0,1,1,0,24.57999992370605,Traité,NA,NA,NA
4,2020-01-24,CPRI,1,0,0,1,35.380001068115234,Traité,Open Long,26-01-2020 23:48:37,35.45
5,2020-01-24,ZION,0,1,1,0,46.63000106811523,Traité,NA,NA,NA
6,2020-01-24,UPS,0,1,1,0,116.66000366210938,Traité,NA,NA,NA
7,2020-01-24,SNA,0,1,1,0,165.97000122070312,Traité,NA,NA,NA
8,2020-01-24,PSX,0,1,1,0,100.31999969482422,Traité,Open Short,26-01-2020 23:48:39,100.12
9,2020-01-24,TPR,0,1,1,0,27.290000915527344,Traité,NA,NA,NA
10,2020-01-24,HBAN,0,1,1,0,13.720000267028807,Traité,NA,NA,NA
11,2020-01-24,LEG,0,1,1,0,50.88000106811523,Traité,NA,NA,NA
12,2020-01-24,HSIC,0,1,1,0,71.19999694824219,Traité,NA,NA,NA
13,2020-01-24,RF,0,1,1,0,15.720000267028807,Traité,Close Long,26-01-2020 23:48:40,15.69
14,2020-01-24,WAT,0,1,1,0,237.52999877929688,Traité,NA,NA,NA
15,2020-01-24,MMM,0,1,1,0,178.14999389648438,Traité,NA,NA,NA
16,2020-01-24,EMR,0,1,1,0,76.69999694824219,Traité,NA,NA,NA
