,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2020-01-27,ZION,0,1,1,0,46.459999084472656,Traité,Open Short,28-01-2020 10:56:12,46.37
1,2020-01-27,UPS,0,1,1,0,114.91999816894531,Traité,NA,NA,NA
2,2020-01-27,GILD,1,0,0,1,63.83000183105469,Traité,NA,NA,NA
3,2020-01-27,WU,0,1,0,0,27.149999618530273,Traité,NA,NA,NA
4,2020-01-27,CVX,0,1,1,0,110.38999938964844,Traité,Open Short,28-01-2020 10:56:13,110.17
5,2020-01-27,HBAN,0,1,1,0,13.489999771118164,Traité,Open Short,28-01-2020 10:56:14,13.46
6,2020-01-27,CBRE,0,1,0,0,60.43999862670898,Traité,NA,NA,NA
7,2020-01-27,HSIC,0,1,1,0,70.79000091552734,Traité,NA,NA,NA
8,2020-01-27,EMR,0,1,1,0,73.73999786376953,Traité,Open Short,28-01-2020 10:56:15,73.59
9,2020-01-27,PSX,0,1,0,0,96.91999816894531,Traité,NA,NA,NA
10,2020-01-27,WAT,0,1,1,0,232.3699951171875,Traité,NA,NA,NA
11,2020-01-27,JNPR,0,1,1,0,24.46999931335449,Traité,NA,NA,NA
12,2020-01-27,NTAP,0,1,0,0,58.15999984741211,Traité,NA,NA,NA
13,2020-01-27,LEG,0,1,1,0,49.68999862670898,Traité,NA,NA,NA
14,2020-01-27,RF,0,1,1,0,15.449999809265135,Traité,Close Long,28-01-2020 10:56:16,15.42
15,2020-01-27,SNA,0,1,1,0,162.89999389648438,Traité,NA,NA,NA
16,2020-01-27,MMM,0,1,1,0,175.6300048828125,Traité,NA,NA,NA
