Local time,Open,High,Low,Close,Volume
15.02.2017 23:00:00.000 GMT+0100,17.409,18.390,17.377,17.506,39.9132
16.02.2017 23:00:00.000 GMT+0100,17.918,18.040,17.470,17.535,19.5329
20.02.2017 23:00:00.000 GMT+0100,17.295,17.820,17.240,17.738,17.960900000000002
21.02.2017 23:00:00.000 GMT+0100,17.899,18.150,17.610,17.817,18.6816
22.02.2017 23:00:00.000 GMT+0100,17.858,18.570,17.817,18.266,25.5502
23.02.2017 23:00:00.000 GMT+0100,18.959,19.050,18.020,18.066,24.9917
26.02.2017 23:00:00.000 GMT+0100,18.068,18.230,17.590,17.970,20.2264
27.02.2017 23:00:00.000 GMT+0100,18.068,18.540,17.960,18.427,19.010599999999997
28.02.2017 23:00:00.000 GMT+0100,17.615,18.427,17.509,18.017,20.9967
01.03.2017 23:00:00.000 GMT+0100,18.039,18.240,17.690,18.058,20.580699999999997
02.03.2017 23:00:00.000 GMT+0100,17.786,18.058,17.448,17.536,16.0839
05.03.2017 23:00:00.000 GMT+0100,17.485,17.570,17.137,17.200,14.083199999999998
06.03.2017 23:00:00.000 GMT+0100,17.198,17.400,16.920,17.199,15.542699999999998
07.03.2017 23:00:00.000 GMT+0100,17.039,17.390,16.870,17.317,15.965800000000002
08.03.2017 23:00:00.000 GMT+0100,17.227,17.540,17.030,17.249,20.429500000000004
09.03.2017 23:00:00.000 GMT+0100,17.069,17.320,16.980,17.000,18.3776
12.03.2017 22:00:00.000 GMT+0100,16.928,17.022,16.555,16.555,999.6469000000001
13.03.2017 22:00:00.000 GMT+0100,16.709,17.022,16.555,16.955,1908.8447000000003
14.03.2017 22:00:00.000 GMT+0100,16.758,16.955,16.190,16.328,21.4026
15.03.2017 22:00:00.000 GMT+0100,16.228,16.328,15.970,15.995,17.505
16.03.2017 22:00:00.000 GMT+0100,15.840,15.995,15.570,15.790,10.23
19.03.2017 22:00:00.000 GMT+0100,15.780,15.830,15.600,15.820,8.56
20.03.2017 22:00:00.000 GMT+0100,15.510,16.570,15.410,16.400,40.05
21.03.2017 22:00:00.000 GMT+0100,16.590,16.810,16.250,16.490,28.91
22.03.2017 22:00:00.000 GMT+0100,16.660,17.150,16.280,17.070,25.29
23.03.2017 22:00:00.000 GMT+0100,16.780,17.490,16.450,16.745,36.5662
26.03.2017 23:00:00.000 GMT+0200,17.410,17.510,16.266,16.426,29.07
27.03.2017 23:00:00.000 GMT+0200,16.248,16.426,15.486,15.518,18
28.03.2017 23:00:00.000 GMT+0200,15.436,15.580,15.296,15.446,12.11
29.03.2017 23:00:00.000 GMT+0200,15.460,15.668,15.398,15.516,11.49
30.03.2017 23:00:00.000 GMT+0200,15.548,15.820,15.429,15.788,12.21
02.04.2017 23:00:00.000 GMT+0200,15.796,16.448,15.726,15.859,192.55620000000005
03.04.2017 23:00:00.000 GMT+0200,16.087,16.159,15.598,15.658,182.206
04.04.2017 23:00:00.000 GMT+0200,15.495,16.239,15.326,16.179,206.5446
05.04.2017 23:00:00.000 GMT+0200,16.007,16.179,15.555,15.888,227.03400000000002
06.04.2017 23:00:00.000 GMT+0200,16.119,16.510,15.888,16.447,212.1536
09.04.2017 23:00:00.000 GMT+0200,16.530,17.070,16.316,17.068,191.3545
10.04.2017 23:00:00.000 GMT+0200,17.488,18.019,17.068,17.839,245.6201
11.04.2017 23:00:00.000 GMT+0200,17.855,18.106,17.597,17.898,239.1824
12.04.2017 23:00:00.000 GMT+0200,17.967,18.390,17.616,18.258,192.81880000000004
16.04.2017 23:00:00.000 GMT+0200,17.958,18.258,17.345,17.349,156.235
17.04.2017 23:00:00.000 GMT+0200,17.565,17.887,17.186,17.216,193.57930000000002
18.04.2017 23:00:00.000 GMT+0200,16.928,17.750,16.825,17.615,172.96599999999998
19.04.2017 23:00:00.000 GMT+0200,17.365,17.640,17.009,17.159,190.67100000000002
20.04.2017 23:00:00.000 GMT+0200,17.286,17.600,17.159,17.199,173.49089999999998
