,Symb.,Name,Sector,Precision_up,Precision_down
135,IRM,Iron Mountain Inc,Real Estate,83.33,93.81
136,ISRG,Intuitive Surg Inc,Health Care,100.0,92.11
137,IT,Gartner Inc,Information Technology,84.62,100.0
138,JBHT,J B Hunt Transport,Industrials,92.31,100.0
139,JCI,Johnson Controls Intl,Industrials,89.66,81.25
140,JEF,Jefferies Financial Group Inc,None,94.12,95.83
141,JNPR,Juniper Networks,Information Technology,70.83,90.91
142,JWN,Nordstrom,Consumer Discretionary,73.91,81.48
143,K,Kellogg Company,Consumer Staples,95.24,92.31
144,KEYS,Keysight Technologies Inc Comm,None,86.21,100.0
145,KLAC,K L A-Tencor Corp,Information Technology,100.0,87.5
146,KMB,Kimberly-Clark Corp,Consumer Staples,100.0,83.33
147,KO,Coca-Cola Company,Consumer Staples,100.0,75.0
148,KSS,Kohl's Corp,Consumer Discretionary,72.88,88.0
149,KSU,Kansas City Southern,Industrials,71.01,88.1
150,LDOS,Leidos Holdings Inc,None,86.67,90.91
151,LEG,Leggett & Platt Inc,Consumer Discretionary,75.0,76.92
152,LEN,Lennar Corp,Consumer Discretionary,69.23,74.19
153,LH,Laboratory Corp of America Holdings,Health Care,71.43,100.0
154,LHX,L3Harris Technologies Inc.,None,100.0,100.0
155,LIN,Linde Plc,None,75.0,71.43
156,LKQ,LKQ Corp,Consumer Discretionary,78.57,84.21
157,LLY,Eli Lilly and Company,Health Care,95.0,100.0
158,LNT,Alliant Energy Corp,Utilities,69.7,85.71
159,LOW,Lowe's Companies,Consumer Discretionary,90.0,69.23
160,LYB,Lyondellbasell Industries NV,Materials,91.3,90.0
161,MA,Mastercard Inc,Information Technology,100.0,80.0
162,MAC,Macerich Company,Real Estate,83.72,87.23
163,MCHP,Microchip Technology,Information Technology,70.59,75.0
164,MCK,Mckesson Corp,Health Care,76.19,70.0
165,MDLZ,Mondelez Intl Inc,Consumer Staples,92.86,82.35
166,MDT,Medtronic Inc,Health Care,80.95,90.0
167,MET,Metlife Inc,Financials,100.0,76.0
168,MGM,MGM Resorts International,Consumer Discretionary,87.5,87.88
169,MHK,Mohawk Industries,Consumer Discretionary,77.78,100.0
170,MKC,Mccormick & Company Inc,Consumer Staples,78.79,80.0
171,MLM,Martin Marietta Materials,Materials,76.19,82.35
172,MNST,Monster Beverage Cp,Consumer Staples,100.0,84.62
173,MOS,Mosaic Company,Materials,72.34,85.71
174,MPC,Marathon Petroleum Corp,Energy,91.67,100.0
175,MRK,Merck & Company,Health Care,100.0,80.0
176,MS,Morgan Stanley,Financials,88.24,100.0
177,MSI,Motorola Solutions,Information Technology,94.12,92.31
178,MTB,M&T Bank Corp,Financials,79.17,83.33
179,MU,Micron Technology,Information Technology,97.3,82.86
180,MXIM,Maxim Integrated,None,83.33,89.19
181,MYL,Mylan NV Ord Shs,Health Care,89.19,75.86
182,NCLH,Norwegian Cruise Ord,Consumer Discretionary,75.76,100.0
183,NEE,Nextera Energy,Utilities,75.0,100.0
184,NKE,Nike Inc,Consumer Discretionary,76.0,92.31
185,NKTR,Nektar Therapeutics,Health Care,85.0,70.37
186,NLSN,Nielsen Holdings Plc,Industrials,100.0,90.24
187,NSC,Norfolk Southern Corp,Industrials,100.0,86.67
188,NUE,Nucor Corp,Materials,73.53,79.31
189,NWL,Newell Rubbermaid Inc,Consumer Discretionary,100.0,78.79
190,NWS,News Cp Cl B,Consumer Discretionary,85.71,71.21
191,NWSA,News Cp Cl A,Consumer Discretionary,80.49,89.66
192,PAYX,Paychex Inc,Information Technology,96.97,80.0
193,PBCT,People's United Finl,Financials,100.0,88.89
194,PCAR,Paccar Inc,Industrials,70.59,100.0
195,PEG,Public Service Enterprise Group Inc,Utilities,90.62,89.47
196,PEP,Pepsico Inc,Consumer Staples,86.67,100.0
197,PFE,Pfizer Inc,Health Care,100.0,75.86
198,PG,Procter & Gamble Company,Consumer Staples,72.73,85.71
199,PHM,Pultegroup,Consumer Discretionary,91.67,100.0
200,PKG,Packaging Corp of America,Materials,75.0,81.82
201,PNC,PNC Bank,Financials,82.14,89.47
202,PNR,Pentair Ltd,Industrials,75.0,100.0
203,PNW,Pinnacle West Capital Corp,Utilities,72.22,90.0
204,PPG,PPG Industries,Materials,80.0,83.33
205,PPL,PPL Corp,Utilities,84.62,83.33
206,PSA,Public Storage,Real Estate,73.53,84.62
207,PSX,Phillips 66,Energy,82.35,75.0
208,PVH,Phillips-Van Heusen Corp,Consumer Discretionary,100.0,85.71
209,PXD,Pioneer Natural Resources CO,Energy,75.51,71.74
210,QCOM,Qualcomm Inc,Information Technology,76.67,88.89
211,QRVO,Qorvo Inc,Information Technology,83.33,87.1
212,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,80.0,100.0
213,RE,Everest Re Group,Financials,77.78,100.0
214,REGN,Regeneron Pharmaceuticals,Health Care,79.07,91.07
215,RHI,Robert Half International Inc,Industrials,76.19,86.67
216,RJF,Raymond James Financial,Financials,94.44,100.0
217,RMD,Resmed Inc,Health Care,86.36,70.0
218,ROP,Roper Industries,Industrials,84.21,75.0
219,SBUX,Starbucks Corp,Consumer Discretionary,80.56,80.0
220,SEE,Sealed Air Corp,Materials,80.56,78.95
221,SIVB,Svb Financial Group,Financials,76.92,70.0
222,SJM,J.M. Smucker Company,Consumer Staples,98.15,100.0
223,SNA,Snap-On Inc,Consumer Discretionary,100.0,71.43
224,SNPS,Synopsys Inc,Information Technology,100.0,97.1
225,SO,Southern Company,Utilities,85.0,85.71
226,SPG,Simon Property Group,Real Estate,93.55,84.38
227,STI,Suntrust Banks,Financials,84.21,74.42
228,STT,State Street Corp,Financials,100.0,71.43
229,STX,Seagate Tech Ord Shs,Information Technology,100.0,88.89
230,SWK,Stanley Black & Decker Inc,Consumer Discretionary,80.0,76.92
231,SYF,Synchrony Financial,Financials,100.0,86.96
232,T,AT&T Inc,Telecommunication Services,69.05,84.38
233,TFX,Teleflex Inc,None,100.0,78.41
234,TGT,Target Corp,Consumer Discretionary,71.43,94.74
235,TIF,Tiffany & CO,Consumer Discretionary,75.56,70.0
236,TJX,TJX Companies,Consumer Discretionary,77.78,74.19
237,TPR,Tapestry Inc,Consumer Discretionary,82.86,87.18
238,TROW,T Rowe Price Group,Financials,69.57,76.92
239,TSCO,Tractor Supply CO,Consumer Discretionary,95.83,76.79
240,TSN,Tyson Foods,Consumer Staples,73.68,90.0
241,UHS,Universal Health Services,Health Care,80.0,100.0
242,ULTA,Ulta Beauty Inc,Consumer Discretionary,83.33,78.26
243,UPS,United Parcel Service,Industrials,71.74,74.36
244,URI,United Rentals,Industrials,97.22,78.12
245,USB,U.S. Bancorp,Financials,100.0,75.0
246,UTX,United Technologies Corp,Industrials,100.0,80.0
247,V,Visa Inc,Information Technology,79.41,100.0
248,VAR,Varian Medical Systems,Health Care,84.62,83.33
249,VFC,V.F. Corp,Consumer Discretionary,72.09,71.43
250,VIAB,Viacom Inc Cl B,Consumer Discretionary,88.0,76.19
251,VMC,Vulcan Materials Company,Materials,69.57,95.12
252,VNO,Vornado Realty Trust,Real Estate,93.75,75.0
253,VRSK,Verisk Analytics Inc,Industrials,79.17,81.82
254,VRSN,Verisign Inc,Information Technology,100.0,74.19
255,WAT,Waters Corp,Health Care,82.61,93.75
256,WBA,Walgreens Boots Alliance,Consumer Staples,84.21,72.34
257,WCG,Wellcare Group,None,70.59,75.0
258,WDC,Western Digital Cp,Information Technology,69.39,91.67
259,WFC,Wells Fargo & Company,Financials,95.45,94.44
260,WHR,Whirlpool Corp,Consumer Discretionary,94.44,84.21
261,WU,Western Union Company,Information Technology,86.67,87.88
262,WY,Weyerhaeuser Company,Real Estate,87.1,73.33
263,WYNN,Wynn Resorts Ltd,Consumer Discretionary,100.0,69.23
264,XEC,Cimarex Energy CO,Energy,83.33,76.32
265,XLNX,Xilinx Inc,Information Technology,93.55,92.94
266,XRAY,Dentsply Sirona Inc,Health Care,88.0,94.74
267,XRX,Xerox Corp,Information Technology,81.25,95.83
268,YUM,Yum! Brands,Consumer Discretionary,88.89,90.0
269,ZBH,Zimmer Biomet Holdings,Health Care,85.19,78.12
270,ZTS,Zoetis Inc Cl A,None,82.35,71.43
