Local time,Open,High,Low,Close,Volume
15.02.2017 23:00:00.000 GMT+0100,1.24564,1.25234,1.24539,1.24887,156657.80999999997
16.02.2017 23:00:00.000 GMT+0100,1.24882,1.25107,1.23878,1.24069,156860.4983
19.02.2017 23:00:00.000 GMT+0100,1.24043,1.24825,1.24043,1.24597,122175.6092
20.02.2017 23:00:00.000 GMT+0100,1.24579,1.24806,1.24015,1.24730,144386.67130000002
21.02.2017 23:00:00.000 GMT+0100,1.24724,1.25077,1.24195,1.24419,158616.07919999998
22.02.2017 23:00:00.000 GMT+0100,1.24439,1.25612,1.24273,1.25561,144747.5694
23.02.2017 23:00:00.000 GMT+0100,1.25561,1.25698,1.24478,1.24561,136372.40129999997
26.02.2017 23:00:00.000 GMT+0100,1.24704,1.24785,1.23838,1.24426,143646.5296
27.02.2017 23:00:00.000 GMT+0100,1.24407,1.24703,1.23748,1.23800,145108.42940000002
28.02.2017 23:00:00.000 GMT+0100,1.23800,1.24043,1.22796,1.22922,164580.9382
01.03.2017 23:00:00.000 GMT+0100,1.22922,1.23076,1.22425,1.22650,138396.8096
02.03.2017 23:00:00.000 GMT+0100,1.22648,1.22998,1.22142,1.22915,147799.8403
05.03.2017 23:00:00.000 GMT+0100,1.22839,1.23004,1.22241,1.22352,120583.1493
06.03.2017 23:00:00.000 GMT+0100,1.22345,1.22522,1.21691,1.21984,134796.30890000003
07.03.2017 23:00:00.000 GMT+0100,1.21984,1.22137,1.21391,1.21650,135200.9901
08.03.2017 23:00:00.000 GMT+0100,1.21651,1.21951,1.21344,1.21642,152738.08930000002
09.03.2017 23:00:00.000 GMT+0100,1.21633,1.21883,1.21395,1.21636,139376.59059999997
12.03.2017 22:00:00.000 GMT+0100,1.21579,1.22508,1.21501,1.22178,151928.91059999997
13.03.2017 22:00:00.000 GMT+0100,1.22172,1.22216,1.21092,1.21487,132503.35969999997
14.03.2017 22:00:00.000 GMT+0100,1.21485,1.23091,1.21464,1.22911,168435.86020000002
15.03.2017 22:00:00.000 GMT+0100,1.22904,1.23769,1.22413,1.23586,172141.36000000004
16.03.2017 22:00:00.000 GMT+0100,1.23586,1.24047,1.23237,1.23945,138573.26009999998
19.03.2017 22:00:00.000 GMT+0100,1.23810,1.24354,1.23350,1.23578,116830.10940000002
20.03.2017 22:00:00.000 GMT+0100,1.23573,1.24944,1.23404,1.24769,151478.6303
21.03.2017 22:00:00.000 GMT+0100,1.24773,1.25060,1.24239,1.24830,137078.01980000004
22.03.2017 22:00:00.000 GMT+0100,1.24819,1.25307,1.24630,1.25199,139713.0787
23.03.2017 22:00:00.000 GMT+0100,1.25199,1.25209,1.24690,1.24710,118732.8995
26.03.2017 23:00:00.000 GMT+0200,1.24914,1.26151,1.24897,1.25572,136049.6297
27.03.2017 23:00:00.000 GMT+0200,1.25571,1.25962,1.24410,1.24473,130537.05019999998
28.03.2017 23:00:00.000 GMT+0200,1.24459,1.24760,1.23767,1.24347,155497.28999999998
29.03.2017 23:00:00.000 GMT+0200,1.24351,1.25241,1.24028,1.24676,129893.36959999999
30.03.2017 23:00:00.000 GMT+0200,1.24674,1.25581,1.24333,1.25512,145387.8391
02.04.2017 23:00:00.000 GMT+0200,1.25424,1.25558,1.24655,1.24839,119554.83950000002
03.04.2017 23:00:00.000 GMT+0200,1.24842,1.24952,1.24189,1.24382,121767.28970000001
04.04.2017 23:00:00.000 GMT+0200,1.24380,1.24979,1.24228,1.24820,137785.47059999997
05.04.2017 23:00:00.000 GMT+0200,1.24818,1.25057,1.24506,1.24677,127014.39980000003
06.04.2017 23:00:00.000 GMT+0200,1.24674,1.24775,1.23652,1.23678,158250.55030000006
09.04.2017 23:00:00.000 GMT+0200,1.23802,1.24286,1.23657,1.24117,116711.1898
10.04.2017 23:00:00.000 GMT+0200,1.24116,1.24944,1.24035,1.24893,140634.29009999998
11.04.2017 23:00:00.000 GMT+0200,1.24891,1.25483,1.24801,1.25387,152729.00939999998
12.04.2017 23:00:00.000 GMT+0200,1.25370,1.25742,1.25000,1.25008,148086.46959999998
13.04.2017 23:00:00.000 GMT+0200,1.25007,1.25346,1.24970,1.25172,97779.4308
16.04.2017 23:00:00.000 GMT+0200,1.25271,1.25959,1.25240,1.25631,98050.0895
17.04.2017 23:00:00.000 GMT+0200,1.25638,1.29053,1.25151,1.28400,200510.8192
18.04.2017 23:00:00.000 GMT+0200,1.28398,1.28603,1.27701,1.27772,163358.76090000002
19.04.2017 23:00:00.000 GMT+0200,1.27773,1.28471,1.27724,1.28090,150738.14059999998
20.04.2017 23:00:00.000 GMT+0200,1.28090,1.28345,1.27567,1.28022,134883.0198
23.04.2017 23:00:00.000 GMT+0200,1.28325,1.28394,1.27721,1.27943,154049.22959999996
24.04.2017 23:00:00.000 GMT+0200,1.27943,1.28456,1.27749,1.28414,151042.23990000002
25.04.2017 23:00:00.000 GMT+0200,1.28409,1.28633,1.28048,1.28464,160407.0594
26.04.2017 23:00:00.000 GMT+0200,1.28466,1.29171,1.28392,1.29036,155602.20090000003
27.04.2017 23:00:00.000 GMT+0200,1.29035,1.29648,1.28885,1.29476,166086.91020000004
30.04.2017 23:00:00.000 GMT+0200,1.29267,1.29431,1.28822,1.28838,89800.80959999998
01.05.2017 23:00:00.000 GMT+0200,1.28839,1.29394,1.28641,1.29382,116375.69010000002
02.05.2017 23:00:00.000 GMT+0200,1.29382,1.29474,1.28652,1.28663,133094.82919999998
03.05.2017 23:00:00.000 GMT+0200,1.28666,1.29319,1.28308,1.29214,137657.02210000003
04.05.2017 23:00:00.000 GMT+0200,1.29214,1.29837,1.29001,1.29753,136871.8412
07.05.2017 23:00:00.000 GMT+0200,1.29817,1.29888,1.29298,1.29363,139921.66869999998
