,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507426,Stock,268627,DHI,-189.0,53.3211053
1,DU1507426,Stock,6517,DOV,-86.0,116.3758442
2,DU1507426,Stock,13681,WDC,-161.0,62.25616955
3,DU1507426,Stock,5407,CAH,-200.0,50.183842
4,DU1507426,Stock,4392,AME,-99.0,101.4676798
5,DU1507426,Stock,9690,MLM,-36.0,278.13634445
6,DU1507426,Stock,13805,WMB,-426.0,23.53439365
7,DU1507426,Stock,371886040,LHX,-47.0,210.84424045
8,DU1507426,Stock,233674866,CHTR,-21.0,485.3222143
9,DU1507426,Stock,8620,ITW,-56.0,177.9783393
10,DU1507426,Stock,129348126,NWSA,-708.0,14.1145887
11,DU1507426,Stock,6585,DTE,-78.0,129.1643859
12,DU1507426,Stock,89495776,MPC,170.0,58.47588235
13,DU1507426,Stock,11697,ROK,-49.0,203.2752653
14,DU1507426,Stock,204429726,NLSN,496.0,20.155
15,DU1507426,Stock,308728373,BKNG,-5.0,2063.66716
16,DU1507426,Stock,129131475,COTY,-952.0,10.51995725
17,DU1507426,Stock,45182651,CXO,-117.0,85.81955725
18,DU1507426,Stock,269318,FITB,-336.0,29.9142616
19,DU1507426,Stock,11295,PPG,76.0,130.4031579
20,DU1507426,Stock,272428,JWN,-251.0,40.51404225
21,DU1507426,Stock,9252,L,-192.0,51.978388
22,DU1507426,Stock,661547,PPL,-283.0,35.3041502
23,DU1507426,Stock,4157,ADI,84.0,119.83190475
24,DU1507426,Stock,13364,UTX,-65.0,152.8113323
25,DU1507426,Stock,1035459,DVA,133.0,75.1425564
26,DU1507426,Stock,13535,VNO,-152.0,65.77167695
27,DU1507426,Stock,5336,BWA,-235.0,42.7939949
28,DU1507426,Stock,105669270,PSX,-96.0,103.87731355
29,DU1507426,Stock,120643512,NCLH,-176.0,56.68302555
30,DU1507426,Stock,10375,WFC,-191.0,52.79355235
31,DU1507426,Stock,9360,MAS,-209.0,48.11780815
32,DU1507426,Stock,13497,VLO,-109.0,91.3588156
33,DU1507426,Stock,272207,MXIM,-163.0,61.16247975
34,DU1507426,Stock,5980,CPB,-211.0,47.34390095
35,DU1507426,Stock,12120,SHW,-18.0,563.63265555
36,DU1507426,Stock,115441080,FANG,-107.0,93.1286075
37,DU1507426,Stock,11094,PH,-48.0,206.4747729
38,DU1507426,Stock,87335484,C,-127.0,78.70037795
39,DU1507426,Stock,11032,PFG,-182.0,54.88325
40,DU1507426,Stock,1714996,ABC,118.0,83.2958229
41,DU1507426,Stock,181764593,EQIX,-17.0,582.5589941
42,DU1507426,Stock,4901,VZ,165.0,60.5260606
43,DU1507426,Stock,5941,COF,-99.0,101.6673717
44,DU1507426,Stock,2841574,MS,-194.0,52.1836459
45,DU1507426,Stock,12225,AOS,-211.0,47.50389765
46,DU1507426,Stock,6477749,FLS,-402.0,50.23884105
47,DU1507426,Stock,105316759,AON,-48.0,207.5247521
48,DU1507426,Stock,4728759,CTSH,-100.0,60.618626
49,DU1507426,Stock,6231002,UPS,-86.0,116.5458407
50,DU1507426,Stock,9091,LEN,173.0,57.71578035
51,DU1507426,Stock,16454492,WYNN,-71.0,141.17287325
52,DU1507426,Stock,6735,EFX,-68.0,146.47214265
53,DU1507426,Stock,7745,GPC,-98.0,101.88756735
54,DU1507426,Stock,6737,PKI,-102.0,97.78805295
55,DU1507426,Stock,8809,KEY,-511.0,19.56447595
56,DU1507426,Stock,272992,PCAR,-127.0,78.90037325
57,DU1507426,Stock,12814,TJX,-164.0,61.0503244
58,DU1507426,Stock,10794,OKE,-132.0,75.6031644
59,DU1507426,Stock,8758,K,-145.0,69.1315531
60,DU1507426,Stock,8908,KR,-349.0,28.5942891
61,DU1507426,Stock,94078796,FBHS,-153.0,65.2716013
62,DU1507426,Stock,7935,HOG,-276.0,36.50963225
63,DU1507426,Stock,276222,XLNX,-201.0,100.3622811
64,DU1507426,Stock,3629755,URI,61.0,165.15639345
65,DU1507426,Stock,11905,SCHW,-212.0,47.35390045
66,DU1507426,Stock,4762,BA,-30.0,332.04967335
67,DU1507426,Stock,209411798,HPE,-635.0,15.7645545
68,DU1507426,Stock,80986742,GM,-289.0,34.98415675
69,DU1507426,Stock,5794,CLX,-66.0,152.1615788
70,DU1507426,Stock,6832,EMN,-2.0,75.00085
