,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507426,Stock,6248722,JNPR,-412.0,24.33165875
1,DU1507426,Stock,272207,MXIM,-163.0,61.16247975
2,DU1507426,Stock,7745,GPC,-95.0,105.48717055
3,DU1507426,Stock,8809,KEY,-492.0,20.31446035
4,DU1507426,Stock,13681,WDC,-161.0,62.1148062
5,DU1507426,Stock,87335484,C,-127.0,78.70037795
6,DU1507426,Stock,45182651,CXO,-117.0,85.81955725
7,DU1507426,Stock,269318,FITB,-323.0,30.97423965
8,DU1507426,Stock,1714996,ABC,-117.0,85.23956925
9,DU1507426,Stock,272428,JWN,-248.0,40.41404435
10,DU1507426,Stock,10794,OKE,-132.0,75.6031644
11,DU1507426,Stock,6608473,SLG,-109.0,91.53881195
12,DU1507426,Stock,8908,KR,-344.0,29.06427935
13,DU1507426,Stock,1035459,DVA,133.0,75.1425564
14,DU1507426,Stock,12225,AOS,-211.0,47.50389765
15,DU1507426,Stock,94078796,FBHS,-153.0,65.1719961
16,DU1507426,Stock,5026984,LNT,-185.0,54.25335245
17,DU1507426,Stock,375796353,XRX,267.0,37.445
18,DU1507426,Stock,276222,XLNX,-102.0,98.58078135
19,DU1507426,Stock,120643512,NCLH,-172.0,58.25286105
20,DU1507426,Stock,6231002,UPS,-85.0,118.47566355
21,DU1507426,Stock,10375,WFC,-186.0,53.9987629
22,DU1507426,Stock,11905,SCHW,-206.0,48.6738733
23,DU1507426,Stock,236074120,FTV,-131.0,76.67325575
24,DU1507426,Stock,9360,MAS,-209.0,48.11780815
25,DU1507426,Stock,5794,CLX,-66.0,152.1615788
26,DU1507426,Stock,13497,VLO,-105.0,95.18838665
27,DU1507426,Stock,204429726,NLSN,496.0,20.155
