,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
0,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
1,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
2,2019-12-27,28,28,3,25,59978.92,-500755.06000000006,-440776.14,-1573.3900000000128
3,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
4,2019-12-27,32,28,3,29,59978.92,-580758.9,-520779.98,-1522.2200000000134
5,2019-12-30,36,36,6,30,119882.9,-721414.9600000002,-601532.06,-1278.0800000000195
6,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
7,2019-12-27,34,28,3,31,59978.92,-620773.42,-560794.5,-1646.5400000000132
8,2019-12-30,42,36,6,36,119882.9,-862192.4000000001,-742309.5000000001,-766.7500000000197
9,2019-12-31,35,35,6,29,179786.87999999995,-910757.86,-730970.9799999999,-2759.720000000022
10,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
11,2019-12-27,36,28,3,33,59978.92,-660787.94,-600809.02,-1770.8600000000129
12,2019-12-30,45,36,6,39,119882.9,-932828.1600000005,-812945.2600000001,-340.4200000000183
13,2019-12-31,37,35,6,31,179786.87999999995,-990655.86,-810868.98,-2833.380000000022
14,2020-01-02,36,36,6,30,239690.86,-1201449.5199999996,-961758.66,-5237.880000000032
15,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
16,2019-12-27,38,28,3,35,59978.92,-700802.46,-640823.54,-1895.1800000000128
17,2019-12-30,47,36,6,41,119882.9,-973251.52,-853368.6200000003,-0.7900000000177556
18,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.8000000000206
19,2020-01-02,44,36,6,38,239690.86,-1572202.35,-1332511.49,-5652.030000000046
20,2020-01-03,33,33,7,26,309505.24000000005,-1161098.07,-851592.83,-5803.550000000028
21,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
22,2019-12-27,39,28,3,36,59978.92,-720874.96,-660896.04,-1906.2800000000127
23,2019-12-30,49,36,6,43,119882.9,-1013674.88,-893791.9800000002,338.83999999998287
24,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.80000000002
25,2020-01-02,48,36,6,42,239690.86,-1772508.1000000003,-1532817.24,-5632.2000000000535
26,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000024
27,2020-01-06,40,40,6,34,269284.12,-1502656.12,-1233372.0,-7986.070000000049
28,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
29,2019-12-27,40,28,3,37,59978.92,-740947.46,-680968.54,-1917.380000000013
30,2019-12-30,50,36,6,44,119882.9,-1024020.1800000002,-904137.28,414.7899999999832
31,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.8000000000206
32,2020-01-02,50,36,6,44,239690.86,-1872743.5,-1633052.64,-5430.180000000055
33,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000021
34,2020-01-06,46,40,7,39,298833.77,-1723752.74,-1424918.97,-7276.570000000055
35,2020-01-07,47,47,8,39,348827.39,-1957725.42,-1608898.03,-12265.350000000057
36,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
37,2019-12-27,41,28,3,38,59978.92,-761019.96,-701041.04,-1928.4800000000141
38,2019-12-30,50,36,6,44,119882.9,-1024020.1800000002,-904137.28,414.7899999999832
39,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.80000000002
40,2020-01-02,51,36,6,45,239690.86,-1922962.350000001,-1683271.4900000002,-5396.120000000055
41,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000021
42,2020-01-06,49,40,8,41,328383.42000000004,-1824058.28,-1495674.8599999996,-6818.790000000057
43,2020-01-07,51,47,9,42,378495.91,-2106999.91,-1728504.0,-12466.730000000069
44,2020-01-08,51,51,8,43,388870.33,-2406811.97,-2017941.64,-15714.450000000059
45,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
46,2019-12-27,42,28,3,39,59978.92,-781092.46,-721113.54,-1939.5800000000147
47,2019-12-30,50,36,6,44,119882.9,-1024020.1800000002,-904137.28,414.7899999999832
48,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.8000000000206
49,2020-01-02,52,36,6,46,239690.86,-1973181.200000001,-1733490.3400000003,-5362.060000000055
50,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000021
51,2020-01-06,52,40,9,43,357933.07000000007,-1924363.82,-1566430.7499999998,-6361.01000000006
52,2020-01-07,54,47,10,44,408164.43000000005,-2196984.8600000003,-1788820.4300000004,-12546.56000000007
53,2020-01-08,52,51,9,43,478838.65,-2406811.97,-1927973.32,-17647.530000000057
54,2020-01-09,71,71,9,61,368650.18000000005,-3073635.0900000012,-2704984.91,-20444.04000000008
55,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
56,2019-12-27,43,28,3,40,59978.92,-801164.96,-741186.04,-1950.6800000000146
57,2019-12-30,50,36,6,44,119882.9,-1024020.1800000002,-904137.28,414.7899999999832
58,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.80000000002
59,2020-01-02,53,36,6,47,239690.86,-2023400.050000001,-1783709.1900000004,-5328.000000000055
60,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000021
61,2020-01-06,54,40,10,44,387482.7200000001,-1964451.98,-1576969.2599999998,-6103.770000000062
62,2020-01-07,57,47,11,46,437832.95000000007,-2286969.8100000005,-1849136.86,-12626.390000000081
63,2020-01-08,52,51,9,43,478838.6499999999,-2406811.97,-1927973.32,-17647.530000000057
64,2020-01-09,77,71,11,65,388577.34,-3284165.51,-2895588.1699999995,-19721.56000000009
65,2020-01-10,68,68,8,60,498568.44,-3531106.21,-3032537.7700000005,-26900.840000000084
66,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
67,2019-12-27,44,28,3,41,59978.92,-821237.46,-761258.54,-1961.780000000015
68,2019-12-30,50,36,6,44,119882.9,-1024020.1800000002,-904137.28,414.7899999999832
69,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.8000000000206
70,2020-01-02,53,36,6,47,239690.86,-2023400.050000001,-1783709.1900000004,-5328.000000000055
71,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000021
72,2020-01-06,56,40,11,45,417032.37000000005,-2004540.14,-1587507.77,-5846.530000000066
73,2020-01-07,60,47,12,48,467501.4700000001,-2376954.76,-1909453.29,-12706.220000000083
74,2020-01-08,52,51,9,43,478838.6499999999,-2406811.97,-1927973.32,-17647.530000000057
75,2020-01-09,80,71,12,67,398518.94,-3444333.24,-3045814.2999999993,-19383.670000000093
76,2020-01-10,136,68,16,120,1106897.46,-8247404.31,-7140506.85,-65504.460000000174
77,2020-01-13,4,4,1,3,-37.31999999999971,-110622.76,-110660.08000000002,196.2299999999961
78,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
79,2019-12-27,44,28,3,41,59978.92,-821237.46,-761258.54,-1961.780000000015
80,2019-12-30,50,36,6,44,119882.9,-1024020.1800000002,-904137.28,414.7899999999832
81,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.80000000002
82,2020-01-02,53,36,6,47,239690.86,-2023400.050000001,-1783709.1900000004,-5328.000000000055
83,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000021
84,2020-01-06,58,40,12,46,446582.02000000014,-2044628.3,-1598046.28,-5589.290000000068
85,2020-01-07,63,47,13,50,497169.9900000001,-2466939.71,-1969769.72,-12786.05000000009
86,2020-01-08,52,51,9,43,478838.6499999999,-2406811.97,-1927973.32,-17647.530000000057
87,2020-01-09,83,71,13,69,408460.54,-3604500.97,-3196040.43,-19045.780000000093
88,2020-01-10,139,68,17,122,1226820.9,-8398092.98,-7171272.08,-64935.020000000186
89,2020-01-13,4,4,1,3,-37.31999999999971,-110622.76,-110660.08000000002,196.2299999999961
90,2020-01-14,74,74,7,67,538289.0599999999,-5353884.14,-4815595.080000001,-47804.240000000114
91,2019-12-26,28,28,3,25,29989.46,-250377.53000000003,-220388.07,-1099.8000000000059
92,2019-12-27,44,28,3,41,59978.92,-821237.46,-761258.54,-1961.780000000015
93,2019-12-30,50,36,6,44,119882.9,-1024020.1800000002,-904137.28,414.7899999999832
94,2019-12-31,38,35,6,32,179786.87999999995,-1030567.3,-850780.4199999998,-3092.8000000000206
95,2020-01-02,53,36,6,47,239690.86,-2023400.050000001,-1783709.1900000004,-5328.000000000055
96,2020-01-03,39,33,9,30,389396.32,-1340875.47,-951479.15,-6278.410000000021
97,2020-01-06,60,40,13,47,476131.6700000002,-2084716.46,-1608584.79,-5332.05000000007
98,2020-01-07,66,47,14,52,526838.5100000001,-2556924.66,-2030086.15,-12865.880000000096
99,2020-01-08,52,51,9,43,478838.6499999999,-2406811.97,-1927973.32,-17647.530000000057
100,2020-01-09,86,71,14,71,418402.14,-3764668.7,-3346266.56,-18707.8900000001
101,2020-01-10,141,68,18,123,1346744.34,-8518815.43,-7172071.09,-64141.92000000019
102,2020-01-13,4,4,1,3,-37.31999999999971,-110622.76,-110660.08000000002,196.2299999999961
