Local time,Open,High,Low,Close,Volume
17.02.2020 00:00:00.000 GMT+0100,109.779,109.822,109.773,109.809,893.79
17.02.2020 00:05:00.000 GMT+0100,109.809,109.829,109.809,109.822,692.26
17.02.2020 00:10:00.000 GMT+0100,109.822,109.824,109.801,109.804,338.90000000000003
17.02.2020 00:15:00.000 GMT+0100,109.804,109.831,109.801,109.816,383.47999999999996
17.02.2020 00:20:00.000 GMT+0100,109.815,109.815,109.793,109.805,711.72
17.02.2020 00:25:00.000 GMT+0100,109.803,109.818,109.799,109.802,580.21
17.02.2020 00:30:00.000 GMT+0100,109.803,109.813,109.788,109.808,598.0899999999999
17.02.2020 00:35:00.000 GMT+0100,109.808,109.826,109.799,109.822,937.04
17.02.2020 00:40:00.000 GMT+0100,109.822,109.834,109.812,109.827,746.07
17.02.2020 00:45:00.000 GMT+0100,109.827,109.834,109.812,109.823,534.4200000000001
17.02.2020 00:50:00.000 GMT+0100,109.824,109.826,109.786,109.791,481.21
17.02.2020 00:55:00.000 GMT+0100,109.792,109.799,109.772,109.795,952.1
17.02.2020 01:00:00.000 GMT+0100,109.793,109.796,109.753,109.760,1373.2400000000002
17.02.2020 01:05:00.000 GMT+0100,109.759,109.763,109.736,109.744,1290.04
17.02.2020 01:10:00.000 GMT+0100,109.744,109.753,109.719,109.719,395.9
17.02.2020 01:15:00.000 GMT+0100,109.720,109.773,109.720,109.762,579.5699999999999
17.02.2020 01:20:00.000 GMT+0100,109.761,109.768,109.753,109.756,535.48
17.02.2020 01:25:00.000 GMT+0100,109.757,109.805,109.757,109.802,619.36
17.02.2020 01:30:00.000 GMT+0100,109.801,109.821,109.797,109.817,475.23
17.02.2020 01:35:00.000 GMT+0100,109.816,109.819,109.801,109.801,330.03999999999996
17.02.2020 01:40:00.000 GMT+0100,109.801,109.812,109.798,109.803,304.37
17.02.2020 01:45:00.000 GMT+0100,109.803,109.821,109.793,109.817,501.54
17.02.2020 01:50:00.000 GMT+0100,109.818,109.819,109.751,109.773,923.3800000000001
17.02.2020 01:55:00.000 GMT+0100,109.772,109.773,109.749,109.772,542.53
17.02.2020 02:00:00.000 GMT+0100,109.770,109.783,109.759,109.769,585.6800000000001
17.02.2020 02:05:00.000 GMT+0100,109.769,109.775,109.753,109.771,360.53
17.02.2020 02:10:00.000 GMT+0100,109.771,109.798,109.770,109.789,396.80000000000007
17.02.2020 02:15:00.000 GMT+0100,109.789,109.814,109.779,109.798,567.59
17.02.2020 02:20:00.000 GMT+0100,109.800,109.801,109.788,109.796,347.05
17.02.2020 02:25:00.000 GMT+0100,109.796,109.808,109.792,109.794,437.31000000000006
17.02.2020 02:30:00.000 GMT+0100,109.793,109.807,109.785,109.807,427.82
17.02.2020 02:35:00.000 GMT+0100,109.810,109.825,109.803,109.808,366.95
17.02.2020 02:40:00.000 GMT+0100,109.808,109.828,109.798,109.821,789.37
17.02.2020 02:45:00.000 GMT+0100,109.821,109.835,109.810,109.822,905.53
17.02.2020 02:50:00.000 GMT+0100,109.822,109.839,109.821,109.826,559.11
17.02.2020 02:55:00.000 GMT+0100,109.827,109.836,109.819,109.835,308.66
17.02.2020 03:00:00.000 GMT+0100,109.835,109.836,109.821,109.836,433.84000000000003
17.02.2020 03:05:00.000 GMT+0100,109.836,109.853,109.828,109.835,394.1
17.02.2020 03:10:00.000 GMT+0100,109.834,109.841,109.804,109.806,613.28
17.02.2020 03:15:00.000 GMT+0100,109.807,109.828,109.807,109.813,193.86
17.02.2020 03:20:00.000 GMT+0100,109.813,109.829,109.813,109.827,148.32
17.02.2020 03:25:00.000 GMT+0100,109.826,109.834,109.815,109.832,237.24999999999997
17.02.2020 03:30:00.000 GMT+0100,109.831,109.831,109.821,109.822,165.03
17.02.2020 03:35:00.000 GMT+0100,109.822,109.824,109.818,109.819,191.38
17.02.2020 03:40:00.000 GMT+0100,109.818,109.831,109.818,109.830,228.57
17.02.2020 03:45:00.000 GMT+0100,109.829,109.838,109.828,109.838,147.42000000000002
17.02.2020 03:50:00.000 GMT+0100,109.838,109.846,109.828,109.834,188.95
17.02.2020 03:55:00.000 GMT+0100,109.834,109.841,109.830,109.833,172.17000000000002
17.02.2020 04:00:00.000 GMT+0100,109.835,109.839,109.826,109.832,173.47
17.02.2020 04:05:00.000 GMT+0100,109.833,109.836,109.823,109.825,113.41999999999999
17.02.2020 04:10:00.000 GMT+0100,109.824,109.824,109.817,109.818,195.79999999999998
17.02.2020 04:15:00.000 GMT+0100,109.818,109.830,109.815,109.829,153.55999999999997
17.02.2020 04:20:00.000 GMT+0100,109.831,109.833,109.826,109.832,54.349999999999994
17.02.2020 04:25:00.000 GMT+0100,109.831,109.837,109.826,109.830,99.85
17.02.2020 04:30:00.000 GMT+0100,109.831,109.832,109.817,109.820,155.01999999999998
17.02.2020 04:35:00.000 GMT+0100,109.820,109.831,109.820,109.831,109.85
17.02.2020 04:40:00.000 GMT+0100,109.829,109.831,109.824,109.825,125.58999999999999
17.02.2020 04:45:00.000 GMT+0100,109.824,109.824,109.815,109.818,263.3
17.02.2020 04:50:00.000 GMT+0100,109.817,109.824,109.817,109.824,122.19999999999999
17.02.2020 04:55:00.000 GMT+0100,109.823,109.823,109.806,109.816,232.1
17.02.2020 05:00:00.000 GMT+0100,109.814,109.816,109.806,109.816,99.18
17.02.2020 05:05:00.000 GMT+0100,109.816,109.819,109.804,109.808,140.56
17.02.2020 05:10:00.000 GMT+0100,109.808,109.811,109.802,109.809,179.5
17.02.2020 05:15:00.000 GMT+0100,109.810,109.811,109.803,109.808,163.01999999999998
17.02.2020 05:20:00.000 GMT+0100,109.808,109.809,109.802,109.808,120.09
17.02.2020 05:25:00.000 GMT+0100,109.808,109.815,109.808,109.814,113.72999999999999
17.02.2020 05:30:00.000 GMT+0100,109.813,109.826,109.813,109.825,113.03999999999999
17.02.2020 05:35:00.000 GMT+0100,109.826,109.833,109.826,109.831,91.03
17.02.2020 05:40:00.000 GMT+0100,109.831,109.834,109.830,109.833,30.98
17.02.2020 05:45:00.000 GMT+0100,109.832,109.833,109.824,109.831,53.11
17.02.2020 05:50:00.000 GMT+0100,109.830,109.834,109.830,109.832,63.050000000000004
17.02.2020 05:55:00.000 GMT+0100,109.831,109.836,109.829,109.831,76.71
17.02.2020 06:00:00.000 GMT+0100,109.831,109.841,109.829,109.836,184.40999999999997
17.02.2020 06:05:00.000 GMT+0100,109.836,109.841,109.827,109.829,438.45
17.02.2020 06:10:00.000 GMT+0100,109.829,109.838,109.828,109.836,168.39000000000001
17.02.2020 06:15:00.000 GMT+0100,109.839,109.841,109.824,109.828,317.33
17.02.2020 06:20:00.000 GMT+0100,109.828,109.828,109.816,109.822,196.47
17.02.2020 06:25:00.000 GMT+0100,109.823,109.836,109.821,109.835,100.33
17.02.2020 06:30:00.000 GMT+0100,109.835,109.837,109.822,109.822,174.41
17.02.2020 06:35:00.000 GMT+0100,109.825,109.828,109.823,109.828,78.06
17.02.2020 06:40:00.000 GMT+0100,109.827,109.835,109.824,109.828,149.88
17.02.2020 06:45:00.000 GMT+0100,109.828,109.831,109.828,109.828,115.6
17.02.2020 06:50:00.000 GMT+0100,109.828,109.830,109.821,109.822,101.76
17.02.2020 06:55:00.000 GMT+0100,109.823,109.843,109.822,109.839,117.21000000000001
17.02.2020 07:00:00.000 GMT+0100,109.840,109.849,109.833,109.848,175.23999999999998
17.02.2020 07:05:00.000 GMT+0100,109.848,109.853,109.847,109.852,161.21999999999997
17.02.2020 07:10:00.000 GMT+0100,109.853,109.854,109.837,109.845,244.92000000000002
17.02.2020 07:15:00.000 GMT+0100,109.845,109.852,109.833,109.847,251.74
