Local time,Open,High,Low,Close,Volume
17.02.2020 00:00:00.000 GMT+0100,0.67182,0.67195,0.67176,0.67193,197.01000000000002
17.02.2020 00:05:00.000 GMT+0100,0.67194,0.67212,0.67193,0.67204,75.24000000000001
17.02.2020 00:10:00.000 GMT+0100,0.67203,0.67232,0.67203,0.67218,214.36
17.02.2020 00:15:00.000 GMT+0100,0.67218,0.67250,0.67217,0.67249,113.77
17.02.2020 00:20:00.000 GMT+0100,0.67249,0.67257,0.67239,0.67248,183.44
17.02.2020 00:25:00.000 GMT+0100,0.67248,0.67249,0.67233,0.67238,201.02
17.02.2020 00:30:00.000 GMT+0100,0.67238,0.67248,0.67237,0.67246,117.39
17.02.2020 00:35:00.000 GMT+0100,0.67246,0.67278,0.67246,0.67278,214.7
17.02.2020 00:40:00.000 GMT+0100,0.67280,0.67290,0.67272,0.67288,220.86999999999998
17.02.2020 00:45:00.000 GMT+0100,0.67289,0.67291,0.67266,0.67266,251.78
17.02.2020 00:50:00.000 GMT+0100,0.67269,0.67285,0.67258,0.67283,175.16
17.02.2020 00:55:00.000 GMT+0100,0.67282,0.67282,0.67250,0.67252,234.95
17.02.2020 01:00:00.000 GMT+0100,0.67252,0.67252,0.67203,0.67208,283.26
17.02.2020 01:05:00.000 GMT+0100,0.67208,0.67210,0.67166,0.67166,336.17999999999995
17.02.2020 01:10:00.000 GMT+0100,0.67166,0.67179,0.67163,0.67167,352.9
17.02.2020 01:15:00.000 GMT+0100,0.67165,0.67206,0.67165,0.67198,207.06
17.02.2020 01:20:00.000 GMT+0100,0.67198,0.67200,0.67178,0.67179,140.19
17.02.2020 01:25:00.000 GMT+0100,0.67178,0.67205,0.67178,0.67200,151.23
17.02.2020 01:30:00.000 GMT+0100,0.67199,0.67199,0.67184,0.67187,119.97
17.02.2020 01:35:00.000 GMT+0100,0.67188,0.67190,0.67174,0.67175,101.71000000000001
17.02.2020 01:40:00.000 GMT+0100,0.67175,0.67175,0.67158,0.67158,160.71
17.02.2020 01:45:00.000 GMT+0100,0.67159,0.67169,0.67155,0.67163,182.97
17.02.2020 01:50:00.000 GMT+0100,0.67164,0.67172,0.67145,0.67154,222.98999999999998
17.02.2020 01:55:00.000 GMT+0100,0.67153,0.67163,0.67144,0.67156,187.44
17.02.2020 02:00:00.000 GMT+0100,0.67156,0.67171,0.67153,0.67153,199.34999999999997
17.02.2020 02:05:00.000 GMT+0100,0.67153,0.67166,0.67146,0.67163,178.51000000000002
17.02.2020 02:10:00.000 GMT+0100,0.67164,0.67190,0.67164,0.67184,200.3
17.02.2020 02:15:00.000 GMT+0100,0.67185,0.67202,0.67185,0.67188,323.3
17.02.2020 02:20:00.000 GMT+0100,0.67188,0.67188,0.67167,0.67175,265.53000000000003
17.02.2020 02:25:00.000 GMT+0100,0.67175,0.67193,0.67175,0.67188,158.2
17.02.2020 02:30:00.000 GMT+0100,0.67187,0.67210,0.67178,0.67210,272.82
17.02.2020 02:35:00.000 GMT+0100,0.67210,0.67239,0.67206,0.67238,242.74
17.02.2020 02:40:00.000 GMT+0100,0.67237,0.67237,0.67211,0.67226,256.41
