Local time,Open,High,Low,Close,Volume
01.06.2011 00:00:00.000 GMT+0200,81.496,81.496,81.459,81.469,362
01.06.2011 00:05:00.000 GMT+0200,81.470,81.470,81.457,81.458,58
01.06.2011 00:10:00.000 GMT+0200,81.457,81.475,81.454,81.458,188
01.06.2011 00:15:00.000 GMT+0200,81.458,81.461,81.451,81.457,179
01.06.2011 00:20:00.000 GMT+0200,81.458,81.488,81.448,81.461,210
01.06.2011 00:25:00.000 GMT+0200,81.461,81.461,81.435,81.444,125
01.06.2011 00:30:00.000 GMT+0200,81.444,81.458,81.444,81.451,79
01.06.2011 00:35:00.000 GMT+0200,81.453,81.468,81.418,81.449,433
01.06.2011 00:40:00.000 GMT+0200,81.446,81.460,81.430,81.443,167
01.06.2011 00:45:00.000 GMT+0200,81.443,81.447,81.434,81.438,64
01.06.2011 00:50:00.000 GMT+0200,81.437,81.437,81.413,81.421,91
01.06.2011 00:55:00.000 GMT+0200,81.423,81.454,81.423,81.454,37
01.06.2011 01:00:00.000 GMT+0200,81.457,81.487,81.413,81.482,228
01.06.2011 01:05:00.000 GMT+0200,81.477,81.477,81.442,81.444,102
01.06.2011 01:10:00.000 GMT+0200,81.448,81.454,81.415,81.439,211
01.06.2011 01:15:00.000 GMT+0200,81.441,81.443,81.409,81.418,199
01.06.2011 01:20:00.000 GMT+0200,81.416,81.416,81.398,81.405,224
01.06.2011 01:25:00.000 GMT+0200,81.406,81.428,81.360,81.360,243
01.06.2011 01:30:00.000 GMT+0200,81.360,81.393,81.360,81.375,371
01.06.2011 01:35:00.000 GMT+0200,81.376,81.382,81.345,81.358,275
01.06.2011 01:40:00.000 GMT+0200,81.358,81.401,81.352,81.397,444
01.06.2011 01:45:00.000 GMT+0200,81.397,81.400,81.368,81.370,162
01.06.2011 01:50:00.000 GMT+0200,81.367,81.374,81.352,81.354,258
01.06.2011 01:55:00.000 GMT+0200,81.353,81.368,81.346,81.351,218
01.06.2011 02:00:00.000 GMT+0200,81.349,81.356,81.270,81.270,592
01.06.2011 02:05:00.000 GMT+0200,81.271,81.306,81.252,81.303,532
01.06.2011 02:10:00.000 GMT+0200,81.302,81.306,81.287,81.299,200
01.06.2011 02:15:00.000 GMT+0200,81.300,81.309,81.282,81.300,262
01.06.2011 02:20:00.000 GMT+0200,81.302,81.339,81.299,81.331,276
01.06.2011 02:25:00.000 GMT+0200,81.332,81.349,81.323,81.333,197
01.06.2011 02:30:00.000 GMT+0200,81.334,81.336,81.309,81.311,178
01.06.2011 02:35:00.000 GMT+0200,81.311,81.368,81.299,81.356,421
01.06.2011 02:40:00.000 GMT+0200,81.357,81.368,81.345,81.351,347
01.06.2011 02:45:00.000 GMT+0200,81.350,81.382,81.348,81.377,166
01.06.2011 02:50:00.000 GMT+0200,81.382,81.430,81.376,81.426,314
01.06.2011 02:55:00.000 GMT+0200,81.431,81.447,81.411,81.440,442
01.06.2011 03:00:00.000 GMT+0200,81.439,81.456,81.406,81.449,578
01.06.2011 03:05:00.000 GMT+0200,81.449,81.459,81.409,81.413,330
01.06.2011 03:10:00.000 GMT+0200,81.413,81.422,81.395,81.395,472
01.06.2011 03:15:00.000 GMT+0200,81.395,81.410,81.391,81.400,252
01.06.2011 03:20:00.000 GMT+0200,81.401,81.403,81.388,81.396,323
01.06.2011 03:25:00.000 GMT+0200,81.394,81.406,81.391,81.393,270
01.06.2011 03:30:00.000 GMT+0200,81.395,81.397,81.337,81.337,429
01.06.2011 03:35:00.000 GMT+0200,81.337,81.338,81.316,81.319,498
01.06.2011 03:40:00.000 GMT+0200,81.320,81.336,81.306,81.331,448
01.06.2011 03:45:00.000 GMT+0200,81.330,81.352,81.318,81.347,379
01.06.2011 03:50:00.000 GMT+0200,81.349,81.358,81.340,81.345,198
01.06.2011 03:55:00.000 GMT+0200,81.343,81.359,81.340,81.357,264
01.06.2011 04:00:00.000 GMT+0200,81.356,81.369,81.329,81.333,324
01.06.2011 04:05:00.000 GMT+0200,81.333,81.349,81.328,81.345,151
01.06.2011 04:10:00.000 GMT+0200,81.342,81.356,81.333,81.341,103
01.06.2011 04:15:00.000 GMT+0200,81.345,81.359,81.345,81.352,114
01.06.2011 04:20:00.000 GMT+0200,81.352,81.354,81.339,81.342,111
01.06.2011 04:25:00.000 GMT+0200,81.342,81.344,81.313,81.313,183
01.06.2011 04:30:00.000 GMT+0200,81.311,81.324,81.308,81.321,338
01.06.2011 04:35:00.000 GMT+0200,81.322,81.333,81.315,81.332,123
01.06.2011 04:40:00.000 GMT+0200,81.329,81.334,81.312,81.326,251
01.06.2011 04:45:00.000 GMT+0200,81.326,81.327,81.270,81.308,217
01.06.2011 04:50:00.000 GMT+0200,81.308,81.311,81.285,81.289,241
01.06.2011 04:55:00.000 GMT+0200,81.296,81.310,81.289,81.300,199
01.06.2011 05:00:00.000 GMT+0200,81.301,81.306,81.264,81.266,241
01.06.2011 05:05:00.000 GMT+0200,81.267,81.270,81.260,81.262,181
01.06.2011 05:10:00.000 GMT+0200,81.262,81.267,81.255,81.262,106
01.06.2011 05:15:00.000 GMT+0200,81.262,81.263,81.187,81.209,561
01.06.2011 05:20:00.000 GMT+0200,81.210,81.231,81.158,81.173,551
01.06.2011 05:25:00.000 GMT+0200,81.172,81.173,81.150,81.158,505
01.06.2011 05:30:00.000 GMT+0200,81.158,81.191,81.158,81.191,243
01.06.2011 05:35:00.000 GMT+0200,81.192,81.197,81.178,81.190,318
01.06.2011 05:40:00.000 GMT+0200,81.191,81.219,81.191,81.213,336
01.06.2011 05:45:00.000 GMT+0200,81.213,81.216,81.200,81.210,264
01.06.2011 05:50:00.000 GMT+0200,81.210,81.229,81.208,81.213,299
01.06.2011 05:55:00.000 GMT+0200,81.215,81.229,81.211,81.213,267
01.06.2011 06:00:00.000 GMT+0200,81.213,81.249,81.212,81.244,278
01.06.2011 06:05:00.000 GMT+0200,81.243,81.248,81.222,81.225,414
01.06.2011 06:10:00.000 GMT+0200,81.227,81.246,81.221,81.242,223
01.06.2011 06:15:00.000 GMT+0200,81.242,81.244,81.230,81.230,188
01.06.2011 06:20:00.000 GMT+0200,81.230,81.253,81.226,81.242,286
01.06.2011 06:25:00.000 GMT+0200,81.242,81.242,81.224,81.231,227
01.06.2011 06:30:00.000 GMT+0200,81.227,81.232,81.221,81.228,184
01.06.2011 06:35:00.000 GMT+0200,81.230,81.241,81.226,81.241,96
01.06.2011 06:40:00.000 GMT+0200,81.245,81.258,81.243,81.248,144
01.06.2011 06:45:00.000 GMT+0200,81.245,81.245,81.209,81.221,264
01.06.2011 06:50:00.000 GMT+0200,81.221,81.241,81.221,81.240,177
01.06.2011 06:55:00.000 GMT+0200,81.241,81.261,81.232,81.261,159
01.06.2011 07:00:00.000 GMT+0200,81.262,81.270,81.256,81.260,303
01.06.2011 07:05:00.000 GMT+0200,81.261,81.261,81.240,81.246,502
01.06.2011 07:10:00.000 GMT+0200,81.245,81.252,81.241,81.252,210
01.06.2011 07:15:00.000 GMT+0200,81.251,81.261,81.250,81.256,121
01.06.2011 07:20:00.000 GMT+0200,81.255,81.282,81.251,81.279,227
01.06.2011 07:25:00.000 GMT+0200,81.278,81.309,81.276,81.308,260
01.06.2011 07:30:00.000 GMT+0200,81.307,81.327,81.299,81.315,403
01.06.2011 07:35:00.000 GMT+0200,81.313,81.319,81.300,81.310,462
01.06.2011 07:40:00.000 GMT+0200,81.310,81.321,81.300,81.312,399
01.06.2011 07:45:00.000 GMT+0200,81.311,81.313,81.299,81.310,172
01.06.2011 07:50:00.000 GMT+0200,81.309,81.317,81.279,81.283,534
01.06.2011 07:55:00.000 GMT+0200,81.284,81.307,81.281,81.297,665
01.06.2011 08:00:00.000 GMT+0200,81.297,81.302,81.283,81.301,805
01.06.2011 08:05:00.000 GMT+0200,81.302,81.330,81.300,81.322,412
01.06.2011 08:10:00.000 GMT+0200,81.322,81.367,81.322,81.366,854
01.06.2011 08:15:00.000 GMT+0200,81.367,81.367,81.341,81.356,426
01.06.2011 08:20:00.000 GMT+0200,81.356,81.359,81.338,81.344,430
01.06.2011 08:25:00.000 GMT+0200,81.343,81.360,81.333,81.337,545
01.06.2011 08:30:00.000 GMT+0200,81.337,81.381,81.336,81.344,1153
01.06.2011 08:35:00.000 GMT+0200,81.344,81.372,81.313,81.357,1109
01.06.2011 08:40:00.000 GMT+0200,81.357,81.415,81.356,81.370,756
01.06.2011 08:45:00.000 GMT+0200,81.371,81.406,81.360,81.370,587
01.06.2011 08:50:00.000 GMT+0200,81.372,81.398,81.363,81.367,517
01.06.2011 08:55:00.000 GMT+0200,81.370,81.417,81.365,81.388,802
01.06.2011 09:00:00.000 GMT+0200,81.388,81.449,81.388,81.410,715
01.06.2011 09:05:00.000 GMT+0200,81.410,81.449,81.410,81.429,624
01.06.2011 09:10:00.000 GMT+0200,81.430,81.430,81.400,81.411,584
01.06.2011 09:15:00.000 GMT+0200,81.411,81.429,81.390,81.429,848
01.06.2011 09:20:00.000 GMT+0200,81.430,81.491,81.429,81.446,927
01.06.2011 09:25:00.000 GMT+0200,81.447,81.500,81.445,81.457,881
01.06.2011 09:30:00.000 GMT+0200,81.459,81.475,81.442,81.445,715
01.06.2011 09:35:00.000 GMT+0200,81.445,81.455,81.428,81.438,678
01.06.2011 09:40:00.000 GMT+0200,81.437,81.446,81.404,81.408,925
01.06.2011 09:45:00.000 GMT+0200,81.408,81.414,81.366,81.374,767
01.06.2011 09:50:00.000 GMT+0200,81.374,81.390,81.339,81.366,655
01.06.2011 09:55:00.000 GMT+0200,81.366,81.392,81.359,81.383,597
01.06.2011 10:00:00.000 GMT+0200,81.382,81.391,81.356,81.370,869
01.06.2011 10:05:00.000 GMT+0200,81.371,81.407,81.370,81.389,870
01.06.2011 10:10:00.000 GMT+0200,81.387,81.425,81.380,81.388,644
01.06.2011 10:15:00.000 GMT+0200,81.389,81.427,81.389,81.421,516
01.06.2011 10:20:00.000 GMT+0200,81.421,81.423,81.400,81.401,368
01.06.2011 10:25:00.000 GMT+0200,81.402,81.410,81.350,81.367,798
01.06.2011 10:30:00.000 GMT+0200,81.366,81.379,81.338,81.369,682
01.06.2011 10:35:00.000 GMT+0200,81.369,81.381,81.327,81.336,744
01.06.2011 10:40:00.000 GMT+0200,81.338,81.374,81.338,81.349,589
01.06.2011 10:45:00.000 GMT+0200,81.349,81.371,81.327,81.366,752
01.06.2011 10:50:00.000 GMT+0200,81.363,81.389,81.334,81.382,623
01.06.2011 10:55:00.000 GMT+0200,81.381,81.397,81.343,81.345,553
01.06.2011 11:00:00.000 GMT+0200,81.352,81.388,81.342,81.357,588
