Local time,Open,High,Low,Close,Volume
01.06.2011 00:00:00.000 GMT+0200,1.06570,1.06637,1.06570,1.06634,158.67000000000002
01.06.2011 00:05:00.000 GMT+0200,1.06634,1.06650,1.06582,1.06650,194.45
01.06.2011 00:10:00.000 GMT+0200,1.06650,1.06706,1.06645,1.06686,293.34
01.06.2011 00:15:00.000 GMT+0200,1.06687,1.06789,1.06687,1.06775,256.13
01.06.2011 00:20:00.000 GMT+0200,1.06763,1.06766,1.06734,1.06756,335.04999999999995
01.06.2011 00:25:00.000 GMT+0200,1.06756,1.06805,1.06756,1.06805,372.21999999999997
01.06.2011 00:30:00.000 GMT+0200,1.06805,1.06825,1.06786,1.06789,194.82
01.06.2011 00:35:00.000 GMT+0200,1.06789,1.06826,1.06789,1.06812,412.85
01.06.2011 00:40:00.000 GMT+0200,1.06812,1.06813,1.06757,1.06804,284.22999999999996
01.06.2011 00:45:00.000 GMT+0200,1.06807,1.06854,1.06805,1.06822,214.73999999999998
01.06.2011 00:50:00.000 GMT+0200,1.06822,1.06823,1.06787,1.06813,182.70999999999998
01.06.2011 00:55:00.000 GMT+0200,1.06825,1.06840,1.06813,1.06813,138
01.06.2011 01:00:00.000 GMT+0200,1.06813,1.06828,1.06809,1.06819,139.16
01.06.2011 01:05:00.000 GMT+0200,1.06819,1.06824,1.06797,1.06803,303.21999999999997
01.06.2011 01:10:00.000 GMT+0200,1.06816,1.06927,1.06816,1.06922,455.26
01.06.2011 01:15:00.000 GMT+0200,1.06922,1.06933,1.06884,1.06922,289.86
01.06.2011 01:20:00.000 GMT+0200,1.06919,1.06959,1.06903,1.06918,381.25
01.06.2011 01:25:00.000 GMT+0200,1.06916,1.06923,1.06881,1.06917,315.77
01.06.2011 01:30:00.000 GMT+0200,1.06917,1.06927,1.06867,1.06884,325.91
01.06.2011 01:35:00.000 GMT+0200,1.06885,1.06891,1.06830,1.06838,356.08
01.06.2011 01:40:00.000 GMT+0200,1.06839,1.06872,1.06818,1.06829,366.12
01.06.2011 01:45:00.000 GMT+0200,1.06831,1.06869,1.06823,1.06869,259.16999999999996
01.06.2011 01:50:00.000 GMT+0200,1.06871,1.06896,1.06848,1.06861,307.05
01.06.2011 01:55:00.000 GMT+0200,1.06861,1.06883,1.06831,1.06858,319.9
01.06.2011 02:00:00.000 GMT+0200,1.06858,1.06865,1.06807,1.06808,465.43999999999994
01.06.2011 02:05:00.000 GMT+0200,1.06807,1.06807,1.06747,1.06757,532.52
01.06.2011 02:10:00.000 GMT+0200,1.06757,1.06786,1.06724,1.06731,321.02
01.06.2011 02:15:00.000 GMT+0200,1.06733,1.06802,1.06733,1.06791,501.25
01.06.2011 02:20:00.000 GMT+0200,1.06781,1.06801,1.06732,1.06757,466.09000000000003
01.06.2011 02:25:00.000 GMT+0200,1.06753,1.06828,1.06747,1.06788,343.74
01.06.2011 02:30:00.000 GMT+0200,1.06788,1.06793,1.06763,1.06789,352.77
