,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Buy/Sell Price,Quantity,Actual,PNL,Latent PNL
0,2019-03-14,BA,0,0,0,0,0,0,366.73,0,0
1,2019-03-14,KEY,0,0,1,0,17.38,288.0,16.88,0,0
2,2019-03-14,NWSA,0,0,1,0,12.68,394.0,12.55,0,0
3,2019-03-14,JWN,0,0,1,0,44.47,112.0,42.97,0,0
4,2019-03-14,EVRG,1,0,0,0,56.91,88.0,55.8,0,0
5,2019-03-14,STZ,0,0,1,0,171.48,29.0,168.68,0,0
6,2019-03-14,CLX,0,0,1,0,159.75,31.0,156.71,0,0
7,2019-03-14,BKNG,1,0,0,0,1751.79,3.0,1743.88,0,0
8,2019-03-14,MXIM,0,0,0,0,0,0,51.5,0,0
9,2019-03-15,ZION,1,0,0,0,49.24,102.0,48.12,0,0
10,2019-03-15,KEY,0,0,0,0,17.38,288.0,16.84,0,-5.76
11,2019-03-15,CLX,0,0,0,0,159.75,31.0,157.53,0,-26.66
12,2019-03-15,TXT,1,0,0,0,51.85,96.0,51.71,0,0
13,2019-03-15,EVRG,0,1,0,0,57.46,88.0,56.33,48.4,0
14,2019-03-15,NWSA,0,0,0,0,12.68,394.0,12.55,0,15.76
15,2019-03-15,MXIM,0,0,1,0,53.98,93.0,52.72,0,0
16,2019-03-15,BKNG,0,0,0,0,1751.79,3.0,1752.17,0,17.76
17,2019-03-15,BA,0,0,1,0,370.0,14.0,372.32,0,0
18,2019-03-15,NCLH,0,0,0,0,0,0,55.55,0,0
19,2019-03-15,PPG,0,0,0,0,0,0,108.66,0,0
20,2019-03-18,ZION,0,1,0,0,50.34,102.0,48.98,112.2,0
21,2019-03-18,BKNG,0,0,0,0,1751.79,3.0,1756.33,0,-2.22
22,2019-03-18,PPG,0,0,0,0,0,0,109.57,0,0
23,2019-03-18,TXT,0,1,0,0,52.73,96.0,52.46,84.48,0
24,2019-03-18,MAS,0,0,0,0,0,0,38.79,0,0
25,2019-03-18,KEY,0,0,0,0,17.38,288.0,17.17,0,-138.24
26,2019-03-18,NCLH,0,0,1,0,56.21,89.0,56.16,0,0
27,2019-03-18,JWN,0,0,0,1,44.39,112.0,42.71,8.96,0
28,2019-03-18,CLX,0,0,0,0,159.75,31.0,156.36,0,55.49
29,2019-03-18,MXIM,0,0,0,0,53.98,93.0,52.55,0,-21.39
30,2019-03-18,NWSA,0,0,0,0,12.68,394.0,12.53,0,15.76
31,2019-03-19,KEY,0,0,0,0,17.38,288.0,16.92,0,2.88
32,2019-03-19,BKNG,0,0,0,0,1751.79,3.0,1764.03,0,44.97
33,2019-03-19,NWSA,0,0,0,0,12.68,394.0,12.45,0,59.1
34,2019-03-19,DTE,1,0,0,0,122.42,41.0,119.38,0,0
35,2019-03-19,DHI,0,0,0,0,0,0,39.19,0,0
36,2019-03-19,WFC,0,0,1,0,51.19,98.0,49.87,0,0
37,2019-03-19,NCLH,0,0,0,0,56.21,89.0,56.11,0,21.36
38,2019-03-19,CLX,0,0,0,0,159.75,31.0,153.81,0,74.4
39,2019-03-19,JWN,0,0,1,0,44.55,112.0,43.06,0,0
40,2019-03-20,DHI,0,0,0,0,0,0,38.83,0,0
41,2019-03-20,NCLH,0,0,0,0,56.21,89.0,55.87,0,56.07
42,2019-03-20,ZION,0,0,0,0,0,0,46.11,0,0
43,2019-03-20,JWN,0,0,0,0,44.55,112.0,41.99,0,210.56
44,2019-03-20,BKNG,0,0,0,0,1751.79,3.0,1774.43,0,42.03
45,2019-03-20,PPG,1,0,0,0,110.61,45.0,109.44,0,0
46,2019-03-20,NWSA,0,0,0,0,12.68,394.0,12.51,0,47.28
47,2019-03-20,CLX,0,0,0,0,159.75,31.0,152.91,0,111.91
48,2019-03-20,MXIM,0,0,0,1,53.98,93.0,52.45,0.0,0
49,2019-03-20,STZ,0,0,0,1,164.22,29.0,162.74,210.54,0
50,2019-03-20,EVRG,1,0,0,0,56.54,88.0,55.19,0,0
51,2019-03-20,TXT,1,0,0,0,51.32,97.0,51.35,0,0
52,2019-03-20,WFC,0,0,0,0,51.19,98.0,48.89,0,118.58
53,2019-03-21,BKNG,0,0,0,0,1751.79,3.0,1774.36,0,6.75
54,2019-03-21,CLX,0,0,0,0,159.75,31.0,154.97,0,47.43
55,2019-03-21,BA,0,0,0,0,370.0,14.0,366.14,0,16.94
56,2019-03-21,WFC,0,0,0,0,51.19,98.0,48.37,0,190.12
57,2019-03-21,MAS,0,0,1,0,38.83,129.0,38.75,0,0
58,2019-03-21,ZION,0,0,1,0,45.47,110.0,45.07,0,0
59,2019-03-21,KEY,0,0,0,1,15.76,288.0,15.44,466.56,0
60,2019-03-21,NWSA,0,0,0,0,12.68,394.0,12.76,0,-102.44
61,2019-03-21,NCLH,0,0,0,0,56.21,89.0,56.5,0,-12.46
62,2019-03-21,DHI,0,0,1,0,40.47,124.0,40.15,0,0
63,2019-03-21,EQIX,0,0,1,0,458.83,11.0,451.92,0,0
64,2019-03-21,SHW,0,0,1,0,429.29,12.0,430.72,0,0
65,2019-03-21,JWN,0,0,0,0,44.55,112.0,42.29,0,103.04
66,2019-03-21,DTE,0,0,0,0,122.42,41.0,120.46,0,54.12
67,2019-03-21,PPG,0,1,0,0,110.4,45.0,111.24,-9.45,0
68,2019-03-21,MXIM,0,0,1,0,55.02,91.0,53.82,0,0
69,2019-03-22,BA,0,0,0,1,365.0,14.0,355.79,70.0,0
70,2019-03-22,EQIX,0,0,0,0,458.83,11.0,445.23,0,72.38
71,2019-03-22,NCLH,0,0,0,0,56.21,89.0,55.62,0,60.52
72,2019-03-22,DHI,0,0,0,0,40.47,124.0,40.53,0,-39.68
73,2019-03-22,KEY,1,0,0,0,15.01,333.0,14.5,0,0
74,2019-03-22,NWSA,0,0,0,0,12.68,394.0,12.54,0,19.7
75,2019-03-22,CLX,0,0,0,0,159.75,31.0,155.04,0,65.72
76,2019-03-22,BKNG,0,0,0,0,1751.79,3.0,1721.59,0,-113.34
77,2019-03-25,CLX,0,0,0,0,159.75,31.0,155.06,0,25.11
78,2019-03-25,MXIM,0,0,0,1,54.31,91.0,52.43,64.61,0
79,2019-03-25,EVRG,0,0,0,0,56.54,88.0,56.46,0,125.84
80,2019-03-25,NWSA,0,0,0,1,12.56,394.0,12.47,47.28,0
81,2019-03-25,BKNG,0,0,0,0,1751.79,3.0,1752.39,0,28.23
82,2019-03-25,ZION,0,0,0,1,43.92,110.0,42.82,170.5,0
83,2019-03-25,KEY,0,0,0,0,15.01,333.0,14.53,0,36.63
84,2019-03-26,JWN,0,0,0,1,43.73,112.0,42.26,91.84,0
85,2019-03-26,BKNG,0,0,0,0,1751.79,3.0,1768.87,0,51.57
86,2019-03-26,MXIM,0,0,1,0,54.35,92.0,52.92,0,0
87,2019-03-26,CLX,0,0,0,0,159.75,31.0,156.83,0,1.24
88,2019-03-26,STZ,0,0,1,0,170.23,29.0,169.77,0,0
89,2019-03-26,BA,0,0,0,0,0,0,363.86,0,0
90,2019-03-26,SHW,0,0,0,1,421.32,12.0,417.58,95.64,0
91,2019-03-26,NCLH,0,0,0,1,54.65,89.0,54.48,138.84,0
92,2019-03-27,BKNG,0,0,0,0,1751.79,3.0,1752.11,0,24.6
93,2019-03-27,NCLH,1,0,0,0,53.97,93.0,53.94,0,0
94,2019-03-27,CLX,0,0,0,0,159.75,31.0,157.2,0,-43.4
95,2019-03-27,JWN,0,0,1,0,44.98,111.0,43.15,0,0
96,2019-03-27,KEY,0,1,0,0,15.39,333.0,14.89,126.54,0
97,2019-03-27,DHI,0,0,0,0,40.47,124.0,42.13,0,-257.92
98,2019-03-27,ZION,0,0,0,0,0,0,43.92,0,0
99,2019-03-27,NWSA,1,0,0,0,12.33,406.0,12.22,0,0
100,2019-03-27,MXIM,0,0,0,0,54.35,92.0,51.72,0,118.68
101,2019-03-28,BA,0,0,0,0,0,0,367.85,0,0
102,2019-03-28,STZ,0,0,0,0,170.23,29.0,170.55,0,-79.46
103,2019-03-28,CLX,0,0,0,0,159.75,31.0,158.16,0,-25.11
104,2019-03-28,BKNG,0,0,0,0,1751.79,3.0,1728.89,0,-45.57
105,2019-03-28,NWSA,0,1,0,0,12.43,406.0,12.29,40.6,0
106,2019-03-28,NCLH,0,0,0,0,53.97,93.0,54.33,0,64.17
107,2019-03-29,DHI,0,0,0,1,41.57,124.0,40.98,-136.4,0
