,Date,Open Long,Close Long,Open Short,Close Short,Exposure Long,Exposure Short,Exposure,Net Exposure,PNL,Unrealized PNL,Cumulative PNL,NAV,Net Long,Net Short,Maximum Drawdown
0,2019-03-14,2,0,5,0,10263.45,-24907.17,35170.62,-14643.719999999998,0.0,0.0,0.0,50000.0,2,5,0.0
1,2019-03-15,2,1,2,0,15207.05,-35107.31,50314.36,-19900.26,48.4,1.0999999999999979,48.4,50049.5,3,7,0.0
2,2019-03-18,0,2,1,1,5010.289999999999,-35138.32,40148.61,-30128.03,205.64000000000001,-90.6,254.04,50163.44,1,7,-90.6
3,2019-03-19,1,0,2,0,10029.509999999998,-45144.54,55174.05,-35115.03,0.0,202.71,254.04,50456.75,2,9,-90.6
4,2019-03-20,3,0,0,2,24960.52,-35362.020000000004,60322.54,-10401.500000000004,210.54,586.43,464.58,51051.01,5,7,-90.6
5,2019-03-21,0,1,6,1,19992.52,-61057.62,81050.14,-41065.100000000006,457.11,303.5,921.6899999999999,51225.19,4,12,-90.6
6,2019-03-22,1,0,0,1,24990.85,-55947.62,80938.47,-30956.770000000004,70.0,65.29999999999998,991.6899999999999,51056.990000000005,5,11,-90.6
7,2019-03-25,0,0,0,3,24990.85,-41225.57000000001,66216.42,-16234.720000000008,282.39,215.80999999999997,1274.08,51489.89,5,8,-90.6
8,2019-03-26,0,0,2,3,24990.85,-36344.99,61335.840000000004,-11354.14,326.32000000000005,52.81,1600.3999999999999,51653.21,5,7,-90.6
9,2019-03-27,2,1,1,0,29891.17,-41337.77,71228.94,-11446.599999999999,126.54,-158.04000000000002,1726.9399999999998,51568.9,6,8,-158.04000000000002
10,2019-03-28,0,1,0,0,24844.589999999997,-41337.77,66182.36,-16493.18,40.6,-85.96999999999998,1767.5399999999997,51681.57,5,8,-158.04000000000002
11,2019-03-29,3,0,0,3,39821.74,-26315.079999999998,66136.82,13506.66,-11.43,-195.61,1756.1099999999997,51560.5,8,5,-195.61
12,2019-04-01,0,1,2,0,34610.95,-36287.69,70898.64000000001,-1676.7400000000052,191.58,121.15,1947.6899999999996,52068.840000000004,7,7,-195.61
13,2019-04-02,0,0,1,2,34610.95,-31464.570000000007,66075.52000000002,3146.37999999999,177.38,-48.19,2125.0699999999997,52076.88,7,6,-195.61
14,2019-04-03,1,0,0,1,39628.82,-26511.750000000007,66140.57,13117.069999999992,36.63,-201.99,2161.7,51959.71,8,5,-201.99
15,2019-04-04,0,2,1,1,29253.520000000004,-25982.770000000008,55236.29,3270.7499999999964,-241.79000000000008,96.19,1919.9099999999999,52016.100000000006,6,5,-201.99
16,2019-04-05,1,0,2,0,34236.880000000005,-35881.670000000006,70118.55,-1644.7900000000009,0.0,161.85,1919.9099999999999,52081.76,7,7,-201.99
17,2019-04-08,0,2,0,0,24276.070000000003,-35881.670000000006,60157.740000000005,-11605.600000000002,-0.5899999999999999,-129.31,1919.32,51790.01,5,7,-201.99
18,2019-04-09,1,0,0,1,29242.070000000003,-30931.670000000006,60173.740000000005,-1689.6000000000022,58.3,434.28,1977.62,52411.9,6,6,-201.99
19,2019-04-10,0,0,2,1,29242.070000000003,-36205.07000000001,65447.14000000001,-6963.000000000004,150.54,109.88000000000001,2128.16,52238.04,6,7,-201.99
20,2019-04-11,2,0,1,0,39105.83000000001,-41193.41,80299.24,-2087.5799999999945,0.0,215.14999999999998,2128.16,52343.310000000005,8,8,-201.99
21,2019-04-12,0,1,0,1,34208.73000000001,-36514.670000000006,70723.4,-2305.939999999995,358.13,-4.410000000000023,2486.2899999999995,52481.88,7,7,-201.99
22,2019-04-15,2,1,0,0,38530.00000000001,-36514.670000000006,75044.67,2015.3300000000017,300.03,-31.27000000000001,2786.3199999999997,52755.05,8,7,-201.99
23,2019-04-16,0,2,1,0,28313.900000000005,-41464.670000000006,69778.56999999999,-13150.77,322.19,-256.89,3108.5099999999998,52851.62,6,8,-256.89
24,2019-04-17,1,1,1,1,28054.960000000006,-41544.100000000006,69599.06,-13489.14,346.69000000000005,407.4000000000001,3455.1999999999994,53862.6,6,8,-256.89
25,2019-04-18,0,4,0,0,7598.670000000008,-41544.100000000006,49142.77,-33945.43,498.48,40.73999999999998,3953.6799999999994,53994.42,2,8,-256.89
26,2019-04-22,2,0,0,1,17541.390000000007,-36742.240000000005,54283.63,-19200.85,175.1,514.9200000000001,4128.78,54643.7,4,7,-256.89
27,2019-04-23,0,0,2,0,17541.390000000007,-47348.32000000001,64889.70999999999,-29806.93,0.0,556.34,4128.78,54685.119999999995,4,9,-256.89
28,2019-04-24,0,0,1,0,17541.390000000007,-52365.310000000005,69906.7,-34823.92,0.0,604.5600000000001,4128.78,54733.34,4,10,-256.89
29,2019-04-25,0,0,0,2,17541.390000000007,-42564.22,60105.61,-25022.829999999994,152.64,746.46,4281.419999999999,55027.88,4,8,-256.89
