Date,Date,Move Up,Confiance up,Move Down,Confiance Down,Actual,Actual.S,Open.S,DMP_CP
2019-07-26,2019-07-26,1,99.79562,0,0.018706918,1943.050048828125,1947.6729,1930.0,99.96252
2019-07-29,2019-07-29,1,99.592125,0,0.008305907,1912.449951171875,1910.2378,1891.1199951171875,99.983315
2019-07-30,2019-07-30,1,80.05909,0,0.80696046,1898.530029296875,1871.2623,1898.1099853515625,98.0042
2019-07-31,2019-07-31,1,98.07557,0,0.7900357,1866.780029296875,1855.6578,1871.719970703125,98.401794
2019-08-01,2019-08-01,0,49.099808,0,15.047232,1855.3199462890625,1821.1545,1845.0699462890625,53.085182
2019-08-02,2019-08-02,0,6.6047134,0,40.023594,1823.239990234375,1772.7806,1770.219970703125,-71.6708
2019-08-05,2019-08-05,1,99.89114,0,0.0002503395,1765.1300048828125,1789.1791,1792.22998046875,99.9995
2019-08-06,2019-08-06,1,99.64733,0,0.0038951635,1787.8299560546875,1794.4158,1773.989990234375,99.99217
2019-08-07,2019-08-07,1,99.9968,0,2.0861626e-05,1793.4000244140625,1833.9609,1806.0,99.999954
2019-08-08,2019-08-08,1,64.43483,0,0.72475076,1832.8900146484373,1809.2115,1828.949951171875,97.77545
2019-08-09,2019-08-09,1,72.309456,0,7.788759,1807.5799560546875,1781.3661,1795.989990234375,80.55198
2019-08-12,2019-08-12,1,99.999435,0,0.0018388033,1784.9200439453125,1824.8313,1783.0,99.99632
2019-08-13,2019-08-13,0,2.9444604,1,94.14246,1824.3399658203125,1770.2268,1793.010009765625,-93.93439
2019-08-14,2019-08-14,1,99.31234,0,48.72113,1762.9599609375,1770.663,1781.989990234375,34.175518
2019-08-15,2019-08-15,1,98.26758,1,94.848175,1776.1199951171875,1782.8344,1792.8900146484375,1.7706494
2019-08-16,2019-08-16,1,98.09752,1,89.583984,1792.5699462890625,1816.6725,1818.0799560546875,4.536161
2019-08-19,2019-08-19,0,22.212643,1,97.97555,1816.1199951171875,1802.3999,1814.5,-63.0369
2019-08-20,2019-08-20,1,94.9746,0,0.04259348,1801.3800048828125,1824.0332,1819.3900146484373,99.91034
2019-08-21,2019-08-21,0,7.5562954,0,0.22920966,1823.5400390625,1804.4934,1828.0,94.111885
2019-08-22,2019-08-22,0,11.658591,0,0.055733323,1804.6600341796875,1763.5569,1793.030029296875,99.048454
2019-08-23,2019-08-23,1,92.62912,0,5.0663948e-05,1749.6199951171875,1769.2139,1766.9100341796875,99.999886
2019-08-26,2019-08-26,0,34.291924,0,0.01014173,1768.8699951171875,1763.3302,1775.72998046875,99.94086
2019-08-27,2019-08-27,1,91.11949,0,1.0910094,1761.8299560546875,1764.8503,1755.0,97.63365
2019-08-28,2019-08-28,1,99.166275,0,0.073096156,1764.25,1777.5436,1783.0,99.852684
2019-08-29,2019-08-29,1,76.01981,0,0.12606382,1786.4000244140625,1783.5612,1797.489990234375,99.6689
2019-08-30,2019-08-30,1,99.00397,0,0.00020563602,1776.2900390625,1789.5935,1770.0,99.99958
2019-09-03,2019-09-03,1,99.62231,0,0.0002592802,1789.8399658203125,1800.345,1805.0,99.99948
2019-09-04,2019-09-04,1,99.97522,0,1.7881393e-05,1800.6199951171875,1834.128,1821.949951171875,99.99997
2019-09-05,2019-09-05,1,99.87828,0,0.046244264,1840.719970703125,1835.31,1838.219970703125,99.90745
2019-09-06,2019-09-06,1,99.87806,0,0.08492768,1833.510009765625,1830.1985,1841.0,99.83008
2019-09-09,2019-09-09,1,99.32435,0,0.4155755,1831.3499755859373,1819.3813,1822.75,99.16669
2019-09-10,2019-09-10,1,99.90826,0,0.041285157,1820.550048828125,1823.4891,1812.1400146484373,99.9174
2019-09-11,2019-09-11,1,99.33993,0,0.0040352345,1822.989990234375,1835.487,1837.6300048828125,99.991875
2019-09-12,2019-09-12,1,53.688538,0,2.4138212,1843.550048828125,1838.2709,1842.010009765625,91.394936
2019-09-13,2019-09-13,0,9.09068,0,15.576279,1839.3399658203125,1809.222,1824.02001953125,-26.292658
2019-09-16,2019-09-16,1,89.599045,0,0.00013113022,1807.8399658203125,1822.6838,1807.0799560546875,99.99971
2019-09-17,2019-09-17,0,18.127918,0,0.0034451485,1822.550048828125,1818.0464,1817.0400390625,99.962006
2019-09-18,2019-09-18,0,18.919855,0,0.0012785196,1817.4599609375,1822.1594,1821.02001953125,99.986496
2019-09-19,2019-09-19,0,0.28437674,0,0.12124479,1821.5,1798.7898,1821.7099609375,40.217773
2019-09-20,2019-09-20,0,1.5172005,0,0.0103235245,1794.1600341796875,1779.4756,1777.0,98.64833
2019-09-23,2019-09-23,0,0.3529042,0,1.1789829,1785.300048828125,1749.8949,1790.6099853515625,-53.925556
2019-09-24,2019-09-24,1,99.916504,0,6.258488e-05,1741.6099853515625,1766.6141,1747.3599853515625,99.99988
2019-09-25,2019-09-25,0,2.1992235,0,1.3698667,1768.3299560546875,1738.7661,1762.7900390625,23.237204
2019-09-26,2019-09-26,1,80.23411,0,0.04349351,1739.8399658203125,1728.9945,1748.0,99.89164
2019-09-27,2019-09-27,1,99.547386,0,0.0037640333,1725.449951171875,1736.6774,1726.989990234375,99.99244
2019-09-30,2019-09-30,1,93.18511,0,0.037500262,1735.9100341796875,1736.6711,1746.0,99.91955
2019-10-01,2019-10-01,0,26.969103,0,0.4602164,1735.6500244140625,1715.9073,1727.739990234375,96.64435
2019-10-02,2019-10-02,1,98.19116,0,0.0005275011,1713.22998046875,1719.9604,1713.0,99.998924
2019-10-03,2019-10-03,1,99.73982,0,0.0009715557,1724.4200439453125,1738.6711,1726.02001953125,99.998055
2019-10-04,2019-10-04,1,89.7745,0,0.36418438,1739.6500244140625,1732.7063,1731.6300048828125,99.191956
2019-10-07,2019-10-07,1,89.27907,0,0.11600852,1732.6600341796875,1721.154,1722.489990234375,99.74047
2019-10-08,2019-10-08,1,99.96187,0,0.00055134296,1705.510009765625,1719.9604,1719.6099853515625,99.9989
2019-10-09,2019-10-09,1,99.73925,0,0.048458576,1721.989990234375,1721.154,1725.239990234375,99.90287
2019-10-10,2019-10-10,1,99.97595,0,0.0016450882,1720.260009765625,1732.7063,1742.9200439453125,99.996704
2019-10-11,2019-10-11,1,99.2744,0,0.00461936,1731.9200439453125,1736.6774,1728.9100341796875,99.9907
2019-10-14,2019-10-14,1,99.31993,0,0.0007033348,1736.4300537109375,1752.5361,1742.1400146484375,99.99859
2019-10-15,2019-10-15,1,99.94422,0,0.015518069,1767.3800048828125,1781.5574,1773.3299560546875,99.96895
2019-10-16,2019-10-16,1,99.49464,0,0.30712485,1777.4300537109375,1782.8344,1796.489990234375,99.38454
2019-10-17,2019-10-17,1,92.439095,0,0.94006956,1787.47998046875,1770.9457,1787.800048828125,97.98655
2019-10-18,2019-10-18,1,99.974236,0,0.0026285648,1757.510009765625,1773.4387,1769.6600341796875,99.994736
2019-10-21,2019-10-21,1,73.81236,0,6.7442536,1785.6600341796875,1765.5903,1788.1500244140625,83.25586
2019-10-22,2019-10-22,1,67.9431,0,0.03142059,1765.72998046875,1764.2032,1761.300048828125,99.90756
2019-10-23,2019-10-23,1,92.2556,0,0.00040829182,1762.1700439453125,1777.5436,1771.0899658203125,99.99911
2019-10-24,2019-10-24,0,43.76552,0,0.018686056,1780.780029296875,1763.7659,1697.550048828125,99.91465
2019-10-25,2019-10-25,0,0.07621944,0,0.04363954,1761.3299560546875,1743.1643,1748.06005859375,27.181858
2019-10-28,2019-10-28,0,34.70249,0,0.06914139,1777.0799560546875,1763.3302,1774.81005859375,99.60231
2019-10-29,2019-10-29,1,99.760666,0,0.0004351139,1762.7099609375,1782.8344,1760.239990234375,99.99913
2019-10-30,2019-10-30,1,99.26448,0,0.00551939,1779.989990234375,1782.8344,1775.989990234375,99.98889
2019-10-31,2019-10-31,1,99.36152,0,0.0036120415,1776.6600341796875,1778.4453,1788.010009765625,99.99274
2019-11-01,2019-11-01,1,99.898926,0,0.00094771385,1791.43994140625,1807.105,1801.010009765625,99.99811
2019-11-04,2019-11-04,1,99.40274,0,0.014650822,1804.6600341796875,1803.4995,1809.1600341796875,99.970535
2019-11-05,2019-11-05,1,99.07259,0,0.051903725,1801.7099609375,1796.5964,1801.0,99.89527
2019-11-06,2019-11-06,1,97.87852,0,0.13951361,1795.77001953125,1786.2906,1803.760009765625,99.71533
2019-11-07,2019-11-07,1,88.95181,0,0.011757016,1788.199951171875,1785.1306,1787.8900146484375,99.97357
2019-11-08,2019-11-08,0,14.339945,0,0.106835365,1785.8800048828125,1773.4387,1778.0,98.52098
2019-11-11,2019-11-11,0,39.577156,0,0.008764863,1771.6500244140625,1771.7253,1774.6600341796875,99.95571
2019-11-12,2019-11-12,0,10.924685,0,0.13152659,1778.0,1759.2804,1773.3900146484375,97.62076
2019-11-13,2019-11-13,1,97.23712,0,0.03632605,1753.1099853515625,1758.63,1751.4300537109375,99.925316
2019-11-14,2019-11-14,1,72.58029,0,0.3916502,1754.5999755859375,1743.666,1760.050048828125,98.92658
2019-11-15,2019-11-15,1,99.39613,0,0.0019162893,1739.489990234375,1745.1111,1738.300048828125,99.99615
2019-11-18,2019-11-18,1,92.97278,0,0.08559525,1752.530029296875,1753.7987,1756.989990234375,99.81604
2019-11-19,2019-11-19,1,82.96136,0,0.8151829,1752.7900390625,1743.666,1749.1400146484375,98.0539
2019-11-20,2019-11-20,1,96.81188,0,0.050768256,1745.530029296875,1743.666,1743.0,99.89518
2019-11-21,2019-11-21,1,99.86421,0,0.0017791986,1734.7099609375,1741.706,1739.02001953125,99.996445
2019-11-22,2019-11-22,1,99.96203,0,0.005799532,1745.719970703125,1753.7987,1753.25,99.9884
2019-11-25,2019-11-25,1,97.98162,0,0.01129806,1773.8399658203125,1782.8344,1779.9200439453125,99.97694
2019-11-26,2019-11-26,1,99.49455,0,0.0014573336,1796.93994140625,1817.188,1801.0,99.99707
2019-11-27,2019-11-27,1,82.91342,0,0.68801343,1818.510009765625,1799.2345,1817.780029296875,98.35407
2019-11-29,2019-11-29,1,94.51478,0,0.76505244,1800.800048828125,1790.8545,1804.4000244140625,98.39409
2019-12-02,2019-12-02,1,98.735115,0,0.1095444,1781.5999755859375,1777.1707,1760.0,99.77835
2019-12-03,2019-12-03,1,60.252434,0,1.3790578,1769.9599609375,1758.63,1774.010009765625,95.524826
2019-12-04,2019-12-04,0,30.904722,0,3.89463,1760.68994140625,1749.4275,1763.5,77.61665
2019-12-05,2019-12-05,1,90.40009,0,0.01924634,1740.47998046875,1756.7532,1751.199951171875,99.95743
2019-12-06,2019-12-06,1,58.83328,0,6.386611,1751.5999755859375,1743.666,1750.6600341796875,80.415146
2019-12-09,2019-12-09,1,92.621704,0,5.001193,1749.510009765625,1743.666,1747.4000244140625,89.75407
2019-12-10,2019-12-10,1,99.99375,0,0.0018065717,1739.2099609375,1773.7847,1741.6700439453125,99.99638
2019-12-11,2019-12-11,1,99.98959,0,0.0053602797,1748.719970703125,1781.5574,,99.98927
