,Date,Vix,Varop_Spy,Varhl_spy,Varop_vix,Varhl_vix,RSI,75 - RSI,RSI - 25,BBD_Delta_Up,delta5_8,delta8_10,delta10_12,delta12_15,delta15_30,delta30_35,delta35_40,delta40_45,delta45_50,Spread,Peaks,Valley,delta_tsf,Forcast Oscillator,target_up,target_down,target_value
24,20170606  18:00:00,10.47,-0.11999999999989086,1.5900000000001455,0.03999999999999915,0.13000000000000078,67.77476856830188,7.22523143169812,42.77476856830188,4.514903714642514,-1.5262500000008004,-0.5087499999995089,-0.3541666666665151,-0.36616666666668607,,,,,,2422.9,0,0,2432.858351648352,-0.014527855752152756,0,0,2433.37
25,20170606  19:00:00,10.52,1.5099999999997635,2.600000000000364,-0.05999999999999872,0.129999999999999,62.54708109841215,12.45291890158785,37.54708109841215,4.675855502157901,-1.6195000000011532,-0.6854999999995925,-0.4353333333328919,-0.520333333333383,,,,,,2421.36,0,0,2432.0259340659304,-0.04023026006018761,0,0,2431.88
26,20170606  20:00:00,10.32,-3.699999999999818,4.349999999999909,0.1899999999999995,0.22000000000000064,68.92280642999124,6.07719357000876,43.92280642999124,4.201429502372321,-0.9125000000012733,-0.7164999999995416,-0.47183333333259725,-0.4871666666663259,,,,,,2425.24,0,0,2432.2784615384608,0.1451028073243743,0,0,2435.56
27,20170606  21:00:00,10.57,6.190000000000055,7.570000000000164,-0.2400000000000002,0.46999999999999886,52.618290404754795,22.381709595245205,27.618290404754795,4.70173280172321,-0.440250000001015,-0.8997499999995853,-0.6364999999996144,-0.6148333333326264,,,,,,2418.77,0,0,2430.8295604395616,-0.1209571957182039,0,0,2429.34
28,20170607  15:30:00,10.22,-1.7399999999997817,2.8799999999996544,0.16999999999999993,0.27000000000000135,59.89509163784816,15.10490836215184,34.89509163784816,3.7717599106331363,-0.04225000000087675,-0.8067499999997381,-0.6836666666663405,-0.683999999999287,,,,,,2423.55,0,0,2430.9313186813165,0.12081830084347886,0,0,2433.77
29,20170607  16:00:00,10.41,2.75,6.859999999999673,-0.25,0.3899999999999988,54.35504698285687,20.64495301714313,29.35504698285687,3.358343210456951,-0.22575000000097134,-0.4302499999998872,-0.7734999999993306,-0.8018333333329792,2.4793333333332157,,,,,2420.63,0,0,2430.34934065934,0.004470568920440062,0,0,2431.04
30,20170607  17:00:00,10.5,0.20000000000027285,3.1900000000000546,-0.08000000000000007,0.2400000000000002,53.980818247260686,21.019181752739314,28.980818247260686,3.4908274849472036,-0.2680000000009386,-0.06999999999970896,-0.7349999999996726,-0.9143333333327064,1.5506666666660749,,,,,2420.35,0,0,2429.9645054945063,0.020596060664364105,0,0,2430.85
31,20170607  18:00:00,10.79,3.3700000000003456,6.110000000000127,-0.2699999999999996,0.41000000000000014,47.69044501635269,27.30955498364731,22.69044501635269,4.6573536676141885,-1.1660000000015316,-0.20699999999987995,-0.4713333333324954,-1.0723333333326082,0.45533333333287374,,,,,2416.68,0,0,2428.855384615386,-0.1027615375063949,0,0,2427.47
32,20170607  19:00:00,10.5,-3.599999999999909,4.75,0.27999999999999936,0.29999999999999893,53.872991949694935,21.127008050305065,28.872991949694935,4.566185968354148,-0.5317500000019209,-0.3852499999993597,-0.16183333333265182,-1.037166666666053,-0.36266666666733727,,,,,2420.58,0,0,2429.0730769230768,0.09150728830865401,0,0,2431.08
33,20170607  20:00:00,10.41,-1.8599999999996726,3.2599999999997635,0.129999999999999,0.16999999999999993,56.69753516687081,18.302464833129193,31.697535166870807,4.498058838358247,-0.8310000000014952,-0.22399999999970532,-0.1609999999991487,-0.7566666666662059,-0.9866666666666788,,,,,2422.52,0,0,2430.039560439562,0.15852996497733463,0,0,2432.93
34,20170607  21:00:00,10.35,-0.04999999999972715,3.5900000000001455,0.040000000000000924,0.23999999999999844,56.78995004859988,18.210049951400123,31.789950048599877,4.587829308081837,-0.11975000000165892,-0.5072500000001128,-0.26816666666582023,-0.3781666666664023,-1.5589999999997417,1.970047619046909,,,,2422.64,0,0,2430.9073626373624,0.12126805126357464,0,0,2432.99
35,20170608  15:30:00,10.3,2.4200000000000728,6.9900000000002365,0.05999999999999872,0.33999999999999986,54.413785463861274,20.586214536138726,29.413785463861274,3.6956043269310612,-0.23350000000118598,-0.19050000000015643,-0.1561666666657402,-0.2104999999996835,-2.0766666666668243,1.7661904761898768,,,,2421.5499999999997,0,0,2431.0610989010993,0.038762150734521855,0,0,2431.85
36,20170608  16:00:00,10.13,0.09999999999990905,5.9699999999998,0.14999999999999858,0.34999999999999964,54.24226628949054,20.757733710509463,29.242266289490537,3.4420766036828354,0.8764999999989413,-0.06149999999979627,-0.4018333333328883,-0.24183333333257906,-2.2496666666675083,1.3657619047617118,,,,2421.64,0,0,2431.039340659339,0.02915165080993254,0,0,2431.77
37,20170608  17:00:00,9.99,-2.6899999999996,3.169999999999618,0.129999999999999,0.35999999999999943,58.94575657224554,16.054243427754457,33.94575657224554,3.6656011901995953,1.1257499999987886,-0.1457500000001346,-0.10466666666570745,-0.17999999999938154,-2.2730000000010477,1.1330952380953931,,,,2424.48,0,0,2431.989999999998,0.14092017320652528,0,0,2434.47
38,20170608  18:00:00,9.92,-3.0399999999999636,4.869999999999891,0.040000000000000924,0.23000000000000043,63.7991272038911,11.200872796108897,38.7991272038911,5.272831833284727,1.2264999999983957,0.31850000000031287,0.11066666666738456,-0.29899999999861393,-2.1113333333350965,0.8666666666667879,,,,2427.8199999999997,0,0,2433.85868131868,0.23587421135977665,0,0,2437.74
39,20170608  19:00:00,9.97,1.9099999999998545,5.200000000000273,-0.040000000000000924,0.28999999999999915,59.361712811332104,15.638287188667896,34.361712811332104,5.5618764033520165,0.7487499999983811,0.8842500000000655,0.048666666667486425,0.07766666666793753,-1.907333333335373,0.5197142857145991,1.7315357142856556,,,2425.8500000000004,0,0,2434.772747252748,0.08051985291689598,0,0,2435.82
40,20170608  20:00:00,10.37,6.529999999999745,8.049999999999727,-0.40999999999999837,0.4900000000000002,47.324358668579784,27.675641331420216,22.324358668579784,4.839532677072384,0.4612499999989268,0.8167499999999563,0.26616666666723177,-0.12283333333243718,-1.825000000001637,0.13680952380991585,1.5398571428568175,,,2418.9300000000003,0,0,2434.3410989010986,-0.22528083204000832,0,0,2429.3
41,20170608  21:00:00,10.09,-4.5099999999997635,5.269999999999982,0.2900000000000009,0.33000000000000007,54.21047260280596,20.789527397194043,29.210472602805957,4.630670696084508,0.7577499999988504,0.29224999999996726,0.6690000000007785,0.22433333333401606,-1.773666666668305,-0.15109523809451275,1.1954285714282378,,,2423.7,0,0,2434.305054945053,-0.02264365048334541,0,0,2433.79
42,20170609  15:30:00,9.59,-4.680000000000291,5.680000000000291,0.25,0.35999999999999943,62.720072690495684,12.279927309504316,37.720072690495684,6.646111273010774,1.0677499999992506,0.30324999999947977,0.8163333333341143,0.2940000000007785,-1.102333333335082,-0.38099999999940337,1.0122499999997672,,,2431.48,0,0,2436.9812087912114,0.27713031805507504,0,0,2441.07
43,20170609  16:00:00,9.49,-3.5399999999999636,5.819999999999709,-0.0600000000000005,0.26000000000000156,66.04338169679468,8.956618303205317,41.04338169679468,9.16670356841496,0.8482499999990978,0.7307499999997162,0.5563333333343508,1.0000000000004547,-0.6070000000017899,-0.4683333333327937,0.8012499999999818,,,2435.1400000000003,0,0,2439.9538461538477,0.31288134436657816,0,0,2444.63
44,20170609  17:00:00,9.58,1.5599999999999454,3.180000000000291,-0.08000000000000007,0.22999999999999865,63.34442546707002,11.655574532929982,38.34442546707002,9.808537978314234,0.884249999999156,1.1347499999997126,0.5648333333342634,1.1968333333334158,0.01899999999841384,-0.46538095238020105,0.5242142857141516,1.6003888888890287,,2433.4700000000003,0,0,2441.993626373627,0.1267331346535047,0,0,2443.05
45,20170609  18:00:00,9.73,3.950000000000273,8.120000000000346,-0.14000000000000057,0.3800000000000008,57.03714137461241,17.96285862538759,32.03714137461241,9.182400772382607,2.263999999999669,0.9879999999993743,0.7753333333344017,1.160666666666657,0.5183333333320661,-0.4774761904764091,0.22864285714331345,1.455388888889047,,2429.35,0,0,2441.9026373626384,-0.11945595772288185,0,0,2439.08
46,20170609  19:00:00,10.73,10.240000000000236,11.180000000000291,-1.0099999999999998,1.0500000000000007,44.670029873772584,30.329970126227416,19.670029873772584,10.62456320047113,2.3857499999994616,0.16825000000017099,0.8280000000004293,0.7233333333333576,0.9079999999989923,-0.48961904761927144,-0.03796428571376964,1.133805555555682,,2418.1,0,0,2439.135054945056,-0.5382277624468772,0,0,2428.83
47,20170609  20:00:00,11.63,8.330000000000382,17.490000000000236,-0.8800000000000008,1.709999999999999,37.538063891599855,37.461936108400145,12.538063891599855,14.819526990887425,0.1859999999996944,-0.3499999999994543,0.37666666666655146,0.48266666666722813,0.7813333333310766,-0.5758095238093119,-0.3146071428564028,0.9090833333330011,,2408.8599999999997,0,0,2434.3840659340663,-0.7703008459054166,1,0,2420.49
48,20170609  21:00:00,10.73,-10.809999999999945,11.320000000000164,0.8099999999999987,0.8599999999999994,48.964565705730436,26.035434294269564,23.964565705730436,14.990727339351906,-2.7262500000001637,0.5452500000001237,-0.22733333333280825,0.5530000000003383,0.8843333333311421,-0.6007142857142753,-0.44253571428498617,0.6802499999998872,,2420.62,0,0,2433.156593406594,-0.12478935299592193,0,1,2431.35
49,20170612  15:30:00,12.2,4.019999999999982,9.75,-0.6600000000000001,0.870000000000001,41.77312523638888,33.22687476361112,16.77312523638888,16.786312177657237,-5.473000000000411,0.45000000000027285,-0.5724999999997635,0.2441666666668425,0.6679999999983011,-0.6706666666668752,-0.5187499999997272,0.3727500000004511,1.371599999999944,2409.6600000000003,0,0,2429.0713186813177,-0.4664428747571589,0,0,2421.86
50,20170612  16:00:00,11.83,-4.650000000000091,7.0300000000002,0.3800000000000008,0.6399999999999988,45.9862348522651,29.0137651477349,20.9862348522651,17.394664429155455,-6.164750000000822,-1.0902499999997417,0.0848333333337905,-0.335166666666737,0.6323333333320988,-0.6730000000002292,-0.5749999999998181,0.07433333333392511,1.2092666666662808,2414.71,0,0,2426.638461538461,-0.104318028193138,0,0,2426.54
51,20170612  17:00:00,11.81,1.0599999999999454,4.329999999999927,0.009999999999999787,0.22000000000000064,45.11487832670844,29.885121673291557,20.114878326708443,16.944749723549194,-4.448500000000877,-2.655499999999847,0.11383333333378687,-0.779166666666697,0.4703333333318369,-0.5821428571425713,-0.5926071428575597,-0.1682499999992615,0.9124000000001615,2413.57,0,0,2424.5213186813166,-0.05188719039741313,0,0,2425.38
52,20170612  18:00:00,12.12,4.589999999999691,5.150000000000091,-0.33999999999999986,0.3999999999999986,41.73750517421247,33.26249482578753,16.737505174212473,15.102791827060173,-1.6067500000008295,-3.4102499999999054,-1.2051666666661731,-0.5765000000001237,-0.06300000000101136,-0.47319047619066623,-0.656642857143197,-0.4064999999995962,0.7132000000001426,2408.6600000000003,0,0,2421.9645054945054,-0.1545501318300896,0,0,2420.78
53,20170612  19:00:00,12.12,-0.5599999999999454,4.710000000000036,0.02000000000000135,0.34999999999999964,42.183358127502544,32.816641872497456,17.183358127502544,11.656761508806994,-1.4002500000005966,-3.3017500000000837,-2.4986666666659403,-0.522666666666737,-0.7640000000014879,-0.40552380952385647,-0.7108928571428805,-0.5458055555550345,0.4853555555555431,2409.1,0,0,2419.7549450549423,-0.03074918819874173,0,0,2421.22
54,20170612  20:00:00,11.65,-4.429999999999836,5.5099999999997635,0.4800000000000004,0.4800000000000004,46.603814227819704,28.396185772180296,21.603814227819704,7.28079971058969,-0.24550000000090222,-1.9595000000003893,-2.953833333332568,-1.1298333333334085,-1.1850000000017644,-0.3206190476184929,-0.7492142857145154,-0.5967222222220698,0.22122222222242272,2413.99,0,0,2418.143186813188,0.2426186468337271,0,0,2425.64
55,20170612  21:00:00,11.42,-3.8299999999999272,5.5900000000001455,0.22000000000000064,0.33000000000000007,50.15109540938481,24.84890459061519,25.15109540938481,7.449342997924759,-0.7827500000012151,0.12375000000020009,-2.6516666666661877,-2.404666666666799,-1.0936666666684687,-0.21185714285684298,-0.7351428571428187,-0.6342222222224336,-0.037977777777086885,2418.04,0,0,2418.532967032967,0.4658159914883119,0,0,2429.46
56,20170613  15:30:00,10.68,-2.0599999999999454,4.130000000000109,0.09999999999999964,0.3199999999999985,55.74566055811261,19.25433944188739,30.74566055811261,9.676771729070879,0.7757499999984248,-0.006749999999556167,-1.343666666666195,-3.136000000000422,-0.9540000000019973,-0.27333333333308474,-0.6122499999996762,-0.6148611111111677,-0.22848888888847796,2425.53,0,0,2422.274065934068,0.7255956164301529,0,0,2436.21
57,20170613  16:00:00,10.91,4.0,5.089999999999691,-0.25,0.39000000000000057,52.03724021614617,22.962759783853834,27.037240216146166,9.886598985339333,1.769499999998061,0.11550000000033833,0.4011666666669953,-3.117500000000291,-1.6396666666687452,-0.17899999999917782,-0.4692500000005566,-0.6331944444441433,-0.41275555555512256,2421.32,0,0,2425.6641758241776,0.40933357724935837,0,0,2432.23
58,20170613  17:00:00,10.59,-4.700000000000273,6.230000000000018,0.34999999999999964,0.5899999999999999,55.75641580511835,19.24358419488165,30.75641580511835,11.129183967776498,3.61049999999841,0.85550000000012,0.283666666667159,-1.9296666666673445,-2.2593333333343253,-0.1795238095237437,-0.3468928571428478,-0.6313611111108912,-0.49868888888840956,2426.31,0,0,2430.519560439559,0.461070383512761,0,0,2436.9
59,20170613  18:00:00,10.39,-1.9500000000002728,3.0,0.21999999999999886,0.29999999999999893,57.23979383138932,17.76020616861068,32.23979383138932,12.8373671383888,4.567999999998392,0.8399999999996908,0.45250000000078217,-0.11983333333319024,-2.800000000002001,-0.07580952380931194,-0.22085714285685754,-0.624000000000251,-0.5117999999993117,2428.4500000000003,0,0,2435.433956043956,0.3411638139624236,0,0,2438.84
60,20170613  19:00:00,10.53,0.13000000000010914,2.9400000000000546,-0.10999999999999943,0.21999999999999886,57.165318034867916,17.834681965132084,32.165318034867916,13.603610631579613,4.181249999998272,1.8657499999999345,1.0571666666669444,0.5191666666673882,-3.084666666668909,-0.008666666666158562,-0.0909999999998945,-0.5830000000000837,-0.5225999999997839,2428.24,0,0,2438.5340659340663,0.13679206961065601,0,0,2438.77
61,20170613  20:00:00,10.46,0.15000000000009095,2.5900000000001455,0.05999999999999872,0.25,57.01694634412773,17.98305365587227,32.01694634412773,12.123305175558926,2.4897499999983665,2.717250000000149,0.9848333333334267,1.2635000000004766,-2.8030000000021573,0.27566666666689343,-0.13649999999961437,-0.4681666666665478,-0.49933333333365226,2428.18,0,0,2439.802967032966,0.00434398131472972,0,0,2438.64
62,20170613  21:00:00,10.48,-1.6899999999995998,3.619999999999891,-0.040000000000000924,0.34999999999999964,58.429176457608065,16.570823542391935,33.429176457608065,9.430431957416658,2.2652499999981046,2.5957499999999527,1.7888333333339688,1.0881666666668934,-1.7923333333351366,0.2694761904758707,-0.027142857142280263,-0.3188888888889778,-0.49651111111097634,2429.74,0,0,2442.834395604393,0.01708997414305758,0,0,2440.22
63,20170614  15:30:00,10.42,2.699999999999818,5.110000000000127,0.07000000000000028,0.2900000000000009,59.18776155405823,15.812238445941773,34.18776155405823,7.185362348963281,1.6464999999980137,2.061500000000251,2.4660000000003492,1.7473333333332448,-1.4163333333353876,0.3321428571434808,-0.01464285714291691,-0.2000555555550818,-0.48544444444451074,2430.63,0,0,2444.14197802198,-0.07309951063652985,0,0,2441.05
64,20170614  16:00:00,10.7,4.539999999999964,6.599999999999909,-0.4499999999999993,0.6099999999999994,53.50022479351551,21.499775206484493,28.500224793515507,4.943233307896662,1.1467499999976098,1.0132500000004256,2.243000000000393,2.082333333333736,-0.5553333333355113,0.29342857142864887,0.06332142857172585,-0.09652777777728261,-0.4842222222227974,2425.86,0,0,2444.356923076923,-0.3111755106371245,0,0,2436.56
65,20170614  17:00:00,10.71,-1.8899999999998727,3.0599999999999454,0.049999999999998934,0.2599999999999998,55.51000724524816,19.48999275475184,30.51000724524816,4.843222065965165,0.31049999999777356,0.893500000000131,1.7073333333341907,2.725333333333765,0.0209999999979118,0.29661904761906044,0.11646428571430079,0.01547222222234268,-0.44862222222218406,2427.81,0,0,2444.5975824175825,-0.23936334649390145,0,0,2438.52
66,20170614  18:00:00,10.69,0.0500000000001819,3.449999999999818,0.040000000000000924,0.34999999999999964,55.431024728876274,19.568975271123726,30.431024728876274,2.6464026315320552,0.07949999999800639,0.8634999999999309,0.8640000000004875,2.9216666666675337,0.669999999997799,0.2056190476187112,0.3579642857143881,-0.02669444444381952,-0.34715555555567335,2427.77,0,0,2443.5791208791215,-0.2516991222977825,0,0,2438.46
67,20170614  19:00:00,11.0,-0.30999999999994543,2.6700000000000728,-0.33000000000000007,0.4399999999999995,55.82587200352576,19.17412799647424,30.82587200352576,2.3351252333313823,-0.19875000000183718,0.20175000000017462,0.7428333333336923,2.498833333334005,1.727333333331444,0.12942857142843422,0.34207142857121653,0.06227777777849042,-0.21817777777823721,2427.81,0,0,2442.155164835165,-0.19555114498963025,0,0,2438.81
68,20170614  20:00:00,10.92,6.110000000000127,11.809999999999945,-0.8300000000000001,1.1300000000000008,47.866565374924726,27.133434625075274,22.866565374924726,4.526111892693734,-1.1092500000017935,-0.13675000000012005,0.6155000000003383,1.4411666666678684,2.6609999999973297,-0.03195238095258901,0.3622857142859175,0.047333333333881455,-0.1319333333335635,2421.79,0,0,2439.185604395606,-0.38825691657308464,0,0,2432.71
69,20170614  21:00:00,10.54,-5.2400000000002365,11.039999999999964,0.46000000000000085,0.879999999999999,53.93118169394203,21.06881830605797,28.93118169394203,4.509145711434485,-0.7457500000014079,-0.13425000000006548,0.049666666667235404,1.0970000000006621,3.410333333330982,-0.10271428571468277,0.3312142857143954,0.11827777777807569,-0.036577777777438314,2427.4,0,0,2438.148901098903,-0.05109249594353527,0,0,2437.94
70,20170615  15:30:00,11.23,-0.5599999999999454,5.7400000000002365,0.379999999999999,0.4299999999999997,40.94551367487206,34.05448632512794,15.94551367487206,9.509194510102589,-1.569750000001477,-0.6672499999999673,-0.34066666666649326,0.3976666666676465,3.246333333331222,-0.05176190476231568,0.28067857142877983,0.12408333333360133,0.03166666666675155,2413.47,0,0,2434.236593406592,-0.554662477787075,0,0,2424.7
71,20170615  16:00:00,11.45,0.42000000000007276,8.299999999999727,-0.1999999999999993,0.7599999999999998,40.603570656994115,34.396429343005885,15.603570656994115,11.786794870189624,-2.3102500000013606,-1.3277499999999236,-0.563499999999749,-0.02049999999871943,2.7676666666638994,-0.1548095238094902,0.14639285714292782,0.2949722222224409,-0.03862222222232958,2412.82,0,0,2429.881098901098,-0.411117301562614,0,0,2424.27
72,20170615  17:00:00,11.24,-2.0599999999999454,5.75,0.17999999999999972,0.5400000000000009,43.09122023714082,31.908779762859183,18.091220237140817,11.929335559788797,-3.5252500000010514,-1.2167500000000473,-0.9153333333329101,-0.6633333333320479,2.8666666666640594,-0.4134285714289945,0.03267857142873254,0.24319444444427063,0.011155555556342733,2415.1200000000003,0,0,2427.2062637362637,-0.1451185686006181,0,0,2426.36
73,20170615  18:00:00,11.13,-2.349999999999909,3.7399999999997817,0.09999999999999964,0.28999999999999915,45.87138865740372,29.12861134259628,20.87138865740372,11.947773179115757,-3.0967500000015207,-1.2082500000001346,-1.3213333333328592,-0.944333333331997,2.8523333333309893,-0.6859523809525854,-0.1197142857149629,0.2502222222228738,-0.010822222222031996,2417.6099999999997,0,0,2425.899999999999,0.06314946283818135,0,0,2428.74
74,20170615  19:00:00,11.36,0.5500000000001819,3.8400000000001455,-0.1999999999999993,0.35999999999999943,45.34018782955475,29.65981217044525,20.34018782955475,11.29364816544421,-3.7615000000014334,-1.6544999999996435,-1.1554999999998472,-1.236499999998614,2.6383333333305927,-0.963190476190448,-0.2176428571433462,0.19361111111129503,0.029488888888863585,2416.85,0,0,2424.7629670329666,0.09513180490982472,0,0,2428.21
75,20170615  20:00:00,10.99,-2.880000000000109,4.9900000000002365,0.379999999999999,0.5499999999999989,48.73014402718277,26.269855972817233,23.730144027182767,10.047929581635799,-1.5237500000016553,-1.8782499999997526,-1.0696666666667625,-1.5556666666652745,2.3903333333305454,-1.280999999999949,-0.1477500000000873,0.16908333333321934,0.05046666666703459,2420.03,0,0,2424.754065934067,0.25738303128042594,0,0,2431.02
76,20170615  21:00:00,11.03,-1.2899999999999636,4.819999999999709,-0.05999999999999872,0.4499999999999993,50.28978239529239,24.71021760470761,25.28978239529239,8.282204632571847,0.13649999999825013,-1.3125,-1.3299999999994725,-1.4873333333325718,1.853333333331193,-1.1225714285715185,-0.2034285714289581,0.07511111111125501,0.22308888888892398,2421.31,0,0,2425.651318681319,0.31187802963126404,0,0,2432.34
77,20170616  15:30:00,11.08,2.7299999999995634,7.7400000000002365,-0.3200000000000003,0.5800000000000001,45.92446849814314,29.075531501856858,20.924468498143142,7.994217044866673,1.745249999997668,-1.4612499999993815,-1.5258333333326846,-1.540833333333012,0.8053333333318733,-0.49638095238151436,-0.41328571428584837,-0.016777777777861047,0.1825777777780786,2417.4300000000003,0,0,2425.86,0.11771338469601493,0,0,2428.51
78,20170616  16:00:00,11.23,3.619999999999891,6.079999999999927,-0.25,0.4800000000000004,42.15841097182547,32.84158902817453,17.158410971825468,5.3840422640828365,0.9484999999981483,-0.6564999999995962,-1.1776666666660276,-1.5949999999993452,-0.05800000000181171,-0.14790476190546542,-0.656178571428427,-0.1594722222225755,0.1814222222224089,2413.62,0,0,2424.646923076923,-0.04165206095223285,0,0,2424.85
