Local time,Open,High,Low,Close,Volume
28.02.2017 00:00:00.000 GMT+0100,1.24399,1.24420,1.24304,1.24373,2067.8401
28.02.2017 01:00:00.000 GMT+0100,1.24373,1.24419,1.24216,1.24287,4763.2598
28.02.2017 02:00:00.000 GMT+0100,1.24286,1.24355,1.24256,1.24342,4329.6699
28.02.2017 03:00:00.000 GMT+0100,1.24342,1.24356,1.24284,1.24325,3550.95
28.02.2017 04:00:00.000 GMT+0100,1.24326,1.24344,1.24243,1.24300,3024.28
28.02.2017 05:00:00.000 GMT+0100,1.24300,1.24340,1.24258,1.24321,2395.95
28.02.2017 06:00:00.000 GMT+0100,1.24320,1.24441,1.24307,1.24406,2767.8501
28.02.2017 07:00:00.000 GMT+0100,1.24407,1.24504,1.24355,1.24356,3739.27
28.02.2017 08:00:00.000 GMT+0100,1.24353,1.24356,1.24157,1.24295,7098.3398
28.02.2017 09:00:00.000 GMT+0100,1.24295,1.24355,1.24119,1.24332,7829.5601
28.02.2017 10:00:00.000 GMT+0100,1.24333,1.24440,1.24163,1.24174,6775.8301
28.02.2017 11:00:00.000 GMT+0100,1.24176,1.24431,1.24146,1.24353,7206.3101
28.02.2017 12:00:00.000 GMT+0100,1.24359,1.24424,1.24233,1.24423,6287.0898
28.02.2017 13:00:00.000 GMT+0100,1.24421,1.24424,1.24089,1.24132,7403.3501
28.02.2017 14:00:00.000 GMT+0100,1.24133,1.24364,1.24058,1.24203,9165
28.02.2017 15:00:00.000 GMT+0100,1.24203,1.24392,1.24168,1.24358,7134.2798
28.02.2017 16:00:00.000 GMT+0100,1.24363,1.24703,1.24042,1.24454,14803.0303
28.02.2017 17:00:00.000 GMT+0100,1.24458,1.24494,1.24207,1.24252,11846.04
28.02.2017 18:00:00.000 GMT+0100,1.24253,1.24335,1.24118,1.24159,8305.5996
28.02.2017 19:00:00.000 GMT+0100,1.24160,1.24191,1.24099,1.24119,5689.2798
28.02.2017 20:00:00.000 GMT+0100,1.24119,1.24152,1.24023,1.24024,6039.6001
28.02.2017 21:00:00.000 GMT+0100,1.24024,1.24104,1.23981,1.24092,5829.1201
28.02.2017 22:00:00.000 GMT+0100,1.24095,1.24097,1.23748,1.23800,6110.5098
28.02.2017 23:00:00.000 GMT+0100,1.23800,1.23866,1.23717,1.23759,1455.91
01.03.2017 00:00:00.000 GMT+0100,1.23759,1.23862,1.23727,1.23781,3462.8999
01.03.2017 01:00:00.000 GMT+0100,1.23781,1.23792,1.23703,1.23751,4557.7402
01.03.2017 02:00:00.000 GMT+0100,1.23751,1.23896,1.23630,1.23878,6571.3398
01.03.2017 03:00:00.000 GMT+0100,1.23880,1.24043,1.23807,1.23829,8690.6602
01.03.2017 04:00:00.000 GMT+0100,1.23829,1.23834,1.23625,1.23710,6307.3198
01.03.2017 05:00:00.000 GMT+0100,1.23711,1.23735,1.23653,1.23657,3903.7
01.03.2017 06:00:00.000 GMT+0100,1.23656,1.23776,1.23652,1.23720,3414.47
01.03.2017 07:00:00.000 GMT+0100,1.23720,1.23778,1.23639,1.23707,4155.9702
01.03.2017 08:00:00.000 GMT+0100,1.23706,1.23736,1.23501,1.23707,8480.8096
