,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507426,Stock,13681,WDC,-100.0,48.388879
1,DU1507426,Stock,5407,CAH,-180.0,54.52319665
2,DU1507426,Stock,13805,WMB,429.0,22.940338
3,DU1507426,Stock,267748,CMCSA,223.0,44.135
4,DU1507426,Stock,5516,CCL,-331.0,44.94395045
5,DU1507426,Stock,275850,VRTX,-71.0,212.4813972
6,DU1507426,Stock,180350774,IRM,-299.0,33.1008846
7,DU1507426,Stock,233674866,CHTR,21.0,463.01761905
8,DU1507426,Stock,39118796,HES,-165.0,60.4325691
9,DU1507426,Stock,3691937,AMZN,8.0,1756.165
10,DU1507426,Stock,129348126,NWSA,-768.0,12.82503205
11,DU1507426,Stock,9282,LUV,259.0,57.125
12,DU1507426,Stock,5100583,FDX,64.0,154.195625
13,DU1507426,Stock,13515,VMC,-103.0,143.4572029
14,DU1507426,Stock,13535,VNO,-229.0,64.3660812
15,DU1507426,Stock,105669270,PSX,-125.0,118.489428
16,DU1507426,Stock,271568,MCHP,-107.0,95.71855325
17,DU1507426,Stock,13878278,CNC,-252.0,59.553648
18,DU1507426,Stock,137780444,TWTR,473.0,31.085
19,DU1507426,Stock,375796353,XRX,264.0,37.065
20,DU1507426,Stock,44475946,M,-638.0,15.44456115
21,DU1507426,Stock,9358,MAR,110.0,135.9590909
22,DU1507426,Stock,9360,MAS,326.0,45.6965951
23,DU1507426,Stock,13497,VLO,105.0,93.4095238
24,DU1507426,Stock,272207,MXIM,-178.0,56.0831017
25,DU1507426,Stock,5980,CPB,-207.0,47.7342309
26,DU1507426,Stock,276329,ZION,591.0,50.16982235
27,DU1507426,Stock,95703740,XYL,-130.0,75.82061925
28,DU1507426,Stock,338719530,LIN,-49.0,204.1752449
29,DU1507426,Stock,5941,COF,-97.0,101.9974598
30,DU1507426,Stock,6477749,FLS,-210.0,47.2939019
31,DU1507426,Stock,105316759,AON,-48.0,205.0748021
32,DU1507426,Stock,4728759,CTSH,156.0,62.88641025
33,DU1507426,Stock,6608432,PWR,-242.0,40.80230085
34,DU1507426,Stock,346403540,CI,75.0,198.63333335
35,DU1507426,Stock,2586156,KMX,-150.0,99.72115
36,DU1507426,Stock,9769,MO,-297.0,49.6456377
37,DU1507426,Stock,6608473,SLG,-111.0,88.40904145
38,DU1507426,Stock,318911976,JEF,-465.0,21.18444235
39,DU1507426,Stock,276222,XLNX,-107.0,91.84863365
40,DU1507426,Stock,13977,XOM,-142.0,69.95139085
41,DU1507426,Stock,5800,CMA,410.0,69.64036585
42,DU1507426,Stock,80986742,GM,408.0,35.925
43,DU1507426,Stock,29380756,NDAQ,-143.0,104.59673635
44,DU1507426,Stock,69293559,VRSK,-67.0,145.8019373
45,DU1507426,Stock,3142097,PXD,-74.0,133.32360675
46,DU1507426,Stock,167955370,CFG,252.0,38.9570635
47,DU1507426,Stock,53855095,DISCK,-329.0,29.97818145
48,DU1507426,Stock,53855036,DISCA,306.0,32.145
49,DU1507426,Stock,8251,HUM,-45.0,334.44073555
50,DU1507426,Stock,4457287,IT,-62.0,157.44049195
51,DU1507426,Stock,13096,TXN,-84.0,119.6155
52,DU1507426,Stock,271308,LRCX,37.0,257.02702705
53,DU1507426,Stock,275405,TSN,-164.0,89.90192255
54,DU1507426,Stock,6231002,UPS,-84.0,117.1655512
55,DU1507426,Stock,16454492,WYNN,82.0,120.6421951
56,DU1507426,Stock,47550606,IVZ,-590.0,16.7345344
57,DU1507426,Stock,36786278,UAA,771.0,19.14332685
58,DU1507426,Stock,8809,KEY,-502.0,19.6144749
59,DU1507426,Stock,8758,K,148.0,66.67675675
60,DU1507426,Stock,8908,KR,353.0,27.755
61,DU1507426,Stock,2585323,MTB,88.0,166.00272725
62,DU1507426,Stock,94078796,FBHS,-154.0,64.08206105
63,DU1507426,Stock,4817,BBY,-120.0,81.8798525
64,DU1507426,Stock,4762,BA,-28.0,350.4669107
65,DU1507426,Stock,209411798,HPE,-927.0,15.90455165
66,DU1507426,Stock,8864,KMB,-72.0,136.6931625
67,DU1507426,Stock,8894,KO,-282.0,53.13378085
68,DU1507426,Stock,4726021,SWKS,153.0,97.64653595
69,DU1507426,Stock,7496,GD,-55.0,178.50800365
70,DU1507426,Stock,273733,REGN,-86.0,346.1829465
71,DU1507426,Stock,265598,AAPL,-36.0,270.1365111
72,DU1507426,Stock,4726176,ALXN,129.0,113.91775195
73,DU1507426,Stock,11656,RJF,166.0,89.1560241
74,DU1507426,Stock,89495776,MPC,163.0,60.15613495
75,DU1507426,Stock,11697,ROK,50.0,198.43
76,DU1507426,Stock,45182651,CXO,-138.0,72.28302245
77,DU1507426,Stock,269315,FISV,-128.0,116.0396664
78,DU1507426,Stock,11295,PPG,-77.0,128.90422595
79,DU1507426,Stock,273544,QCOM,-116.0,85.0295
80,DU1507426,Stock,12120,SHW,-25.0,585.57776
81,DU1507426,Stock,270188,HOLX,-189.0,52.1235111
82,DU1507426,Stock,79498203,UAL,107.0,91.8193458
83,DU1507426,Stock,40369429,HBI,-22.0,14.82457275
84,DU1507426,Stock,8153,HRL,-216.0,45.3339426
85,DU1507426,Stock,12200,SLB,-272.0,36.3041294
86,DU1507426,Stock,7745,GPC,-141.0,105.0006149
87,DU1507426,Stock,173962302,ANTM,34.0,288.02941175
88,DU1507426,Stock,5021340,BXP,-71.0,139.57290705
89,DU1507426,Stock,7935,HOG,-400.0,36.89411725
90,DU1507426,Stock,26734397,BIIB,-33.0,299.8633697
91,DU1507426,Stock,6248713,FFIV,71.0,138.2940845
92,DU1507426,Stock,268627,DHI,-273.0,54.71374835
93,DU1507426,Stock,10497,NSC,-53.0,188.2471151
94,DU1507426,Stock,125980227,TMUS,126.0,77.8079365
95,DU1507426,Stock,661507,LH,-58.0,171.47908965
96,DU1507426,Stock,6150,CSX,-139.0,71.2712115
97,DU1507426,Stock,9869443,ILMN,30.0,326.50333335
