,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
0,2019-12-03,XYL,0,1,1,0,75.54000091552734
1,2019-12-03,FTI,1,0,0,1,18.559999465942383
3,2019-12-03,CPB,0,1,0,0,47.58000183105469
31,2019-12-03,RJF,1,0,0,1,88.0
35,2019-12-03,IVZ,0,1,1,0,16.690000534057617
39,2019-12-03,NWS,0,1,1,0,12.90999984741211
48,2019-12-03,PRU,1,0,0,1,90.37999725341797
52,2019-12-03,MCHP,0,1,1,0,91.87000274658203
66,2019-12-03,PBCT,1,0,0,1,16.149999618530273
68,2019-12-03,TXN,0,1,0,0,117.75
69,2019-12-03,MRO,1,0,0,1,11.760000228881836
102,2019-12-03,PNR,1,0,0,1,43.619998931884766
115,2019-12-03,CNC,0,1,1,0,60.06999969482422
121,2019-12-03,HES,0,1,1,0,59.790000915527344
126,2019-12-03,CHTR,1,0,0,1,469.8599853515625
135,2019-12-03,LOW,1,0,0,1,114.55000305175781
138,2019-12-03,PWR,0,1,1,0,40.63999938964844
147,2019-12-03,CTSH,1,0,0,1,62.75
186,2019-12-03,ALK,1,0,0,1,66.61000061035156
228,2019-12-03,DAL,0,1,1,0,55.619998931884766
232,2019-12-03,PXD,0,1,1,0,123.48999786376953
236,2019-12-03,NSC,0,1,1,0,186.2100067138672
237,2019-12-03,WYNN,0,1,0,0,116.5999984741211
246,2019-12-03,COG,1,0,0,1,15.710000038146973
249,2019-12-03,CXO,0,1,1,0,71.06999969482422
255,2019-12-03,EOG,1,0,0,1,68.77999877929688
263,2019-12-03,CI,1,0,0,1,195.3300018310547
275,2019-12-03,UPS,0,1,0,0,116.93000030517578
289,2019-12-03,FAST,1,0,0,1,34.90999984741211
299,2019-12-03,APA,1,0,0,1,18.3799991607666
303,2019-12-03,CHRW,1,0,0,1,76.0199966430664
327,2019-12-03,IPG,1,0,0,1,22.280000686645508
328,2019-12-03,PPG,0,1,1,0,127.95999908447266
334,2019-12-03,RCL,0,1,0,0,118.8499984741211
