,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Open.S Price
2,2019-12-03,CXO,0,1,1,0,71.06999969482422,
2,2019-12-03,MCHP,0,1,1,0,91.87000274658205,
2,2019-12-03,LIN,0,1,1,0,202.0399932861328,
2,2019-12-03,TXN,0,1,1,0,117.75,
2,2019-12-03,TSN,0,1,1,0,88.94999694824219,
2,2019-12-03,UPS,0,1,1,0,116.93000030517578,
2,2019-12-03,MXIM,0,1,1,0,55.209999084472656,
2,2019-12-03,CNC,0,1,1,0,60.06999969482422,
2,2019-12-03,NSC,0,1,1,0,186.2100067138672,
2,2019-12-03,RCL,0,1,1,0,118.8499984741211,
2,2019-12-03,NWS,0,1,1,0,12.90999984741211,
2,2019-12-03,IVZ,0,1,1,0,16.690000534057614,
2,2019-12-03,PPG,0,1,1,0,127.95999908447266,
2,2019-12-03,WYNN,0,1,0,0,116.5999984741211,
2,2019-12-03,DAL,0,1,1,0,55.61999893188477,
2,2019-12-03,PWR,0,1,1,0,40.63999938964844,
2,2019-12-03,XYL,0,1,1,0,75.54000091552734,
2,2019-12-03,HES,0,1,1,0,59.790000915527344,
