,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
31,2019-12-02,RJF,1,0,0,1,88.26000213623047
44,2019-12-02,CBOE,0,1,1,0,119.27999877929688
47,2019-12-02,DISCA,0,0,0,1,32.7400016784668
66,2019-12-02,PBCT,1,0,0,1,16.309999465942383
67,2019-12-02,RTN,0,1,1,0,214.05999755859375
85,2019-12-02,MXIM,0,0,0,1,56.459999084472656
86,2019-12-02,KR,1,0,0,1,27.739999771118164
115,2019-12-02,CNC,0,1,1,0,60.18000030517578
121,2019-12-02,HES,0,1,1,0,61.189998626708984
138,2019-12-02,PWR,0,0,0,1,41.36000061035156
154,2019-12-02,WU,0,0,0,1,26.90999984741211
168,2019-12-02,EBAY,1,0,0,1,34.900001525878906
170,2019-12-02,PSX,0,1,1,0,114.33000183105469
172,2019-12-02,NWSA,0,1,1,0,12.880000114440918
185,2019-12-02,TSN,0,0,0,1,89.58000183105469
230,2019-12-02,LRCX,1,0,0,1,262.94000244140625
232,2019-12-02,PXD,1,0,0,1,126.77999877929688
236,2019-12-02,NSC,0,1,1,0,190.07000732421875
237,2019-12-02,WYNN,1,0,0,1,119.38999938964844
238,2019-12-02,LH,0,1,1,0,172.60000610351562
241,2019-12-02,GM,0,0,0,1,35.49915313720703
244,2019-12-02,NFLX,1,0,0,1,309.989990234375
246,2019-12-02,COG,1,0,0,1,16.0
260,2019-12-02,UAL,1,0,0,1,91.62999725341797
263,2019-12-02,CI,1,0,0,1,196.94000244140625
274,2019-12-02,BWA,0,1,1,0,42.470001220703125
282,2019-12-02,FBHS,1,0,0,1,62.43000030517578
286,2019-12-02,VLO,0,1,1,0,95.5999984741211
292,2019-12-02,EFX,0,1,1,0,138.22999572753906
315,2019-12-02,WDC,0,1,1,0,48.5
332,2019-12-02,JWN,1,0,0,1,37.540000915527344
333,2019-12-02,VRSK,0,1,1,0,146.11000061035156
