,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Open.S Price
0,2019-11-29,AMCR,0,1,0,0,10.260000228881836,
0,2019-11-29,OKE,0,1,0,0,71.05000305175781,
0,2019-11-29,MXIM,0,1,0,0,56.66999816894531,
0,2019-11-29,NSC,0,1,1,0,193.5,
0,2019-11-29,MAS,0,1,1,0,46.54999923706055,
0,2019-11-29,PKI,0,1,0,0,92.9000015258789,
0,2019-11-29,IPG,0,1,0,0,22.399999618530273,
0,2019-11-29,DISCA,0,1,1,0,32.939998626708984,
0,2019-11-29,CCL,0,1,1,0,45.08000183105469,
0,2019-11-29,RCL,0,1,1,0,120.0199966430664,
0,2019-11-29,IVZ,0,1,1,0,17.559999465942386,
0,2019-11-29,PRU,0,1,0,0,93.62000274658205,
0,2019-11-29,XYL,0,1,0,0,77.51000213623047,
0,2019-11-29,XLNX,0,1,1,0,92.77999877929688,
0,2019-11-29,NWS,0,1,0,0,13.170000076293945,
0,2019-11-29,UTX,0,1,1,0,148.33999633789062,
0,2019-11-29,TXN,0,1,1,0,120.20999908447266,
0,2019-11-29,LIN,0,1,1,0,205.3350067138672,
0,2019-11-29,MET,0,1,1,0,49.90999984741211,
0,2019-11-29,MCHP,0,1,1,0,94.54000091552734,
0,2019-11-29,CXO,0,1,1,0,72.55999755859375,
0,2019-11-29,BA,0,1,1,0,366.17999267578125,
0,2019-11-29,WDC,0,1,1,0,50.33000183105469,
0,2019-11-29,APA,0,1,1,0,22.280000686645508,
0,2019-11-29,WYNN,0,1,0,0,120.8499984741211,
0,2019-11-29,DAL,0,1,1,0,57.31000137329102,
0,2019-11-29,MMM,0,1,0,0,169.77000427246094,
0,2019-11-29,ORCL,0,1,1,0,56.13999938964844,
