,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Open.S Price
0,2019-12-02,MCHP,0,1,1,0,94.20999908447266,
0,2019-12-02,XYL,0,1,0,0,76.55000305175781,
0,2019-12-02,CNC,0,1,0,0,60.18000030517578,
0,2019-12-02,TXN,0,1,1,0,118.79000091552734,
0,2019-12-02,IVZ,0,1,1,0,17.290000915527347,
0,2019-12-02,PNR,0,1,1,0,43.790000915527344,
0,2019-12-02,DAL,0,1,1,0,56.75,
0,2019-12-02,NSC,0,1,1,0,190.07000732421875,
0,2019-12-02,HES,0,1,1,0,61.18999862670898,
0,2019-12-02,MET,0,1,1,0,49.349998474121094,
0,2019-12-02,MXIM,0,1,0,0,56.459999084472656,
0,2019-12-02,CXO,0,1,1,0,73.5199966430664,
0,2019-12-02,DISCA,0,1,1,0,32.740001678466804,
0,2019-12-02,CCL,0,1,1,0,44.4900016784668,
0,2019-12-02,MMM,0,1,1,0,168.27000427246094,
0,2019-12-02,ALK,0,1,1,0,68.11000061035156,
0,2019-12-02,ORCL,0,1,1,0,55.43000030517578,
0,2019-12-02,WDC,0,1,1,0,48.5,
