,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
1,2019-12-02,WYNN,1,0,0,1,119.38999938964844
9,2019-12-02,NFLX,1,0,0,1,309.989990234375
13,2019-12-02,AMZN,0,0,0,1,1781.5999755859375
60,2019-12-02,PPG,0,1,0,0,128.5
76,2019-12-02,AAP,0,0,0,1,156.5500030517578
87,2019-12-02,LH,0,1,1,0,172.60000610351562
90,2019-12-02,BWA,0,1,1,0,42.47000122070313
95,2019-12-02,VRSK,0,1,1,0,146.11000061035156
111,2019-12-02,HCA,0,0,0,1,138.49000549316406
120,2019-12-02,CVX,0,0,0,1,116.8000030517578
130,2019-12-02,PSX,0,1,1,0,114.33000183105469
138,2019-12-02,HES,0,1,1,0,61.18999862670898
148,2019-12-02,RJF,1,0,0,1,88.26000213623047
151,2019-12-02,CI,1,0,0,1,196.94000244140625
165,2019-12-02,PBCT,1,0,0,1,16.309999465942386
168,2019-12-02,WDC,0,1,1,0,48.5
170,2019-12-02,KR,1,0,0,1,27.739999771118164
192,2019-12-02,HRL,0,1,1,0,45.43000030517578
196,2019-12-02,UAL,1,0,0,1,91.62999725341795
204,2019-12-02,DISCA,0,1,0,0,32.740001678466804
239,2019-12-02,CNC,0,1,1,0,60.18000030517578
243,2019-12-02,FBHS,1,0,0,1,62.43000030517578
263,2019-12-02,LRCX,1,0,0,1,262.94000244140625
272,2019-12-02,NWSA,0,1,1,0,12.880000114440918
275,2019-12-02,EFX,1,0,0,1,138.22999572753906
292,2019-12-02,CAH,0,1,1,0,54.63999938964844
301,2019-12-02,JWN,1,0,0,1,37.540000915527344
307,2019-12-02,ANTM,1,0,0,1,287.42999267578125
318,2019-12-02,DE,1,0,0,1,165.2899932861328
323,2019-12-02,TMUS,1,0,0,1,77.63999938964844
