,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
4,2019-12-02,NFLX,1,0,0,1,309.989990234375
8,2019-12-02,PBCT,1,0,0,1,16.309999465942383
28,2019-12-02,UAL,1,0,0,1,91.62999725341797
43,2019-12-02,CI,1,0,0,1,196.94000244140625
47,2019-12-02,WYNN,1,0,0,1,119.38999938964844
66,2019-12-02,NWSA,0,1,1,0,12.880000114440918
72,2019-12-02,RJF,1,0,0,1,88.26000213623047
81,2019-12-02,LRCX,1,0,0,1,262.94000244140625
86,2019-12-02,TMUS,1,0,0,1,77.63999938964844
93,2019-12-02,PPG,0,1,0,0,128.5
96,2019-12-02,FBHS,1,0,0,1,62.43000030517578
124,2019-12-02,AAP,0,0,0,1,156.5500030517578
131,2019-12-02,WDC,0,1,1,0,48.5
134,2019-12-02,ANTM,1,0,0,1,287.42999267578125
141,2019-12-02,VRSK,0,1,1,0,146.11000061035156
142,2019-12-02,BWA,0,1,1,0,42.470001220703125
143,2019-12-02,DISCA,0,1,0,0,32.7400016784668
154,2019-12-02,HES,0,1,1,0,61.189998626708984
169,2019-12-02,EFX,1,0,0,1,138.22999572753906
200,2019-12-02,CVX,0,0,0,1,116.80000305175781
208,2019-12-02,KR,1,0,0,1,27.739999771118164
216,2019-12-02,CNC,0,1,1,0,60.18000030517578
233,2019-12-02,HRL,0,1,1,0,45.43000030517578
245,2019-12-02,CAH,0,1,1,0,54.63999938964844
254,2019-12-02,JWN,1,0,0,1,37.540000915527344
269,2019-12-02,AMZN,0,0,0,1,1781.5999755859375
318,2019-12-02,DE,1,0,0,1,165.2899932861328
321,2019-12-02,PSX,0,1,1,0,114.33000183105469
330,2019-12-02,LH,0,1,1,0,172.60000610351562
430,2019-12-02,PPG,0,0,0,1,128.5
461,2019-12-02,AAP,0,1,0,0,156.5500030517578
480,2019-12-02,DISCA,0,0,0,1,32.7400016784668
537,2019-12-02,CVX,0,1,0,0,116.80000305175781
606,2019-12-02,AMZN,0,1,0,0,1781.5999755859375
