,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2020-03-30,RF,0,1,1,0,9.5,Traité,NA,NA,NA
1,2020-03-30,NTAP,0,1,1,0,40.72000122070313,Traité,NA,NA,NA
2,2020-03-30,BDX,0,1,1,0,222.8699951171875,Traité,Open Short,31-03-2020 11:02:39,222.42
3,2020-03-30,MS,0,1,1,0,34.84000015258789,Traité,Open Short,31-03-2020 11:02:39,34.77
4,2020-03-30,HBAN,0,1,1,0,8.380000114440918,Traité,NA,NA,NA
5,2020-03-30,ZION,0,1,0,0,27.520000457763672,Traité,NA,NA,NA
6,2020-03-30,EBAY,0,0,0,1,31.190000534057607,Traité,NA,NA,NA
7,2020-03-30,AGN,0,1,1,0,176.30999755859375,Traité,NA,NA,NA
8,2020-03-30,WAT,1,0,0,1,188.13999938964844,Traité,NA,NA,NA
9,2020-03-30,DTE,0,1,1,0,99.43000030517578,Traité,Open Short,31-03-2020 11:02:40,99.23
