"Date","Time","OpenBid","HighBid","LowBid","CloseBid","OpenAsk","HighAsk","LowAsk","CloseAsk","Total Ticks"
12-01-2019,19:00:00,1.10148,1.10232,1.10148,1.1023,1.10211,1.10267,1.10211,1.10253,67
12-01-2019,20:00:00,1.1023,1.10232,1.10218,1.1023,1.10253,1.10261,1.10246,1.10253,42
12-01-2019,21:00:00,1.1023,1.10244,1.10228,1.10229,1.10253,1.1026,1.10249,1.10255,45
12-01-2019,22:00:00,1.10229,1.10259,1.10199,1.10204,1.10255,1.10285,1.10215,1.10218,1576
12-01-2019,23:00:00,1.10204,1.10208,1.10164,1.10178,1.10218,1.10221,1.10176,1.10189,3024
12-02-2019,00:00:00,1.10178,1.1019,1.10146,1.10189,1.10189,1.10202,1.10158,1.10201,3665
12-02-2019,01:00:00,1.10189,1.10202,1.10171,1.10182,1.10201,1.10214,1.10183,1.10195,2683
12-02-2019,02:00:00,1.10182,1.10206,1.10162,1.10162,1.10195,1.10219,1.10173,1.10174,2275
12-02-2019,03:00:00,1.10162,1.10183,1.10161,1.10174,1.10174,1.10195,1.10173,1.10185,1785
12-02-2019,04:00:00,1.10174,1.10201,1.10173,1.1018,1.10185,1.10213,1.10184,1.10193,1269
12-02-2019,05:00:00,1.1018,1.10199,1.10176,1.10185,1.10193,1.10211,1.10188,1.10197,1476
12-02-2019,06:00:00,1.10185,1.10186,1.10157,1.10161,1.10197,1.10198,1.10169,1.10174,2105
12-02-2019,07:00:00,1.10161,1.10221,1.10155,1.10167,1.10174,1.10233,1.10166,1.10178,7405
12-02-2019,08:00:00,1.10167,1.10206,1.10125,1.10127,1.10178,1.10218,1.10137,1.10138,8881
12-02-2019,09:00:00,1.10127,1.10165,1.10105,1.10138,1.10138,1.10177,1.10117,1.10149,6423
12-02-2019,10:00:00,1.10138,1.10163,1.10111,1.10111,1.10149,1.10175,1.10122,1.10122,5069
12-02-2019,11:00:00,1.10111,1.1015,1.1007,1.10077,1.10122,1.10162,1.10081,1.10086,6170
