,Date,Open,High,Low,Close,Volume
0,2015-08-27 15:30:00,38.86,39.45,38.805,39.015,-1
1,2015-08-27 16:00:00,39.015,39.165,38.515,39.105,-1
2,2015-08-27 17:00:00,39.105,39.235,38.64,38.66,-1
3,2015-08-27 18:00:00,38.66,38.88,37.965,38.87,-1
4,2015-08-27 19:00:00,38.87,39.16,38.675,39.16,-1
5,2015-08-27 20:00:00,39.16,39.375,38.375,38.4,-1
6,2015-08-27 21:00:00,38.4,39.055,38.155,39.03,-1
7,2015-08-28 15:30:00,38.93,39.585,38.37,38.74,-1
8,2015-08-28 16:00:00,38.74,38.835,38.48,38.635,-1
9,2015-08-28 17:00:00,38.635,38.945,38.605,38.695,-1
10,2015-08-28 18:00:00,38.695,38.805,38.505,38.585,-1
11,2015-08-28 19:00:00,38.585,38.605,38.355,38.36,-1
12,2015-08-28 20:00:00,38.36,38.785,38.36,38.705,-1
13,2015-08-28 21:00:00,38.705,38.715,38.435,38.61,-1
14,2015-08-31 15:30:00,38.625,39.35,38.52,39.04,-1
15,2015-08-31 16:00:00,39.04,39.625,38.925,39.485,-1
16,2015-08-31 17:00:00,39.485,39.765,39.21,39.285,-1
17,2015-08-31 18:00:00,39.285,39.595,39.225,39.5,-1
18,2015-08-31 19:00:00,39.5,39.585,39.375,39.445,-1
19,2015-08-31 20:00:00,39.445,39.575,38.775,38.88,-1
20,2015-08-31 21:00:00,38.88,39.125,38.865,38.98,-1
21,2015-09-01 15:30:00,38.6,39.455,38.515,38.855,-1
22,2015-09-01 16:00:00,38.855,39.25,38.52,38.89,-1
23,2015-09-01 17:00:00,38.89,39.13,38.775,38.955,-1
24,2015-09-01 18:00:00,38.955,39.02,38.785,38.865,-1
25,2015-09-01 19:00:00,38.865,39.785,38.845,39.775,-1
26,2015-09-01 20:00:00,39.775,39.815,39.425,39.675,-1
27,2015-09-01 21:00:00,39.675,39.715,39.005,39.205,-1
28,2015-09-02 15:30:00,40.11,40.24,39.805,40.105,-1
29,2015-09-02 16:00:00,40.105,40.74,39.98,40.64,-1
30,2015-09-02 17:00:00,40.64,40.995,40.64,40.84,-1
31,2015-09-02 18:00:00,40.84,40.97,40.465,40.85,-1
32,2015-09-02 19:00:00,40.85,40.995,40.68,40.92,-1
33,2015-09-02 20:00:00,40.92,41.325,40.905,41.15,-1
34,2015-09-02 21:00:00,41.15,41.505,40.765,41.505,-1
35,2015-09-03 15:30:00,41.78,41.78,41.205,41.23,-1
36,2015-09-03 16:00:00,41.23,41.705,41.205,41.505,-1
37,2015-09-03 17:00:00,41.505,41.545,41.095,41.335,-1
38,2015-09-03 18:00:00,41.335,41.37,40.995,41.065,-1
39,2015-09-03 19:00:00,41.065,41.135,40.805,40.925,-1
40,2015-09-03 20:00:00,40.925,41.315,40.825,41.155,-1
41,2015-09-03 21:00:00,41.155,41.225,40.775,40.895,-1
42,2015-09-04 15:30:00,40.3,41.27,40.145,41.215,-1
43,2015-09-04 16:00:00,41.215,41.315,40.845,41.015,-1
44,2015-09-04 17:00:00,41.015,41.085,40.685,40.905,-1
45,2015-09-04 18:00:00,40.905,40.925,40.49,40.515,-1
46,2015-09-04 19:00:00,40.515,40.625,40.405,40.525,-1
47,2015-09-04 20:00:00,40.525,40.585,40.325,40.515,-1
48,2015-09-04 21:00:00,40.515,40.895,40.49,40.605,-1
49,2015-09-08 15:30:00,41.285,41.58,41.11,41.445,-1
50,2015-09-08 16:00:00,41.445,41.465,40.815,41.015,-1
51,2015-09-08 17:00:00,41.015,41.045,40.775,40.815,-1
52,2015-09-08 18:00:00,40.815,41.325,40.775,41.205,-1
53,2015-09-08 19:00:00,41.205,41.205,40.955,40.975,-1
54,2015-09-08 20:00:00,40.975,41.135,40.935,41.055,-1
55,2015-09-08 21:00:00,41.055,41.155,40.695,40.775,-1
56,2015-09-09 15:30:00,41.14,41.195,40.63,40.795,-1
57,2015-09-09 16:00:00,40.795,41.495,40.66,41.2,-1
58,2015-09-09 17:00:00,41.2,41.65,41.18,41.575,-1
59,2015-09-09 18:00:00,41.575,42.18,41.565,41.92,-1
60,2015-09-09 19:00:00,41.92,41.99,41.315,41.355,-1
61,2015-09-09 20:00:00,41.355,41.575,41.03,41.255,-1
62,2015-09-09 21:00:00,41.255,41.475,40.835,40.995,-1
63,2015-09-10 15:30:00,41.375,41.865,41.01,41.035,-1
64,2015-09-10 16:00:00,41.035,41.515,40.705,41.295,-1
65,2015-09-10 17:00:00,41.295,41.395,41.0,41.13,-1
66,2015-09-10 18:00:00,41.13,41.385,41.095,41.175,-1
67,2015-09-10 19:00:00,41.175,41.585,41.155,41.505,-1
68,2015-09-10 20:00:00,41.505,41.545,41.16,41.165,-1
69,2015-09-10 21:00:00,41.165,41.3,40.98,41.2,-1
70,2015-09-11 15:30:00,41.18,41.97,41.07,41.805,-1
71,2015-09-11 16:00:00,41.805,41.815,41.42,41.615,-1
72,2015-09-11 17:00:00,41.615,41.925,41.465,41.875,-1
73,2015-09-11 18:00:00,41.875,42.105,41.785,41.97,-1
74,2015-09-11 19:00:00,41.97,41.995,41.72,41.775,-1
75,2015-09-11 20:00:00,41.775,42.135,41.74,42.045,-1
76,2015-09-11 21:00:00,42.045,42.145,41.975,42.145,-1
