,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507426,Stock,5407,CAH,266.0,55.475
1,DU1507426,Stock,275850,VRTX,-71.0,212.4813972
2,DU1507426,Stock,3691937,AMZN,8.0,1756.165
3,DU1507426,Stock,129348126,NWSA,1150.0,12.895
4,DU1507426,Stock,9657,MCK,99.0,149.900101
5,DU1507426,Stock,9282,LUV,259.0,57.125
6,DU1507426,Stock,13535,VNO,234.0,63.325
7,DU1507426,Stock,105669270,PSX,-125.0,118.489428
8,DU1507426,Stock,13878278,CNC,-252.0,59.553648
9,DU1507426,Stock,375796353,XRX,-380.0,39.38406555
10,DU1507426,Stock,9358,MAR,110.0,135.9590909
11,DU1507426,Stock,9360,MAS,326.0,45.6965951
12,DU1507426,Stock,276329,ZION,591.0,50.16982235
13,DU1507426,Stock,346403540,CI,75.0,198.63333335
14,DU1507426,Stock,2586156,KMX,-150.0,99.72115
15,DU1507426,Stock,5800,CMA,410.0,69.64036585
16,DU1507426,Stock,29380756,NDAQ,-143.0,104.59673635
17,DU1507426,Stock,8251,HUM,-45.0,334.44073555
18,DU1507426,Stock,94078796,FBHS,234.0,63.495
19,DU1507426,Stock,8894,KO,-282.0,53.13378085
20,DU1507426,Stock,4726021,SWKS,153.0,97.64653595
21,DU1507426,Stock,273733,REGN,-86.0,346.1829465
22,DU1507426,Stock,11656,RJF,166.0,89.1560241
23,DU1507426,Stock,269315,FISV,-128.0,116.0396664
24,DU1507426,Stock,12120,SHW,-25.0,585.57776
25,DU1507426,Stock,40369429,HBI,-22.0,14.82457275
26,DU1507426,Stock,274385,SIVB,65.0,229.6553846
27,DU1507426,Stock,268627,DHI,-273.0,54.71374835
28,DU1507426,Stock,6442,DHR,106.0,140.20509435
29,DU1507426,Stock,120643512,NCLH,278.0,53.605
30,DU1507426,Stock,661633,WAB,183.0,81.0054645
31,DU1507426,Stock,49588376,PM,-178.0,83.56253315
