,Date,Compte,Ticker,Type,Quantité,Exposition,Latent PnL
0,2019-11-27,DU1507426,AMZN,Stock,56.0,98344.96,599.3599999999951
1,2019-11-27,DU1507426,CAH,Stock,1596.0,88546.07999999999,-220.7799999999957
2,2019-11-27,DU1507426,CCL,Stock,-331.0,-14875.14,-92.68000000000038
3,2019-11-27,DU1507426,CI,Stock,525.0,104280.75,1263.7500000000039
4,2019-11-27,DU1507426,CMA,Stock,1220.0,84784.8,1211.699999999999
5,2019-11-27,DU1507426,CNC,Stock,-1764.0,-105046.20000000001,-698.0400000000061
6,2019-11-27,DU1507426,DHI,Stock,-1911.0,-104550.81,431.34000000000356
7,2019-11-27,DU1507426,DHR,Stock,742.0,104035.81999999999,3084.599999999994
8,2019-11-27,DU1507426,FBHS,Stock,1638.0,104013.0,-732.4200000000005
9,2019-11-27,DU1507426,FISV,Stock,-768.0,-89118.72,718.0800000000072
10,2019-11-27,DU1507426,HBI,Stock,895.0,13529.309999999996,-344.4800000000003
11,2019-11-27,DU1507426,HUM,Stock,-315.0,-105348.6,-1727.1
12,2019-11-27,DU1507426,KMX,Stock,-1050.0,-104706.0,1166.9999999999982
13,2019-11-27,DU1507426,KO,Stock,-1974.0,-104878.62000000001,-408.89999999999475
14,2019-11-27,DU1507426,LUV,Stock,777.0,44382.24,398.8600000000035
15,2019-11-27,DU1507426,MAR,Stock,770.0,104689.20000000001,507.09999999999536
16,2019-11-27,DU1507426,MAS,Stock,2282.0,104287.4,1408.3199999999931
17,2019-11-27,DU1507426,MCK,Stock,693.0,103880.70000000001,186.1199999999967
18,2019-11-27,DU1507426,NCLH,Stock,1946.0,104305.6,336.3799999999963
19,2019-11-27,DU1507426,NDAQ,Stock,-1001.0,-104704.6,-200.20000000000485
20,2019-11-27,DU1507426,NWSA,Stock,2300.0,29670.0,356.4999999999985
21,2019-11-27,DU1507426,PM,Stock,-890.0,-74368.4,861.5200000000032
22,2019-11-27,DU1507426,PSX,Stock,-500.0,-59245.0,1611.2499999999982
23,2019-11-27,DU1507426,REGN,Stock,-476.0,-164108.48,-7437.179999999997
24,2019-11-27,DU1507426,RJF,Stock,830.0,74002.8,53.120000000003586
25,2019-11-27,DU1507426,SHW,Stock,-175.0,-102476.5,1085.000000000008
26,2019-11-27,DU1507426,SIVB,Stock,455.0,104495.29999999999,831.3500000000033
27,2019-11-27,DU1507426,SWKS,Stock,1071.0,104583.15,446.75999999999374
28,2019-11-26,DU1507426,VNO,Stock,702.0,44450.64,252.71999999999963
29,2019-11-27,DU1507426,VRTX,Stock,-497.0,-105602.56,-2739.8900000000062
30,2019-11-27,DU1507426,WAB,Stock,366.0,29649.66,-516.0600000000013
31,2019-11-27,DU1507426,XRX,Stock,-2660.0,-104750.79999999999,1922.8000000000118
32,2019-11-27,DU1507426,ZION,Stock,1478.0,74118.70000000001,-327.950000000004
