,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
0,2019-11-26,1,1,1,0,44450.64,0.0,44450.64,252.71999999999963
1,2019-11-27,32,32,18,14,1475599.4699999997,-1343780.4300000002,131819.04000000004,3035.229999999996
