,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
47,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
48,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
49,2020-01-02,16,6,0,16,0.0,-771497.3800000001,-771497.3800000001,-275.9600000000452
50,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
51,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
52,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
53,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
54,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
55,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
56,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
57,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
58,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
59,2020-01-02,18,6,0,18,0.0,-871652.6300000001,-871652.6300000001,-179.5400000000523
60,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
61,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
62,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
63,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
64,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
65,2020-01-10,7,7,0,7,0.0,-502724.05,-502724.05,-1560.0400000000147
66,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
67,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
68,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
69,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
70,2020-01-02,20,6,0,20,0.0,-971807.88,-971807.88,-83.1200000000594
71,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
72,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
73,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
74,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
75,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
76,2020-01-10,14,7,0,14,0.0,-1075981.35,-1075981.35,-3578.2800000000316
77,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
78,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
79,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
80,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
81,2020-01-02,22,6,0,22,0.0,-1071963.13,-1071963.13,13.299999999933547
82,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
83,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
84,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
85,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
86,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
87,2020-01-10,21,7,0,21,0.0,-1719771.9,-1719771.9,-6054.720000000051
88,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
89,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
90,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
91,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
92,2020-01-02,24,6,0,24,0.0,-1172118.3800000004,-1172118.3800000004,109.71999999992649
93,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
94,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
95,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
96,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
97,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
98,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
99,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
100,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
101,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
102,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
103,2020-01-02,26,6,0,26,0.0,-1272273.6300000004,-1272273.6300000004,206.13999999991947
104,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
105,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
106,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
107,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
108,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
109,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000073
110,2020-01-13,7,7,0,7,0.0,-855390.2999999998,-855390.2999999998,-4114.840000000028
111,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
112,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
113,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
114,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
115,2020-01-02,28,6,0,28,0.0,-1372428.8800000004,-1372428.8800000004,302.55999999991235
116,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
117,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
118,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
119,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
120,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
121,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
122,2020-01-13,8,7,0,8,0.0,-1006348.4,-1006348.4,-3294.940000000027
123,2020-01-14,6,6,0,6,0.0,-764882.56,-764882.56,-5682.540000000032
124,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
125,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
126,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
127,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
128,2020-01-02,30,6,0,30,0.0,-1472584.1300000004,-1472584.1300000004,398.9799999999053
129,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
130,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
131,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
132,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
133,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
134,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
135,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.0400000000245
136,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
137,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.6900000000205
138,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
139,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
140,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
141,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
142,2020-01-02,32,6,0,32,0.0,-1572739.3800000004,-1572739.3800000004,495.3999999998982
143,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
144,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
145,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
146,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
147,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
148,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
149,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.040000000025
150,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
151,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.69000000002
152,2020-01-16,9,9,0,9,0.0,-1056675.34,-1056675.34,-7323.0600000000295
153,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
154,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
155,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
156,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
157,2020-01-02,34,6,0,34,0.0,-1672894.6300000004,-1672894.6300000004,591.8199999998911
158,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
159,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
160,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
161,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
162,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
163,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
164,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.0400000000245
165,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
166,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.6900000000205
167,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.12000000006
168,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
169,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
170,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
171,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
172,2020-01-02,35,6,0,35,0.0,-1723087.2800000003,-1723087.2800000003,599.6799999998876
173,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
174,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
175,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
176,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
177,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
178,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
179,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.040000000025
180,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
181,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.69000000002
182,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.120000000059
183,2020-01-21,10,10,0,10,0.0,-1186683.88,-1186683.88,-8877.850000000033
184,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
185,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
186,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
187,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
188,2020-01-02,36,6,0,36,0.0,-1773279.9300000004,-1773279.9300000004,607.5399999998842
189,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
190,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
191,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
192,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
193,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
194,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
195,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.0400000000245
196,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
197,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.6900000000205
198,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.120000000059
199,2020-01-21,11,10,0,11,0.0,-1327031.32,-1327031.32,-8081.400000000045
200,2020-01-22,10,10,0,10,0.0,-1126352.82,-1126352.82,-11404.080000000024
201,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
202,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
203,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
204,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
205,2020-01-02,37,6,0,37,0.0,-1823472.58,-1823472.58,615.3999999998807
206,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
207,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
208,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
209,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
210,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
211,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
212,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.040000000025
213,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
214,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.69000000002
215,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.12000000006
216,2020-01-21,11,10,0,11,0.0,-1327031.3200000005,-1327031.3200000005,-8081.4000000000415
217,2020-01-22,10,10,0,10,0.0,-1126352.82,-1126352.82,-11404.080000000024
218,2020-01-23,12,12,1,11,9907.2,-1356692.2100000002,-1346785.0100000002,-12819.860000000032
219,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
220,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
221,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
222,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
223,2020-01-02,38,6,0,38,0.0,-1873665.23,-1873665.23,623.2599999998774
224,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
225,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
226,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
227,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
228,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
229,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
230,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.0400000000245
231,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
232,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.6900000000205
233,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.120000000059
234,2020-01-21,11,10,0,11,0.0,-1327031.3200000005,-1327031.3200000005,-8081.4000000000415
235,2020-01-22,10,10,0,10,0.0,-1126352.82,-1126352.82,-11404.080000000024
236,2020-01-23,16,12,1,15,9907.2,-1987565.6800000004,-1977658.48,-15065.480000000054
237,2020-01-24,9,9,1,8,19814.4,-785785.1399999999,-765970.7399999999,-12348.410000000007
238,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
239,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
240,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
241,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
242,2020-01-02,38,6,0,38,0.0,-1873665.23,-1873665.23,623.2599999998774
243,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
244,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
245,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
246,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
247,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
248,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
249,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.040000000025
250,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
251,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.69000000002
252,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.12000000006
253,2020-01-21,11,10,0,11,0.0,-1327031.3200000005,-1327031.3200000005,-8081.4000000000415
254,2020-01-22,10,10,0,10,0.0,-1126352.82,-1126352.82,-11404.080000000024
255,2020-01-23,19,12,1,18,9907.2,-2468116.14,-2458208.94,-18095.010000000064
256,2020-01-24,10,9,1,9,19814.4,-795657.7199999999,-775843.3199999998,-12245.39000000001
257,2020-01-27,10,10,1,9,29721.6,-1026736.36,-997014.76,-13835.980000000025
258,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
259,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
260,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
261,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
262,2020-01-02,38,6,0,38,0.0,-1873665.23,-1873665.23,623.2599999998774
263,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
264,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
265,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
266,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
267,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
268,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
269,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.0400000000245
270,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
271,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.6900000000205
272,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.120000000059
273,2020-01-21,11,10,0,11,0.0,-1327031.3200000005,-1327031.3200000005,-8081.4000000000415
274,2020-01-22,10,10,0,10,0.0,-1126352.82,-1126352.82,-11404.080000000024
275,2020-01-23,21,12,1,20,9907.2,-2757633.3,-2747726.1,-21660.850000000082
276,2020-01-24,11,9,1,10,19814.4,-805530.2999999998,-785715.8999999998,-12142.37000000001
277,2020-01-27,11,10,1,10,29721.6,-1100681.96,-1070960.36,-15145.630000000026
278,2020-01-28,10,10,1,9,39628.8,-1214231.0699999998,-1174602.2699999998,-14124.190000000022
279,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.4800000000025
280,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
281,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
282,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
283,2020-01-02,38,6,0,38,0.0,-1873665.23,-1873665.23,623.2599999998774
284,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
285,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
286,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000081
287,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
288,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
289,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
290,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.040000000025
291,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
292,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.69000000002
293,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.12000000006
294,2020-01-21,11,10,0,11,0.0,-1327031.3200000005,-1327031.3200000005,-8081.4000000000415
295,2020-01-22,10,10,0,10,0.0,-1126352.82,-1126352.82,-11404.080000000024
296,2020-01-23,23,12,1,22,9907.2,-3047150.46,-3037243.26,-25226.690000000093
297,2020-01-24,12,9,1,11,19814.4,-815402.8799999999,-795588.4799999995,-12039.35000000001
298,2020-01-27,12,10,1,11,29721.6,-1174627.56,-1144905.96,-16455.280000000028
299,2020-01-28,10,10,1,9,39628.8,-1214231.0699999998,-1174602.2699999998,-14124.190000000022
300,2020-01-29,10,10,1,9,49536.0,-1284638.0799999998,-1235102.0799999998,-15917.860000000019
301,2019-12-26,5,5,0,5,0.0,-50135.41,-50135.41,-213.48000000000252
302,2019-12-27,5,5,0,5,0.0,-100270.82,-100270.82,-416.8300000000048
303,2019-12-30,11,6,0,11,0.0,-212478.03,-212478.03,96.19999999999509
304,2019-12-31,6,6,0,6,0.0,-210563.68,-210563.68,-426.660000000007
305,2020-01-02,38,6,0,38,0.0,-1873665.23,-1873665.23,623.2599999998774
306,2020-01-03,5,4,0,5,0.0,-270806.28,-270806.28,-1063.0600000000045
307,2020-01-06,7,4,0,7,0.0,-341082.9400000001,-341082.9400000001,84.3599999999888
308,2020-01-07,4,4,0,4,0.0,-180434.46,-180434.46,-728.4600000000079
309,2020-01-08,6,6,0,6,0.0,-321569.39,-321569.39,-487.62000000000603
310,2020-01-09,7,7,0,7,0.0,-432190.8000000001,-432190.8000000001,-1101.840000000012
311,2020-01-10,28,7,0,28,0.0,-2434095.7,-2434095.7,-8989.360000000075
312,2020-01-13,9,7,0,9,0.0,-1157306.5,-1157306.5,-2475.0400000000245
313,2020-01-14,7,6,0,7,0.0,-885279.52,-885279.52,-4909.850000000043
314,2020-01-15,5,5,0,5,0.0,-694897.36,-694897.36,-7324.6900000000205
315,2020-01-16,18,9,0,18,0.0,-2113350.68,-2113350.68,-14646.120000000059
316,2020-01-21,11,10,0,11,0.0,-1327031.3200000005,-1327031.3200000005,-8081.4000000000415
