,Date du Relevé,Compte,Type,Ticker,Quantité,Average Cost,Exposition,Date,Close,Latent PnL
0,2019-12-27,DU1507427,Stock,KEY,-492.0,20.31,-9992.52,2019-12-26,20.37,-29.520000000001122
1,2019-12-27,DU1507427,Stock,NCLH,-172.0,58.25,-10019.0,2019-12-26,59.11,-147.9199999999999
2,2019-12-27,DU1507427,Stock,WFC,-186.0,53.99,-10042.14,2019-12-26,54.15,-29.75999999999937
3,2019-12-27,DU1507427,Stock,FTV,-131.0,76.63,-10038.53,2019-12-26,76.29,44.539999999998585
4,2019-12-27,DU1507427,Stock,CLX,-66.0,152.17,-10043.22,2019-12-26,152.94,-50.820000000000675
5,2019-12-29,DU1507427,Stock,KEY,-492.0,20.31,-9992.52,2019-12-27,20.28,14.759999999998813
6,2019-12-29,DU1507427,Stock,NCLH,-172.0,58.25,-10019.0,2019-12-27,59.11,-147.9199999999999
7,2019-12-29,DU1507427,Stock,WFC,-186.0,53.99,-10042.14,2019-12-27,53.92,13.020000000000053
8,2019-12-29,DU1507427,Stock,FTV,-131.0,76.63,-10038.53,2019-12-27,76.58,6.549999999999628
9,2019-12-29,DU1507427,Stock,CLX,-66.0,152.17,-10043.22,2019-12-27,153.53,-89.76000000000091
10,2019-12-31,DU1507427,Stock,BKNG,-5.0,2069.06,-10345.3,2019-12-30,2053.87,75.95000000000027
11,2019-12-31,DU1507427,Stock,KEY,-492.0,20.31,-9992.52,2019-12-30,20.22,44.27999999999993
12,2019-12-31,DU1507427,Stock,NCLH,-172.0,58.25,-10019.0,2019-12-30,58.59,-58.480000000000594
13,2019-12-31,DU1507427,Stock,WFC,-186.0,53.99,-10042.14,2019-12-30,53.6,72.54000000000009
14,2019-12-31,DU1507427,Stock,FTV,-131.0,76.63,-10038.53,2019-12-30,76.28,45.849999999999255
15,2019-12-31,DU1507427,Stock,CLX,-66.0,152.17,-10043.22,2019-12-30,152.88,-46.86000000000053
16,2020-01-01,DU1507427,Stock,ZION,-194.0,51.66,-10022.04,2019-12-31,51.92,-50.44000000000099
17,2020-01-01,DU1507427,Stock,KEY,-492.0,20.31,-9992.52,2019-12-31,20.24,34.44000000000014
18,2020-01-01,DU1507427,Stock,NCLH,-172.0,58.25,-10019.0,2019-12-31,58.41,-27.51999999999941
19,2020-01-01,DU1507427,Stock,WFC,-186.0,53.99,-10042.14,2019-12-31,53.8,35.3400000000009
20,2020-01-01,DU1507427,Stock,FTV,-131.0,76.63,-10038.53,2019-12-31,76.39,31.439999999999326
21,2020-01-01,DU1507427,Stock,CLX,-66.0,152.17,-10043.22,2019-12-31,153.54,-90.4200000000003
22,2020-01-03,DU1507427,Stock,ZION,-194.0,51.66,-10022.04,2020-01-02,52.44,-151.32000000000022
23,2020-01-03,DU1507427,Stock,KEY,-492.0,20.31,-9992.52,2020-01-02,20.26,24.5999999999986
24,2020-01-03,DU1507427,Stock,NCLH,-172.0,58.25,-10019.0,2020-01-02,58.83,-99.75999999999969
25,2020-01-03,DU1507427,Stock,WFC,-186.0,53.99,-10042.14,2020-01-02,53.75,44.64000000000037
26,2020-01-03,DU1507427,Stock,FTV,-131.0,76.63,-10038.53,2020-01-02,77.55,-120.52000000000021
27,2020-01-03,DU1507427,Stock,CLX,-66.0,152.17,-10043.22,2020-01-02,152.61,-29.04000000000173
28,2020-01-05,DU1507427,Stock,ZION,-194.0,51.66,-10022.04,2020-01-03,51.7,-7.760000000001212
29,2020-01-05,DU1507427,Stock,NCLH,-172.0,58.25,-10019.0,2020-01-03,57.6,111.79999999999977
30,2020-01-05,DU1507427,Stock,WFC,-186.0,53.99,-10042.14,2020-01-03,53.42,106.02000000000004
31,2020-01-05,DU1507427,Stock,CLX,-66.0,152.17,-10043.22,2020-01-03,152.91,-48.8400000000006
32,2020-01-07,DU1507427,Stock,ZION,-194.0,51.66,-10022.04,2020-01-06,51.07,114.45999999999927
33,2020-01-07,DU1507427,Stock,EQIX,-17.0,583.88,-9925.96,2020-01-06,584.48,-10.200000000000387
