datetime,stock
1900-01-01,100.89002471906774
1900-01-02,101.0198017905789
1900-01-03,101.04802703382575
1900-01-04,101.11795332993756
1900-01-05,101.05665929370792
1900-01-06,101.04551079190047
1900-01-07,101.15873461494674
1900-01-08,101.1691250035856
1900-01-09,100.91603123858681
1900-01-10,100.93187389753366
1900-01-11,100.9391088213888
1900-01-12,101.02048738519665
1900-01-13,101.00467558485767
1900-01-14,101.02627189456068
1900-01-15,101.02353638388381
1900-01-16,101.12111722283692
1900-01-17,101.1804634646827
1900-01-18,101.14353287103043
1900-01-19,101.04900998606327
1900-01-20,101.27613985769237
1900-01-21,101.24181701844178
1900-01-22,101.42421497526814
1900-01-23,101.52859030998036
1900-01-24,101.44137117910219
1900-01-25,101.3840508117718
1900-01-26,101.34350041570106
1900-01-27,101.51693342768407
1900-01-28,101.4957864075352
1900-01-29,101.49177649522846
1900-01-30,101.41073459379369
1900-01-31,101.18002054385418
1900-02-01,101.0731994100381
1900-02-02,101.16089879213027
1900-02-03,101.23819043529092
1900-02-04,101.20142885609292
1900-02-05,101.18635440683238
1900-02-06,101.06175314738428
1900-02-07,101.03580017323016
1900-02-08,100.9205484374337
1900-02-09,100.9959952482028
1900-02-10,100.86320045138875
1900-02-11,100.70415752926547
1900-02-12,100.58599362142684
1900-02-13,100.25330473670112
1900-02-14,100.43457253405377
1900-02-15,100.42738474015042
1900-02-16,100.33957500155442
1900-02-17,100.32456757129944
1900-02-18,100.2478025523117
1900-02-19,100.2695152488688
1900-02-20,100.11583302493584
1900-02-21,100.22787936345294
1900-02-22,100.08012659362487
1900-02-23,100.11226223003736
1900-02-24,100.12459192756933
1900-02-25,100.11412950935292
1900-02-26,100.08176826807198
1900-02-27,100.25486413873662
1900-02-28,100.26649286563223
1900-03-01,100.2272000257427
1900-03-02,100.21302990057971
1900-03-03,100.20377995760698
1900-03-04,100.05310056286622
1900-03-05,100.0734650935549
1900-03-06,100.06778946792329
1900-03-07,99.9435463305153
1900-03-08,99.91842165266803
1900-03-09,99.86235885615599
1900-03-10,99.80636818536277
1900-03-11,99.71881405742874
1900-03-12,99.80126125361677
1900-03-13,99.67091628468086
1900-03-14,99.56123212804809
1900-03-15,99.5109429337515
1900-03-16,99.49344855207869
1900-03-17,99.49888875487822
1900-03-18,99.55788782667415
1900-03-19,99.49346137342916
1900-03-20,99.61752375551002
1900-03-21,99.6378927784699
1900-03-22,99.55995232577412
1900-03-23,99.53548044807883
1900-03-24,99.51662202419479
1900-03-25,99.64672014604771
1900-03-26,99.6592779997204
1900-03-27,99.65118072115548
1900-03-28,99.68165146616673
1900-03-29,99.6826601871234
1900-03-30,99.60674949601575
1900-03-31,99.61369198061888
1900-04-01,99.69370418017469
1900-04-02,99.8126462028296
1900-04-03,99.72499967468244
1900-04-04,99.70891017307595
1900-04-05,99.80229085523492
1900-04-06,99.74138760170608
1900-04-07,99.78065345458621
1900-04-08,99.77206775283945
1900-04-09,99.74662436526361
1900-04-10,99.80006466451755
1900-04-11,99.91111739823077
1900-04-12,100.00776100780558
1900-04-13,99.92560273640562
1900-04-14,99.90514929698976
1900-04-15,99.62871158200286
1900-04-16,99.6469333433226
1900-04-17,99.43068951773765
1900-04-18,99.46232882321014
1900-04-19,99.51982694765145
1900-04-20,99.48597423839138
1900-04-21,99.55495413610521
1900-04-22,99.51063235433296
1900-04-23,99.51850242072244
1900-04-24,99.53527763789445
1900-04-25,99.57821024127392
1900-04-26,99.77073479471306
1900-04-27,99.75423930674276
1900-04-28,99.68939825616107
1900-04-29,99.62181045777169
1900-04-30,99.57566452228205
1900-05-01,99.49018790234605
1900-05-02,99.46012147897551
1900-05-03,99.37634373711145
1900-05-04,99.22772122227994
1900-05-05,99.48060484529886
1900-05-06,99.49472166041166
1900-05-07,99.39875933955582
1900-05-08,99.47528949310758
1900-05-09,99.63322108306096
1900-05-10,99.57875597657421
1900-05-11,99.53120790266014
1900-05-12,99.59893627683293
1900-05-13,99.61604809263248
1900-05-14,99.5808151550524
1900-05-15,99.61597820926369
1900-05-16,99.51966003243143
1900-05-17,99.63210410047174
1900-05-18,99.6031414587613
1900-05-19,99.66242473221263
1900-05-20,99.75219645799662
1900-05-21,99.69701544980012
1900-05-22,99.78916253289131
1900-05-23,99.99091982103137
1900-05-24,99.98734673904545
1900-05-25,99.94688941920549
1900-05-26,100.15866572290089
1900-05-27,100.17969837019082
1900-05-28,100.14337035562846
1900-05-29,100.07275807043858
1900-05-30,100.17396418712464
1900-05-31,100.27283548689013
1900-06-01,100.2026498600152
1900-06-02,100.20455852909762
1900-06-03,100.1581671736042
1900-06-04,100.04700937269995
1900-06-05,100.00505560113024
1900-06-06,100.07461674721557
1900-06-07,100.02716672626845
1900-06-08,99.90620154765136
1900-06-09,99.98836804659655
1900-06-10,99.9583060905447
1900-06-11,100.05117898418581
1900-06-12,100.22023086110067
1900-06-13,100.20390043619489
1900-06-14,100.21583778339411
1900-06-15,100.2270979520098
1900-06-16,100.18318847147489
1900-06-17,100.21508809587954
1900-06-18,100.21353510644808
1900-06-19,100.27385552712802
1900-06-20,100.19898735727818
1900-06-21,100.38335322272923
1900-06-22,100.2669719621834
1900-06-23,100.15577400759152
1900-06-24,100.16693192963477
1900-06-25,100.21512316405
1900-06-26,100.09098814087268
1900-06-27,100.06740472232785
1900-06-28,100.24689778555725
1900-06-29,100.22221739651559
1900-06-30,100.21507725725283
1900-07-01,100.15630482591271
1900-07-02,100.21932822114165
1900-07-03,100.27589090505316
1900-07-04,100.26636933860678
1900-07-05,100.30157662648756
1900-07-06,100.23960566246556
1900-07-07,100.18381288891389
1900-07-08,100.28085236266583
1900-07-09,100.26501875203088
1900-07-10,100.2114227738009
1900-07-11,100.33828535270969
1900-07-12,100.33967718039503
1900-07-13,100.36293071987826
1900-07-14,100.26850232239002
1900-07-15,100.23020096258666
1900-07-16,100.31014623895273
1900-07-17,100.1711797803879
1900-07-18,100.07032504403205
1900-07-19,100.05385895310766
1900-07-20,99.97692630823886
1900-07-21,100.0638397658854
1900-07-22,99.91887687016869
1900-07-23,99.80003766270386
1900-07-24,99.81997528970868
1900-07-25,99.84977265024337
1900-07-26,99.96393149998453
1900-07-27,100.02706974977107
1900-07-28,100.01212589043347
1900-07-29,100.16634284816848
1900-07-30,100.17020517875041
1900-07-31,100.2311233355632
1900-08-01,100.23990009224416
1900-08-02,100.21938073996142
1900-08-03,100.45506903978894
1900-08-04,100.40522695044291
1900-08-05,100.40635720307174
1900-08-06,100.36616630969424
1900-08-07,100.34724831242163
1900-08-08,100.16806649990464
1900-08-09,100.38380755916258
1900-08-10,100.38354643088773
1900-08-11,100.3495471140023
1900-08-12,100.15545765073826
1900-08-13,100.14017232290347
1900-08-14,100.28964133375545
1900-08-15,100.33225878549307
1900-08-16,100.29285084283644
1900-08-17,100.26913075967335
1900-08-18,100.4332973351653
1900-08-19,100.43648860667822
1900-08-20,100.44177862883924
1900-08-21,100.31843555066274
1900-08-22,100.41269782500395
1900-08-23,100.43727392648977
1900-08-24,100.34217941302893
1900-08-25,100.43848156440382
1900-08-26,100.26447538673946
1900-08-27,100.1116398649016
1900-08-28,100.10328505016945
1900-08-29,100.05884934221228
1900-08-30,100.04373644914881
1900-08-31,100.00734299808067
1900-09-01,99.97973916638314
