,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
10,2020-01-28,K,0,1,1,0,68.9800033569336
16,2020-01-28,KMX,0,1,1,0,98.56999969482422
45,2020-01-28,FBHS,0,1,1,0,67.88999938964844
47,2020-01-28,WMB,0,1,1,0,21.639999389648438
67,2020-01-28,PCAR,0,1,1,0,76.7699966430664
99,2020-01-28,HPE,0,1,1,0,14.619999885559082
126,2020-01-28,SBAC,1,0,0,1,251.75
134,2020-01-28,MPC,0,1,1,0,52.93000030517578
167,2020-01-28,EMN,0,1,1,0,70.1500015258789
217,2020-01-28,PPG,0,0,0,1,124.02999877929688
227,2020-01-28,PPL,0,1,1,0,36.63999938964844
264,2020-01-28,EMR,0,1,1,0,74.43000030517578
