,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
9,2020-01-27,SBAC,1,0,0,1,252.74000549316406
40,2020-01-27,PCAR,0,1,1,0,75.16999816894531
71,2020-01-27,EMN,0,1,0,0,69.83000183105469
88,2020-01-27,WMB,0,1,1,0,21.610000610351562
95,2020-01-27,FBHS,0,1,0,0,67.45999908447266
122,2020-01-27,HPE,0,1,1,0,14.520000457763672
123,2020-01-27,LEN,0,0,0,1,67.29000091552734
136,2020-01-27,MPC,0,1,1,0,52.70000076293945
140,2020-01-27,SEE,0,1,0,0,36.939998626708984
181,2020-01-27,PPG,1,0,0,1,122.95999908447266
194,2020-01-27,JNPR,0,1,1,0,24.469999313354492
201,2020-01-27,KMX,0,1,1,0,95.9800033569336
226,2020-01-27,K,0,1,1,0,69.02999877929688
235,2020-01-27,PSX,0,1,1,0,96.91999816894531
