,Symb.,Name,Sector,period,Begin.,End,Pnl,Total Winners,Total Loosers,Nb Win,Nb Los,% Winners,MaxDD,Aver. Win,Aver. Los,Aver. Duration,Profit Factor
0,MMM,3M Company,Industrials,181 days 00:00:00.000000000,2018-03-01,2018-08-29,38656.3,39845.35,-1189.05,10,2,83.33,-10438.57552624655,3985.0,-595.0,11 days 00:00:00.000000000,33.51
