Local time,Open,High,Low,Close,Volume
07.06.2011 00:00:00.000 GMT+0200,1.45780,1.45794,1.45774,1.45791,181.95999999999998
07.06.2011 00:05:00.000 GMT+0200,1.45790,1.45794,1.45752,1.45752,269.69
07.06.2011 00:10:00.000 GMT+0200,1.45752,1.45758,1.45735,1.45758,344.45
07.06.2011 00:15:00.000 GMT+0200,1.45760,1.45762,1.45723,1.45735,189.53999999999996
07.06.2011 00:20:00.000 GMT+0200,1.45733,1.45751,1.45724,1.45743,163.44
07.06.2011 00:25:00.000 GMT+0200,1.45745,1.45778,1.45730,1.45769,126.41
07.06.2011 00:30:00.000 GMT+0200,1.45770,1.45807,1.45770,1.45798,120.92999999999999
07.06.2011 00:35:00.000 GMT+0200,1.45800,1.45805,1.45761,1.45805,348.55
07.06.2011 00:40:00.000 GMT+0200,1.45807,1.45826,1.45788,1.45791,230.77
07.06.2011 00:45:00.000 GMT+0200,1.45789,1.45804,1.45774,1.45790,190.76999999999998
07.06.2011 00:50:00.000 GMT+0200,1.45797,1.45817,1.45780,1.45804,159.89000000000001
07.06.2011 00:55:00.000 GMT+0200,1.45804,1.45810,1.45766,1.45775,233.82
07.06.2011 01:00:00.000 GMT+0200,1.45777,1.46007,1.45777,1.45816,1109.04
07.06.2011 01:05:00.000 GMT+0200,1.45816,1.45850,1.45729,1.45790,677.77
07.06.2011 01:10:00.000 GMT+0200,1.45790,1.45908,1.45790,1.45873,489.15999999999997
07.06.2011 01:15:00.000 GMT+0200,1.45874,1.45903,1.45848,1.45890,671
07.06.2011 01:20:00.000 GMT+0200,1.45890,1.46014,1.45803,1.45803,1537.6
07.06.2011 01:25:00.000 GMT+0200,1.45802,1.45866,1.45802,1.45861,555.27
07.06.2011 01:30:00.000 GMT+0200,1.45861,1.45968,1.45859,1.45905,768.29
07.06.2011 01:35:00.000 GMT+0200,1.45902,1.45902,1.45849,1.45888,351.07
07.06.2011 01:40:00.000 GMT+0200,1.45888,1.45931,1.45864,1.45897,399.45
07.06.2011 01:45:00.000 GMT+0200,1.45895,1.45931,1.45854,1.45910,544.1
07.06.2011 01:50:00.000 GMT+0200,1.45909,1.45926,1.45880,1.45899,396.78000000000003
07.06.2011 01:55:00.000 GMT+0200,1.45897,1.45922,1.45894,1.45901,209.25
07.06.2011 02:00:00.000 GMT+0200,1.45907,1.45910,1.45814,1.45865,668.14
07.06.2011 02:05:00.000 GMT+0200,1.45866,1.45906,1.45819,1.45866,504.95
07.06.2011 02:10:00.000 GMT+0200,1.45860,1.45879,1.45829,1.45858,426.77
07.06.2011 02:15:00.000 GMT+0200,1.45857,1.45883,1.45838,1.45859,560.46
07.06.2011 02:20:00.000 GMT+0200,1.45859,1.45873,1.45825,1.45864,424.38
07.06.2011 02:25:00.000 GMT+0200,1.45862,1.45862,1.45830,1.45853,233.72
07.06.2011 02:30:00.000 GMT+0200,1.45849,1.45868,1.45831,1.45852,283.49
07.06.2011 02:35:00.000 GMT+0200,1.45852,1.45853,1.45819,1.45838,269.93
07.06.2011 02:40:00.000 GMT+0200,1.45837,1.45870,1.45820,1.45853,386.68
07.06.2011 02:45:00.000 GMT+0200,1.45853,1.45899,1.45840,1.45896,699.1899999999999
07.06.2011 02:50:00.000 GMT+0200,1.45896,1.45896,1.45825,1.45825,449.76
07.06.2011 02:55:00.000 GMT+0200,1.45825,1.45851,1.45799,1.45845,1230.7199999999998
07.06.2011 03:00:00.000 GMT+0200,1.45845,1.45854,1.45831,1.45842,434.54
07.06.2011 03:05:00.000 GMT+0200,1.45841,1.45886,1.45830,1.45859,246.12
07.06.2011 03:10:00.000 GMT+0200,1.45859,1.45861,1.45747,1.45768,831.2
07.06.2011 03:15:00.000 GMT+0200,1.45766,1.45807,1.45756,1.45756,640.06
07.06.2011 03:20:00.000 GMT+0200,1.45756,1.45756,1.45637,1.45645,767.97
07.06.2011 03:25:00.000 GMT+0200,1.45645,1.45691,1.45642,1.45691,747.06
07.06.2011 03:30:00.000 GMT+0200,1.45691,1.45744,1.45684,1.45741,413.65999999999997
07.06.2011 03:35:00.000 GMT+0200,1.45744,1.45764,1.45718,1.45728,393.27000000000004
07.06.2011 03:40:00.000 GMT+0200,1.45728,1.45728,1.45661,1.45677,558.96
07.06.2011 03:45:00.000 GMT+0200,1.45676,1.45723,1.45671,1.45685,394.56
07.06.2011 03:50:00.000 GMT+0200,1.45685,1.45740,1.45633,1.45732,610.48
07.06.2011 03:55:00.000 GMT+0200,1.45730,1.45768,1.45724,1.45752,364.81
07.06.2011 04:00:00.000 GMT+0200,1.45755,1.45760,1.45695,1.45702,362.18999999999994
07.06.2011 04:05:00.000 GMT+0200,1.45702,1.45781,1.45685,1.45762,246.77
07.06.2011 04:10:00.000 GMT+0200,1.45763,1.45773,1.45731,1.45731,407.10999999999996
07.06.2011 04:15:00.000 GMT+0200,1.45731,1.45822,1.45711,1.45816,500.21000000000004
07.06.2011 04:20:00.000 GMT+0200,1.45820,1.45833,1.45781,1.45784,435.45
07.06.2011 04:25:00.000 GMT+0200,1.45785,1.45828,1.45785,1.45817,253.03000000000003
07.06.2011 04:30:00.000 GMT+0200,1.45817,1.45833,1.45788,1.45801,285.06
07.06.2011 04:35:00.000 GMT+0200,1.45799,1.45799,1.45774,1.45795,124.39999999999999
07.06.2011 04:40:00.000 GMT+0200,1.45798,1.45853,1.45778,1.45851,466
07.06.2011 04:45:00.000 GMT+0200,1.45851,1.45871,1.45835,1.45850,441.28
07.06.2011 04:50:00.000 GMT+0200,1.45849,1.45871,1.45832,1.45851,552.48
07.06.2011 04:55:00.000 GMT+0200,1.45851,1.45872,1.45841,1.45851,315.2
07.06.2011 05:00:00.000 GMT+0200,1.45851,1.45863,1.45797,1.45799,234.01
07.06.2011 05:05:00.000 GMT+0200,1.45801,1.45830,1.45773,1.45801,500.86
07.06.2011 05:10:00.000 GMT+0200,1.45800,1.45807,1.45773,1.45789,325.43
07.06.2011 05:15:00.000 GMT+0200,1.45790,1.45806,1.45773,1.45777,296.16
07.06.2011 05:20:00.000 GMT+0200,1.45779,1.45813,1.45765,1.45803,441.50999999999993
07.06.2011 05:25:00.000 GMT+0200,1.45803,1.45840,1.45795,1.45840,210.08
07.06.2011 05:30:00.000 GMT+0200,1.45845,1.45856,1.45835,1.45843,270.36
07.06.2011 05:35:00.000 GMT+0200,1.45840,1.45872,1.45833,1.45861,179.82999999999998
