,vix,gold,silver,us_oil,eurostoxx,nikkei,eur/usd,cad/usd,gpb/usd,jpy/usd,ftse,spy,BolB_up,BolB_mid,BolB_low,ema8,ema34,atr14,rsi,macd,macdsignal,macdhist,fastk,fastd,ad,atr,wclprice,sine,leadsine,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS
2018-04-18,15.600000381469727,127.8499984741211,16.18000030517578,13.880000114440918,3490.889892578125,22158.19921875,,,,,,270.3900146484375,271.4241741260519,263.8449981689453,256.2658222118387,266.93367517003486,,266.93367517003486,50.92486878780464,,,,99.99999999999999,99.99999999999999,-383115698.8734243,4.116207005146605,270.4875030517578,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-19,15.960000038146973,127.5999984741211,16.260000228881836,13.770000457763672,3486.60009765625,22191.1796875,,,,,,268.8900146484375,271.1054511815755,263.76799926757815,256.4305473535808,267.3684172763466,,267.3684172763466,49.433714515922475,,,,64.30073633147737,88.10024544382577,-376643551.00329334,4.012907463902875,268.84500885009766,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-20,16.8799991607666,126.62999725341797,16.1299991607666,13.75,3494.199951171875,22162.240234375,,,,,,266.6099853515625,271.355778936777,263.91499786376954,256.47421679076206,267.1998768486168,267.7764695111443,267.1998768486168,47.226634281461735,-1.5964414666876792,-3.6908358281133484,2.0943943614256693,0.0,54.766912110492434,-418653029.9365087,3.9727006598406156,266.9724884033203,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,16.34000015258789,125.62000274658203,15.670000076293945,13.920000076293945,3513.06005859375,22088.0390625,,,,,,266.57000732421875,271.35309282638417,264.340998840332,257.32890485427987,267.059905843195,267.7075288147485,267.059905843195,47.187846470855874,-1.4441799162413531,-3.2415046457389494,1.7973247294975963,0.0,21.43357877715911,-421234202.4083041,3.870365508774991,266.59500885009766,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-24,18.020000457763672,126.2300033569336,15.760000228881836,13.680000305175781,3510.8798828125,22278.119140625,,,,,,262.9800109863281,271.2613261266141,264.2345001220703,257.2076741175265,266.15326254166905,267.43738493883876,266.15326254166905,43.79622850105343,-1.594810262176452,-2.91216576902645,1.317355506849998,0.0,-1.4210854715202004e-14,-476834216.3324931,4.07248313007901,263.8050079345703,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-25,17.84000015258789,125.41000366210938,15.609999656677246,13.720000267028809,3485.830078125,22215.3203125,,,,,,263.6300048828125,271.2208847211327,264.38600006103513,257.5511154009376,265.5925386174787,267.2198203642087,265.5925386174787,44.55385076999647,-1.6427996495892785,-2.6582925451390156,1.015492895549737,12.790082453850667,4.2633608179502085,-404652139.0904272,4.015877105023143,263.0600051879883,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-26,16.239999771118164,124.97000122070312,15.579999923706055,13.770000457763672,3506.030029296875,22319.609375,,,,,,266.30999755859375,271.2586374444628,264.7100006103516,258.16136377624036,265.75197393772646,267.1678304896021,265.75197393772646,47.61116209232826,-1.4478882194419498,-2.4162116799996025,0.9683234605576527,100.0,37.59669415128354,-379939384.4679287,3.9875998201777394,266.04000091552734,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-27,15.40999984741211,125.5,15.569999694824219,13.729999542236328,3518.780029296875,22467.869140625,,,,,,266.55999755859375,271.43535675583723,264.88050079345703,258.32564483107683,265.9315347423636,267.1330971792588,265.9315347423636,47.8925876158886,-1.258736663406978,-2.1847166766810777,0.9259800132740996,100.0,70.93002748461687,-371257335.4738498,3.8341995714429453,266.48999786376953,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,15.930000305175781,124.58999633789062,15.380000114440918,13.800000190734863,3536.52001953125,,,,,,,264.510009765625,270.84631199603837,265.2325012207031,259.61869044536786,265.61564030308836,266.9832064699083,265.61564030308836,45.775408917890275,-1.2597282122385423,-1.9997189837925706,0.7399907715540284,43.734455712863245,81.24481857095441,-449638510.20086914,3.807472600101039,265.3350067138672,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,15.489999771118164,123.70999908447266,15.239999771118164,13.609999656677246,,22508.029296875,,,,,,264.9800109863281,270.67440517088687,265.44300231933596,260.21159946778505,265.4743893438083,266.8687381565608,265.4743893438083,46.34639449074585,-1.2086562148027724,-1.841506429994611,0.6328502151918385,48.398625621414695,64.0443604447593,-381390952.26176095,3.749083182376188,264.2925033569336,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0
2018-05-02,15.970000267028809,123.6500015258789,15.420000076293945,13.670000076293945,3553.7900390625,22472.779296875,,,,,,263.20001220703125,270.6845980403172,265.4250030517578,260.1654080631984,264.96897220230227,266.6590966737306,264.96897220230227,44.48370765614059,-1.2968628862166156,-1.7325777212390119,0.4357148350223963,0.0,30.711027111425967,-441730571.9331725,3.6898617343604783,263.7100067138672,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03,15.899999618530273,124.27999877929688,15.460000038146973,13.819999694824219,3529.1201171875,,,,,,,262.6199951171875,270.671825911636,265.2740020751953,259.8761782387546,264.446977294499,266.42829087049955,264.446977294499,43.880309528759845,-1.397460782540179,-1.6655543334992453,0.2680935509590663,0.0,16.13287520713822,-352226141.98910964,3.7341571503771402,261.91249084472656,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04,14.770000457763672,124.54000091552734,15.539999961853027,14.09000015258789,3550.590087890625,,,,,,,266.0199890136719,270.3515131878146,265.58900146484376,260.82648974187293,264.7965354543152,266.40495933582366,264.7965354543152,48.204654764809604,-1.1891267348400447,-1.5702688137674052,0.3811420789273605,99.99999999999999,33.333333333333314,-285912771.1538825,3.870289828810023,264.9949951171875,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,14.75,124.56999969482422,15.520000457763672,14.100000381469727,3564.18994140625,22467.16015625,,,,,,266.9200134277344,270.183092875364,265.88500213623047,261.5869113970969,265.26841944840834,266.43439099821853,265.26841944840834,49.29072508198063,-0.9405539324165488,-1.4443258374972339,0.503771905080685,100.0,66.66666666666664,-294308314.23631173,3.7366976981807354,266.9925003051758,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-08,14.710000038146973,124.58999633789062,15.510000228881836,14.0600004196167,3557.8798828125,22508.689453125,,,,,,266.9200134277344,270.28029502355724,265.97350311279297,261.6667112020287,265.635440332703,266.46214085133374,265.635440332703,49.29072508198064,-0.7350845979546534,-1.3024775895887177,0.5673929916340643,100.0,99.99999999999999,-252197143.82446304,3.6255044822950575,266.5800018310547,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-09,13.420000076293945,124.33000183105469,15.529999732971191,14.369999885559082,3569.739990234375,22408.880859375,,,,,,269.5,270.7019333830864,266.26050262451173,261.8190718659371,266.49423136988014,266.6357328026861,266.49423136988014,52.442314790702646,-0.35991642304787774,-1.1139653562805498,0.7540489332326721,99.99999999999999,99.99999999999999,-208413184.3678518,3.57725285423492,268.98999786376953,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-10,13.229999542236328,125.18000030517578,15.739999771118164,14.40999984741211,,22497.1796875,,,,,,272.0199890136719,271.66087488461403,266.56500244140625,261.46912999819847,267.722177512945,266.943404586171,267.722177512945,55.292006956503926,0.13914513300443332,-0.8633432584235532,1.0024883914279865,100.0,99.99999999999999,-160925621.0857558,3.5281644109636754,271.6624984741211,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-11,12.649999618530273,125.0,15.699999809265137,14.25,3565.52001953125,22758.48046875,,,,,,272.8500061035156,272.6836596902117,266.9500030517578,261.2163464133039,268.86169497751627,267.28092467287644,268.86169497751627,56.19968567662035,0.5947742666169802,-0.5717197534154466,1.1664940200324267,100.0,99.99999999999999,-123933911.35127693,3.388296047624752,272.6074981689453,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,12.930000305175781,124.48999786376953,15.5600004196167,14.380000114440918,3565.739990234375,22865.859375,,,,,,272.9800109863281,273.541142186617,267.2325042724609,260.92386635830485,269.7768763128078,267.6065867479308,269.7768763128078,56.345445712429566,0.95534136461049,-0.26630752981025924,1.2216488944207493,100.0,99.99999999999999,-139222706.19522932,3.2691321314160646,273.0999984741211,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-15,14.630000114440918,122.4800033569336,15.329999923706055,14.399999618530273,3564.2900390625,22818.01953125,,,,,,271.1000061035156,273.68368835847843,267.2780044555664,260.8723205526544,270.07090515518735,267.8062107111071,270.07090515518735,53.635252930232966,1.076977973644773,0.002349570880747276,1.0746284027640258,10.897074655720145,70.29902488524003,-108372659.43147215,3.2463378511028638,270.95999908447266,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-16,13.420000076293945,122.29000091552734,15.40999984741211,14.460000038146973,3562.85009765625,22717.23046875,,,,,,272.239990234375,274.0026899973879,267.3705032348633,260.7383164723387,270.5529240616735,268.0595695410081,270.5529240616735,55.01296315568438,1.2509429629721467,0.25206824929902716,0.9988747136731195,41.61672362992413,50.837932761881405,-88431017.63225636,3.1330282661747577,272.0874938964844,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-17,13.430000305175781,122.36000061035156,15.470000267028809,14.489999771118164,3592.179931640625,22838.369140625,,,,,,272.010009765625,274.4353219013874,267.52650299072263,260.61768408005787,270.8767208847738,268.2853089824148,270.8767208847738,54.668857797548554,1.3546385387218152,0.47258230718358474,0.8820562315382304,28.897368303195897,27.137055529613367,-97584404.81781723,3.0592409688419626,272.09500885009766,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-18,13.420000076293945,122.41000366210938,15.479999542236328,14.430000305175781,3573.760009765625,22930.359375,,,,,,271.3299865722656,274.8501183897661,267.7625030517578,260.67488771374946,270.97744659310536,268.45929055897767,270.97744659310536,53.62741521363884,1.3661971705229803,0.6513052798514638,0.7148918906715165,0.0,23.504697311039987,-115140287.96388464,2.919295621318653,271.40499114990234,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21,13.079999923706055,122.4800033569336,15.539999961853027,14.670000076293945,,23002.369140625,,,,,,273.3699951171875,275.57085413909385,268.1025024414063,260.6341507437187,271.50912404290136,268.7399022480182,271.50912404290136,56.25251594700465,1.5224196044860605,0.8255281447783831,0.6968914597076774,100.0,42.96578943439861,-107322370.78318208,2.900061963657499,273.32250213623047,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-22,13.220000267028809,122.41000366210938,15.579999923706055,14.5600004196167,3587.25,22960.33984375,,,,,,272.6099853515625,275.909600774255,268.584001159668,261.25840154508097,271.7537598892705,268.96104985393504,271.7537598892705,55.03383249998638,1.5668390275185402,0.9737903213264145,0.5930487061921257,44.33929327110824,48.11309775703606,-140789055.19955522,2.8364868066551776,272.927490234375,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-23,12.579999923706055,122.54000091552734,15.5,14.510000228881836,3541.820068359375,22689.740234375,,,,,,273.3599853515625,276.3073001452474,269.0705001831055,261.8337002209636,272.11069888089094,269.2124175966566,272.11069888089094,56.02107748326676,1.6436139141961803,1.1077550399003677,0.5358588742958126,82.16742277204773,75.50223868105196,-81294371.95353518,2.805310921469986,272.7749938964844,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-24,12.529999732971191,123.58999633789062,15.6899995803833,14.289999961853027,3521.760009765625,22437.009765625,,,,,,272.79998779296875,276.6893683843094,269.3949996948242,262.10063100533904,272.263874194686,269.4174216078745,272.263874194686,55.073111304113965,1.6403623658740685,1.2142765050951079,0.4260858607789606,38.28096435070984,54.929226797955245,-31430395.83726833,2.789216325098246,272.3999938964844,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-25,13.220000267028809,123.20999908447266,15.529999732971191,13.680000305175781,3515.360107421875,22450.7890625,,,,,,272.1499938964844,276.94126531056236,269.67449951171875,262.40773371287514,272.2385674617523,269.57356859579505,272.2385674617523,53.96028328826594,1.5672699033281106,1.2848751847417084,0.2823947185864022,0.0,40.1494623742525,-37595696.54537219,2.6814150718267196,272.1849899291992,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,3482.639892578125,22481.08984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
