"Date","Ticker","Open Long","Close Long","Open Short","Close Short","Buy/Sell Price","Quantity","PNL","Cumulative PNL","Latent PNL"
11/07/18,"MMM",1,0,0,0,201.00,45.00,0.00,0.00,0.00
11/07/18,"AOS",0,0,1,0,47.56,133.00,0.00,0.00,0.00
11/07/18,"ABT",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ABBV",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ACN",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ATVI",0,0,1,0,65.37,173.00,0.00,0.00,0.00
11/07/18,"AYI",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ADBE",0,0,1,0,253.31,37.00,0.00,0.00,0.00
11/07/18,"AAP",1,0,0,0,170.12,72.00,0.00,0.00,0.00
11/07/18,"AMD",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"AES",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"AMG",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"AFL",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"A",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"APD",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"AKAM",1,0,0,0,71.46,244.00,0.00,0.00,0.00
11/07/18,"ALK",0,0,1,0,65.97,178.00,0.00,0.00,0.00
11/07/18,"ALB",0,0,1,0,104.30,63.00,0.00,0.00,0.00
11/07/18,"ARE",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ALXN",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ALGN",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ALLE",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"AGN",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ADS",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"LNT",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"ALL",1,0,0,0,92.17,136.00,0.00,0.00,0.00
11/07/18,"GOOGL",0,0,1,0,1107.30,9.00,0.00,0.00,0.00
11/07/18,"GOOG",0,0,1,0,1091.38,9.00,0.00,0.00,0.00
11/07/18,"MO",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"AMZN",1,0,0,0,1755.00,4.00,0.00,0.00,0.00
11/07/18,"AEE",0,0,0,0,0.00,0.00,0.00,0.00,0.00
11/07/18,"AAL",0,0,0,0,0.00,0.00,0.00,0.00,0.00
