,Date,Ticker,Conf Up,Conf Dwn,Green,Red,Green_Close,Red_Close,Price,Open.S
0,2019-03-14,BKNG,99.99991607666016,8.940696716308594e-06,1,0,0,1,1743.8800048828125,1751.7900390625
1,2019-03-15,BKNG,98.46195220947266,5.9604644775390625e-06,1,0,0,1,1752.1700439453125,1757.7099609375
2,2019-03-18,BKNG,99.9977798461914,8.64267349243164e-05,1,0,0,1,1756.3299560546875,1751.050048828125
3,2019-03-19,BKNG,99.99195098876953,0.0006735324859619141,1,0,0,1,1764.030029296875,1766.780029296875
4,2019-03-20,BKNG,99.95935821533203,0.0030308961868286133,1,0,0,1,1774.4300537109375,1765.800048828125
5,2019-03-21,BKNG,99.62020111083984,0.0006586313247680664,1,0,0,1,1774.3599853515625,1754.0400390625
6,2019-03-22,BKNG,99.99998474121094,0.0,1,0,0,1,1721.5899658203125,1714.010009765625
7,2019-03-25,BKNG,99.99060821533203,1.1920928955078125e-05,1,0,0,1,1752.3900146484375,1761.199951171875
8,2019-03-26,BKNG,93.75112915039062,0.0010132789611816406,1,0,0,1,1768.8699951171875,1768.97998046875
9,2019-03-27,BKNG,99.98052978515625,2.384185791015625e-05,1,0,0,1,1752.1099853515625,1759.989990234375
10,2019-03-28,BKNG,99.9999771118164,0.0,1,0,0,1,1728.8900146484375,1736.5999755859375
11,2019-03-29,BKNG,99.99871826171875,0.0,1,0,0,1,1744.9100341796875,1755.0799560546875
12,2019-04-01,BKNG,99.97998046875,0.0,1,0,0,1,1759.22998046875,1766.030029296875
13,2019-04-02,BKNG,99.9297866821289,0.0,1,0,0,1,1763.550048828125,1778.469970703125
16,2019-04-05,BKNG,91.06207275390625,0.0,0,0,0,1,1769.449951171875,1767.9200439453125
22,2019-04-15,BKNG,2.682209014892578e-05,98.89154052734375,0,1,1,0,1846.22998046875,1851.800048828125
23,2019-04-16,BKNG,0.0002294778823852539,94.71601104736328,0,0,1,0,1841.699951171875,1848.6300048828125
26,2019-04-22,BKNG,0.0004112720489501953,90.42206573486328,0,0,1,0,1844.1700439453125,1849.22998046875
27,2019-04-23,BKNG,0.0,99.99927520751953,0,1,1,0,1887.72998046875,1887.1400146484373
28,2019-04-24,BKNG,8.940696716308594e-06,99.75218963623047,0,1,1,0,1867.280029296875,1870.6500244140625
29,2019-04-25,BKNG,5.9604644775390625e-06,99.85193634033203,0,1,1,0,1866.260009765625,1868.0999755859373
30,2019-04-26,BKNG,8.940696716308594e-06,99.90227508544922,0,1,1,0,1868.0,1869.81005859375
31,2019-04-29,BKNG,2.9802322387695312e-06,99.98847198486328,0,1,1,0,1876.3199462890625,1872.0
32,2019-04-30,BKNG,0.0007510185241699219,99.86470794677734,0,1,1,0,1854.989990234375,1857.5699462890625
33,2019-05-01,BKNG,0.03904998302459717,98.67170715332031,0,1,1,0,1829.52001953125,1824.6600341796875
35,2019-05-03,BKNG,0.18076300621032715,99.01568603515625,0,1,1,0,1824.0699462890625,1798.9599609375
37,2019-05-07,BKNG,98.0666732788086,0.31671226024627686,1,0,0,1,1785.0,1765.010009765625
38,2019-05-08,BKNG,99.99988555908203,8.940696716308594e-06,1,0,0,1,1751.6300048828125,1729.4300537109375
39,2019-05-09,BKNG,99.99998474121094,0.0,1,0,0,1,1736.030029296875,1825.0
41,2019-05-13,BKNG,99.83467864990234,0.00038444995880126953,1,0,0,1,1777.260009765625,1787.1199951171875
42,2019-05-14,BKNG,82.20728302001953,0.3268420696258545,0,0,0,1,1793.6700439453125,1778.5999755859375
43,2019-05-15,BKNG,99.7794189453125,0.20152926445007324,1,0,0,1,1789.4300537109375,1790.0
45,2019-05-17,BKNG,97.87220001220703,0.032961368560791016,1,0,0,1,1787.2900390625,1769.72998046875
46,2019-05-20,BKNG,99.99984741210938,0.0,1,0,0,1,1752.22998046875,1762.3399658203125
47,2019-05-21,BKNG,99.95579528808594,8.940696716308594e-06,1,0,0,1,1772.18994140625,1757.3499755859375
48,2019-05-22,BKNG,99.99978637695312,0.0,1,0,0,1,1745.02001953125,1746.949951171875
49,2019-05-23,BKNG,99.9999771118164,0.0,1,0,0,1,1716.9300537109375,1731.52001953125
50,2019-05-24,BKNG,100.0,0.0,1,0,0,1,1708.47998046875,1707.5899658203125
51,2019-05-28,BKNG,100.0,0.0,1,0,0,1,1685.800048828125,1676.9300537109375
52,2019-05-29,BKNG,100.0,0.0,1,0,0,1,1685.9200439453125,1687.0
53,2019-05-30,BKNG,100.0,0.0,1,0,0,1,1673.06005859375,1650.0999755859375
54,2019-05-31,BKNG,100.0,0.0,1,0,0,1,1656.219970703125,1658.5
55,2019-06-03,BKNG,100.0,0.0,1,0,0,1,1650.4599609375,1673.5
56,2019-06-04,BKNG,99.83978271484375,0.0,1,0,0,1,1747.030029296875,1755.75
57,2019-06-05,BKNG,99.93244171142578,8.940696716308594e-06,1,0,0,1,1765.0,1766.010009765625
58,2019-06-06,BKNG,99.98418426513672,1.7881393432617188e-05,1,0,0,1,1754.8599853515625,1765.25
64,2019-06-14,BKNG,86.49552154541016,2.682209014892578e-05,0,0,0,1,1775.5,1776.0
65,2019-06-17,BKNG,94.74995422363281,0.0009804964065551758,1,0,0,1,1781.4100341796875,1808.3800048828125
67,2019-06-19,BKNG,0.0008255243301391602,99.97914123535156,0,1,1,0,1842.06005859375,1862.0699462890625
68,2019-06-20,BKNG,2.9802322387695312e-05,99.97764587402344,0,1,1,0,1861.31005859375,1859.3599853515625
