,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Buy/Sell Price,Quantity,Actual,PNL,Latent PNL
0,2019-03-14,BKNG,1,0,0,0,1751.79,3.0,1743.88,0,0
1,2019-03-14,CLX,0,0,1,0,159.75,31.0,156.71,0,0
2,2019-03-14,EVRG,1,0,0,0,56.91,88.0,55.8,0,0
3,2019-03-15,EVRG,0,1,0,0,57.46,88.0,56.33,48.4,0
4,2019-03-15,BKNG,0,0,0,0,1751.79,3.0,1752.17,0,17.76
5,2019-03-15,CLX,0,0,0,0,159.75,31.0,157.53,0,-26.66
6,2019-03-15,ZION,1,0,0,0,49.24,102.0,48.12,0,0
7,2019-03-15,NCLH,0,0,0,0,0.0,0.0,55.55,0,0
8,2019-03-18,CLX,0,0,0,0,159.75,31.0,156.36,0,55.49
9,2019-03-18,ZION,0,1,0,0,50.34,102.0,48.98,112.2,0
10,2019-03-18,BKNG,0,0,0,0,1751.79,3.0,1756.33,0,-2.22
11,2019-03-18,NCLH,0,0,1,0,56.21,89.0,56.16,0,0
12,2019-03-18,MAS,0,0,0,0,0.0,0.0,38.79,0,0
13,2019-03-19,CLX,0,0,0,0,159.75,31.0,153.81,0,74.4
14,2019-03-19,WFC,0,0,1,0,51.19,98.0,49.87,0,0
15,2019-03-19,NCLH,0,0,0,0,56.21,89.0,56.11,0,21.36
16,2019-03-19,BKNG,0,0,0,0,1751.79,3.0,1764.03,0,44.97
17,2019-03-20,ZION,0,0,0,0,0.0,0.0,46.11,0,0
18,2019-03-20,WFC,0,0,0,0,51.19,98.0,48.89,0,118.58
19,2019-03-20,CLX,0,0,0,0,159.75,31.0,152.91,0,111.91
20,2019-03-20,NCLH,0,0,0,0,56.21,89.0,55.87,0,56.07
21,2019-03-20,EVRG,1,0,0,0,56.54,88.0,55.19,0,0
22,2019-03-20,BKNG,0,0,0,0,1751.79,3.0,1774.43,0,42.03
23,2019-03-21,ZION,0,0,1,0,45.47,110.0,45.07,0,0
24,2019-03-21,WFC,0,0,0,0,51.19,98.0,48.37,0,190.12
25,2019-03-21,NCLH,0,0,0,0,56.21,89.0,56.5,0,-12.46
26,2019-03-21,BKNG,0,0,0,0,1751.79,3.0,1774.36,0,6.75
27,2019-03-21,MAS,0,0,1,0,38.83,129.0,38.75,0,0
28,2019-03-21,CLX,0,0,0,0,159.75,31.0,154.97,0,47.43
29,2019-03-22,BKNG,0,0,0,0,1751.79,3.0,1721.59,0,-113.34
30,2019-03-22,CLX,0,0,0,0,159.75,31.0,155.04,0,65.72
31,2019-03-22,NCLH,0,0,0,0,56.21,89.0,55.62,0,60.52
32,2019-03-25,BKNG,0,0,0,0,1751.79,3.0,1752.39,0,28.23
33,2019-03-25,ZION,0,0,0,1,43.92,110.0,42.82,170.5,0
34,2019-03-25,EVRG,0,0,0,0,56.54,88.0,56.46,0,125.84
35,2019-03-25,CLX,0,0,0,0,159.75,31.0,155.06,0,25.11
36,2019-03-26,BKNG,0,0,0,0,1751.79,3.0,1768.87,0,51.57
37,2019-03-26,CLX,0,0,0,0,159.75,31.0,156.83,0,1.24
38,2019-03-26,NCLH,0,0,0,1,54.65,89.0,54.48,138.84,0
39,2019-03-27,ZION,0,0,0,0,0.0,0.0,43.92,0,0
40,2019-03-27,CLX,0,0,0,0,159.75,31.0,157.2,0,-43.4
41,2019-03-27,BKNG,0,0,0,0,1751.79,3.0,1752.11,0,24.6
42,2019-03-27,NCLH,1,0,0,0,53.97,93.0,53.94,0,0
43,2019-03-28,NCLH,0,0,0,0,53.97,93.0,54.33,0,64.17
44,2019-03-28,BKNG,0,0,0,0,1751.79,3.0,1728.89,0,-45.57
45,2019-03-28,CLX,0,0,0,0,159.75,31.0,158.16,0,-25.11
