,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
0,BKNG,Name,Sector,[],2019-03-14,2020-01-08,2183.8,43.68,2814.28,-630.48,9,7,56.25,-237.99,-4.76,313.0,-90.0,[],16,50.0,50.0,4.46
1,CLX,Name,Sector,[],2019-03-14,2020-01-08,1050.3,21.01,1051.29,-0.99,5,1,83.33,-314.88,-6.3,210.0,-1.0,[],6,50.0,50.0,1061.91
2,EVRG,Name,Sector,[],2019-03-14,2019-12-12,743.47,14.87,743.47,0.0,4,1e-05,100.0,21.58,0.43,186.0,0.0,[],4,100.0,0.0,inf
3,FTV,Name,Sector,[],2019-10-08,2020-01-03,1106.24,22.12,1106.24,0.0,3,1e-05,100.0,56.55,1.13,369.0,0.0,[],3,66.67,33.33,inf
4,MAS,Name,Sector,[],2019-03-18,2020-01-07,2215.08,44.3,2470.62,-255.54,16,2,88.89,-227.04,-4.54,154.0,-128.0,[],18,38.89,61.11,9.67
5,NCLH,Name,Sector,[],2019-03-15,2020-01-08,-405.73,-8.11,1941.42,-2347.15,11,12,47.83,-332.22,-6.64,176.0,-196.0,[],23,52.17,47.83,0.83
6,WFC,Name,Sector,[],2019-03-19,2020-01-08,641.28,12.83,1337.63,-696.35,6,1,85.71,-992.2,-19.84,223.0,-696.0,[],7,0.0,100.0,1.92
7,ZION,Name,Sector,[],2019-03-15,2020-01-08,1999.45,39.99,2101.59,-102.14,11,2,84.62,-89.91,-1.8,191.0,-51.0,[],13,23.08,76.92,20.58
