Local time,Open,High,Low,Close,Volume
01.06.2011 00:00:00.000 GMT+0200,1.43946,1.43966,1.43943,1.43948,187.68
01.06.2011 00:05:00.000 GMT+0200,1.43948,1.43968,1.43948,1.43963,133.25
01.06.2011 00:10:00.000 GMT+0200,1.43964,1.44058,1.43963,1.44022,502.42
01.06.2011 00:15:00.000 GMT+0200,1.44021,1.44114,1.44021,1.44084,591.37
01.06.2011 00:20:00.000 GMT+0200,1.44083,1.44119,1.44063,1.44117,489.06
01.06.2011 00:25:00.000 GMT+0200,1.44117,1.44160,1.44117,1.44147,305.09
01.06.2011 00:30:00.000 GMT+0200,1.44147,1.44167,1.44139,1.44167,291.44
01.06.2011 00:35:00.000 GMT+0200,1.44171,1.44340,1.44164,1.44304,1085.51
01.06.2011 00:40:00.000 GMT+0200,1.44304,1.44313,1.44239,1.44299,730.6999999999999
01.06.2011 00:45:00.000 GMT+0200,1.44305,1.44321,1.44268,1.44279,380.90999999999997
01.06.2011 00:50:00.000 GMT+0200,1.44279,1.44285,1.44250,1.44278,259.02
01.06.2011 00:55:00.000 GMT+0200,1.44278,1.44299,1.44261,1.44263,179.10999999999999
01.06.2011 01:00:00.000 GMT+0200,1.44263,1.44300,1.44263,1.44281,304.69
01.06.2011 01:05:00.000 GMT+0200,1.44282,1.44286,1.44210,1.44216,293.96
01.06.2011 01:10:00.000 GMT+0200,1.44218,1.44366,1.44218,1.44357,868.71
01.06.2011 01:15:00.000 GMT+0200,1.44358,1.44365,1.44327,1.44349,762.73
01.06.2011 01:20:00.000 GMT+0200,1.44349,1.44349,1.44305,1.44316,590.33
01.06.2011 01:25:00.000 GMT+0200,1.44318,1.44319,1.44300,1.44312,344.85
01.06.2011 01:30:00.000 GMT+0200,1.44313,1.44333,1.44271,1.44294,601.83
01.06.2011 01:35:00.000 GMT+0200,1.44292,1.44297,1.44238,1.44253,327.98
01.06.2011 01:40:00.000 GMT+0200,1.44253,1.44315,1.44242,1.44267,644.54
01.06.2011 01:45:00.000 GMT+0200,1.44266,1.44313,1.44260,1.44307,479.83
01.06.2011 01:50:00.000 GMT+0200,1.44307,1.44326,1.44301,1.44309,309.6
01.06.2011 01:55:00.000 GMT+0200,1.44309,1.44316,1.44240,1.44240,405.71
01.06.2011 02:00:00.000 GMT+0200,1.44240,1.44287,1.44218,1.44244,777.0200000000001
01.06.2011 02:05:00.000 GMT+0200,1.44243,1.44243,1.44144,1.44170,936.9599999999999
01.06.2011 02:10:00.000 GMT+0200,1.44170,1.44200,1.44158,1.44159,430.72
01.06.2011 02:15:00.000 GMT+0200,1.44161,1.44225,1.44152,1.44210,499.27
01.06.2011 02:20:00.000 GMT+0200,1.44208,1.44208,1.44108,1.44108,709.34
01.06.2011 02:25:00.000 GMT+0200,1.44102,1.44174,1.44102,1.44144,449.71
01.06.2011 02:30:00.000 GMT+0200,1.44143,1.44148,1.44117,1.44143,297.6
01.06.2011 02:35:00.000 GMT+0200,1.44143,1.44164,1.44102,1.44153,345.85
01.06.2011 02:40:00.000 GMT+0200,1.44153,1.44162,1.44107,1.44129,372.91999999999996
01.06.2011 02:45:00.000 GMT+0200,1.44130,1.44130,1.44060,1.44106,510.71
01.06.2011 02:50:00.000 GMT+0200,1.44105,1.44150,1.44085,1.44125,549.27
01.06.2011 02:55:00.000 GMT+0200,1.44129,1.44131,1.44022,1.44031,682.03
01.06.2011 03:00:00.000 GMT+0200,1.44033,1.44125,1.44033,1.44074,965.8199999999999
01.06.2011 03:05:00.000 GMT+0200,1.44074,1.44138,1.44053,1.44117,719.24
01.06.2011 03:10:00.000 GMT+0200,1.44118,1.44142,1.44109,1.44122,370.29
01.06.2011 03:15:00.000 GMT+0200,1.44120,1.44129,1.44081,1.44105,603.63
01.06.2011 03:20:00.000 GMT+0200,1.44105,1.44120,1.44078,1.44102,365.14
01.06.2011 03:25:00.000 GMT+0200,1.44102,1.44102,1.44061,1.44092,497.78
01.06.2011 03:30:00.000 GMT+0200,1.44093,1.44199,1.44077,1.44151,845.03
01.06.2011 03:35:00.000 GMT+0200,1.44151,1.44177,1.44138,1.44163,710.05
01.06.2011 03:40:00.000 GMT+0200,1.44162,1.44175,1.44081,1.44091,716.48
01.06.2011 03:45:00.000 GMT+0200,1.44089,1.44144,1.44082,1.44115,530.11
01.06.2011 03:50:00.000 GMT+0200,1.44115,1.44156,1.44111,1.44147,379.25
01.06.2011 03:55:00.000 GMT+0200,1.44148,1.44173,1.44135,1.44150,418.88
01.06.2011 04:00:00.000 GMT+0200,1.44150,1.44222,1.44143,1.44200,672.95
01.06.2011 04:05:00.000 GMT+0200,1.44199,1.44203,1.44120,1.44133,496.34999999999997
01.06.2011 04:10:00.000 GMT+0200,1.44131,1.44190,1.44124,1.44187,371.33000000000004
01.06.2011 04:15:00.000 GMT+0200,1.44186,1.44204,1.44164,1.44174,439.95
