,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
0,2019-12-26,8,8,0,8,0.0,-80213.79,-80213.79,-461.080000000003
1,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
2,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
3,2019-12-30,13,13,0,13,0.0,-371170.0199999999,-371170.0199999999,-907.8500000000121
4,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
5,2019-12-30,14,13,0,14,0.0,-381515.32,-381515.32,-831.9000000000118
6,2019-12-31,15,15,0,15,0.0,-510896.25,-510896.25,-1452.7000000000128
7,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
8,2019-12-30,15,13,0,15,0.0,-391860.62,-391860.62,-755.9500000000114
9,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
10,2020-01-02,16,16,0,16,0.0,-671055.85,-671055.85,-2444.320000000016
11,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
12,2019-12-30,16,13,0,16,0.0,-402205.92,-402205.92,-680.0000000000111
13,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
14,2020-01-02,21,16,0,21,0.0,-941555.23,-941555.23,-2887.37000000003
15,2020-01-03,12,12,0,12,0.0,-520405.24,-520405.24,-2638.690000000005
16,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
17,2019-12-30,17,13,0,17,0.0,-412551.22,-412551.22,-604.0500000000109
18,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
19,2020-01-02,24,16,0,24,0.0,-1121832.13,-1121832.13,-2585.6800000000385
20,2020-01-03,15,12,0,15,0.0,-650667.02,-650667.02,-3191.770000000003
21,2020-01-06,13,13,0,13,0.0,-610450.5299999999,-610450.5299999999,-4028.890000000011
22,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
23,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
24,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
25,2020-01-02,26,16,0,26,0.0,-1242153.91,-1242153.91,-2343.030000000043
26,2020-01-03,17,12,0,17,0.0,-710795.7999999998,-710795.7999999998,-3227.130000000002
27,2020-01-06,15,13,0,15,0.0,-730875.8099999998,-730875.8099999998,-3746.3700000000126
28,2020-01-07,14,14,0,14,0.0,-760249.9600000002,-760249.9600000002,-6556.02000000002
29,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
30,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
31,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
32,2020-01-02,28,16,0,28,0.0,-1362475.69,-1362475.69,-2100.3800000000474
33,2020-01-03,18,12,0,18,0.0,-750748.44,-750748.44,-3262.490000000001
34,2020-01-06,16,13,0,16,0.0,-770963.97,-770963.97,-3841.4300000000153
35,2020-01-07,15,14,0,15,0.0,-809527.8600000001,-809527.8600000001,-6825.130000000021
36,2020-01-08,17,17,1,16,10064.88,-982532.48,-972467.6,-7762.170000000014
37,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
38,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
39,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
40,2020-01-02,30,16,0,30,0.0,-1482797.47,-1482797.47,-1857.7300000000519
41,2020-01-03,19,12,0,19,0.0,-790701.08,-790701.08,-3297.8499999999995
42,2020-01-06,17,13,0,17,0.0,-811052.13,-811052.13,-3936.4900000000175
43,2020-01-07,15,14,0,15,0.0,-809527.8600000001,-809527.8600000001,-6825.130000000021
44,2020-01-08,17,17,1,16,10064.88,-982532.48,-972467.6,-7762.170000000017
45,2020-01-09,29,29,4,25,50093.96,-1282469.16,-1232375.2,-10742.530000000015
46,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
47,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
48,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
49,2020-01-02,32,16,0,32,0.0,-1603119.25,-1603119.25,-1615.080000000055
50,2020-01-03,20,12,0,20,0.0,-830653.72,-830653.72,-3333.209999999998
51,2020-01-06,18,13,0,18,0.0,-851140.29,-851140.29,-4031.5500000000206
52,2020-01-07,15,14,0,15,0.0,-809527.8600000001,-809527.8600000001,-6825.130000000021
53,2020-01-08,17,17,1,16,10064.88,-982532.48,-972467.6,-7762.170000000017
54,2020-01-09,31,29,6,25,70021.12,-1282469.16,-1212448.0399999996,-10593.020000000015
55,2020-01-10,28,28,2,26,50268.72,-1543095.04,-1492826.32,-12754.340000000017
56,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
57,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
58,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
59,2020-01-02,33,16,0,33,0.0,-1663139.11,-1663139.11,-1495.570000000057
60,2020-01-03,21,12,0,21,0.0,-870606.36,-870606.36,-3368.569999999997
61,2020-01-06,19,13,0,19,0.0,-891228.4500000002,-891228.4500000002,-4126.610000000024
62,2020-01-07,15,14,0,15,0.0,-809527.8600000001,-809527.8600000001,-6825.130000000021
63,2020-01-08,17,17,1,16,10064.88,-982532.48,-972467.6,-7762.170000000017
64,2020-01-09,32,29,7,25,79962.72,-1282469.16,-1202506.44,-10438.320000000016
65,2020-01-10,28,28,2,26,50268.72,-1543095.0399999996,-1492826.32,-12754.340000000017
66,2020-01-13,30,30,3,27,90435.24,-2114642.96,-2024207.72,-17678.930000000026
67,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
68,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
69,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
70,2020-01-02,34,16,0,34,0.0,-1723158.9700000002,-1723158.9700000002,-1376.0600000000588
71,2020-01-03,22,12,0,22,0.0,-910559.0,-910559.0,-3403.9299999999957
72,2020-01-06,20,13,0,20,0.0,-931316.61,-931316.61,-4221.670000000026
73,2020-01-07,15,14,0,15,0.0,-809527.8600000001,-809527.8600000001,-6825.130000000021
74,2020-01-08,17,17,1,16,10064.88,-982532.48,-972467.6,-7762.170000000017
75,2020-01-09,33,29,8,25,89904.32,-1282469.16,-1192564.84,-10283.620000000015
76,2020-01-10,28,28,2,26,50268.72,-1543095.0399999996,-1492826.32,-12754.340000000013
77,2020-01-13,31,30,3,28,90435.24,-2245394.53,-2154959.29,-17054.960000000025
78,2020-01-14,31,31,2,29,110574.48,-2254465.82,-2143891.34,-22224.100000000028
79,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
80,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
81,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
82,2020-01-02,35,16,0,35,0.0,-1783178.8300000003,-1783178.8300000003,-1256.5500000000611
83,2020-01-03,23,12,0,23,0.0,-950511.64,-950511.64,-3439.2899999999945
84,2020-01-06,21,13,0,21,0.0,-971404.77,-971404.77,-4316.730000000031
85,2020-01-07,15,14,0,15,0.0,-809527.8600000001,-809527.8600000001,-6825.130000000021
86,2020-01-08,17,17,1,16,10064.88,-982532.48,-972467.6,-7762.170000000017
87,2020-01-09,34,29,9,25,99845.92,-1282469.16,-1182623.2399999998,-10128.920000000016
88,2020-01-10,28,28,2,26,50268.72,-1543095.0399999996,-1492826.32,-12754.340000000017
89,2020-01-13,32,30,3,29,90435.24,-2376146.1,-2285710.8600000003,-16430.990000000023
90,2020-01-14,33,31,3,30,160759.68,-2384387.06,-2223627.38,-21996.400000000038
91,2020-01-15,31,31,2,29,80337.59999999999,-2395063.69,-2314726.0900000003,-26852.78000000001
92,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
93,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
94,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
95,2020-01-02,36,16,0,36,0.0,-1843198.6900000004,-1843198.6900000004,-1137.0400000000634
96,2020-01-03,24,12,0,24,0.0,-990464.28,-990464.28,-3474.6499999999933
97,2020-01-06,22,13,0,22,0.0,-1011492.9300000002,-1011492.9300000002,-4411.7900000000345
98,2020-01-07,15,14,0,15,0.0,-809527.8600000001,-809527.8600000001,-6825.130000000021
99,2020-01-08,17,17,1,16,10064.88,-982532.48,-972467.6,-7762.170000000017
100,2020-01-09,34,29,9,25,99845.92,-1282469.16,-1182623.2399999998,-10128.920000000016
101,2020-01-10,28,28,2,26,50268.72,-1543095.0399999996,-1492826.32,-12754.340000000013
102,2020-01-13,33,30,3,30,90435.24,-2506897.6699999995,-2416462.43,-15807.020000000019
103,2020-01-14,34,31,3,31,160759.68,-2514308.3000000003,-2353548.62,-21814.72000000005
104,2020-01-15,31,31,2,29,80337.59999999999,-2395063.69,-2314726.0900000003,-26852.78000000001
105,2020-01-16,34,34,4,30,180019.58000000005,-2675587.27,-2495567.69,-33024.86
106,2019-12-26,16,8,0,16,0.0,-320855.16,-320855.16,-1620.4000000000117
107,2019-12-30,18,13,0,18,0.0,-422896.52,-422896.52,-528.1000000000106
108,2019-12-31,15,15,0,15,0.0,-510896.25000000006,-510896.25000000006,-1452.7000000000132
109,2020-01-02,37,16,0,37,0.0,-1903218.5500000003,-1903218.5500000003,-1017.5300000000653
110,2020-01-03,25,12,0,25,0.0,-1030416.92,-1030416.92,-3510.0099999999934
