,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507425,Stock,6248722,JNPR,-410.0,24.31437755
1,DU1507425,Stock,268627,DHI,-189.0,53.3334857
2,DU1507425,Stock,371886040,LHX,-47.0,210.84424045
3,DU1507425,Stock,233674866,CHTR,-20.0,489.38975
4,DU1507425,Stock,129348126,NWSA,-708.0,14.1145887
5,DU1507425,Stock,6585,DTE,-78.0,129.1643859
6,DU1507425,Stock,136370275,ICE,-103.0,96.1808029
7,DU1507425,Stock,308728373,BKNG,5.0,1996.7
8,DU1507425,Stock,45182651,CXO,-117.0,85.81955725
9,DU1507425,Stock,11295,PPG,76.0,126.9031579
10,DU1507425,Stock,4157,ADI,84.0,119.8238095
11,DU1507425,Stock,5026984,LNT,-180.0,55.46762165
12,DU1507425,Stock,120643512,NCLH,-176.0,56.68302555
13,DU1507425,Stock,9360,MAS,-203.0,49.0438655
14,DU1507425,Stock,272207,MXIM,-163.0,61.4724736
15,DU1507425,Stock,12120,SHW,-18.0,563.63265555
16,DU1507425,Stock,181764593,EQIX,-17.0,582.559
17,DU1507425,Stock,5941,COF,-99.0,101.63767575
18,DU1507425,Stock,9091,LEN,-168.0,59.66269345
19,DU1507425,Stock,272992,PCAR,-130.0,76.78059925
20,DU1507425,Stock,12814,TJX,-164.0,61.0425195
21,DU1507425,Stock,2586156,KMX,-110.0,90.8389091
22,DU1507425,Stock,8758,K,-145.0,69.12465655
23,DU1507425,Stock,94078796,FBHS,-150.0,66.89516265
24,DU1507425,Stock,236074120,FTV,128.0,78.165625
25,DU1507425,Stock,209411798,HPE,-670.0,14.9345718
26,DU1507425,Stock,5794,CLX,-66.0,152.18127575
27,DU1507425,Stock,6832,EMN,-136.0,73.3810088
