,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507425,Stock,6248722,JNPR,-410.0,24.31437755
1,DU1507425,Stock,268627,DHI,-189.0,53.3334857
2,DU1507425,Stock,13805,WMB,-426.0,23.53439365
3,DU1507425,Stock,371886040,LHX,-47.0,210.84424045
4,DU1507425,Stock,233674866,CHTR,-20.0,489.38975
5,DU1507425,Stock,129348126,NWSA,-708.0,14.1145887
6,DU1507425,Stock,6585,DTE,-78.0,129.1643859
7,DU1507425,Stock,11697,ROK,-49.0,203.2752653
8,DU1507425,Stock,308728373,BKNG,-5.0,2063.66716
9,DU1507425,Stock,45182651,CXO,-117.0,85.81955725
10,DU1507425,Stock,272428,JWN,-251.0,40.7019267
11,DU1507425,Stock,4157,ADI,84.0,119.8238095
12,DU1507425,Stock,105669270,PSX,-96.0,103.87731355
13,DU1507425,Stock,5026984,LNT,-180.0,55.46762165
14,DU1507425,Stock,120643512,NCLH,-176.0,56.68302555
15,DU1507425,Stock,272207,MXIM,-163.0,61.4724736
16,DU1507425,Stock,12120,SHW,-18.0,563.63265555
17,DU1507425,Stock,87335484,C,-122.0,81.779991
18,DU1507425,Stock,181764593,EQIX,-17.0,582.559
19,DU1507425,Stock,5941,COF,-99.0,101.63767575
20,DU1507425,Stock,9174,LNC,168.0,58.83
21,DU1507425,Stock,9091,LEN,-168.0,59.66269345
22,DU1507425,Stock,272992,PCAR,-127.0,78.9046252
23,DU1507425,Stock,12814,TJX,-164.0,61.0425195
24,DU1507425,Stock,2586156,KMX,-110.0,90.8389091
25,DU1507425,Stock,8758,K,-145.0,69.12465655
26,DU1507425,Stock,94078796,FBHS,-150.0,66.89516265
27,DU1507425,Stock,4762,BA,-30.0,332.04967335
28,DU1507425,Stock,236074120,FTV,128.0,78.165625
29,DU1507425,Stock,209411798,HPE,-635.0,15.7645545
30,DU1507425,Stock,5794,CLX,-66.0,152.18127575
