Local time,Open,High,Low,Close,Volume
03.08.2003 23:00:00.000 GMT+0200,1.39778,1.40700,1.39510,1.40319,149891.96899999998
04.08.2003 23:00:00.000 GMT+0200,1.40311,1.41119,1.39951,1.39951,150277.4591
05.08.2003 23:00:00.000 GMT+0200,1.39896,1.40630,1.39658,1.40400,149463.7582
06.08.2003 23:00:00.000 GMT+0200,1.40391,1.40646,1.39109,1.39194,150926.8702
07.08.2003 23:00:00.000 GMT+0200,1.39190,1.39747,1.38928,1.39096,150616.1491
10.08.2003 23:00:00.000 GMT+0200,1.39095,1.39937,1.37572,1.37997,167762.89020000002
11.08.2003 23:00:00.000 GMT+0200,1.38011,1.38531,1.37839,1.38452,184417.80959999998
12.08.2003 23:00:00.000 GMT+0200,1.38441,1.38947,1.37794,1.37822,180142.53080000004
13.08.2003 23:00:00.000 GMT+0200,1.37873,1.39698,1.37696,1.39343,177164.5294
14.08.2003 23:00:00.000 GMT+0200,1.39330,1.39378,1.38382,1.38627,156038.82169999997
17.08.2003 23:00:00.000 GMT+0200,1.38597,1.39381,1.38429,1.39084,175457.06869999997
18.08.2003 23:00:00.000 GMT+0200,1.39106,1.40255,1.39017,1.39545,181915.6103
19.08.2003 23:00:00.000 GMT+0200,1.39535,1.40774,1.39252,1.40089,185418.86069999996
20.08.2003 23:00:00.000 GMT+0200,1.40121,1.41068,1.40078,1.40647,197531.00979999994
21.08.2003 23:00:00.000 GMT+0200,1.40603,1.41606,1.39987,1.40065,178862.78009999997
24.08.2003 23:00:00.000 GMT+0200,1.40104,1.40287,1.39570,1.40091,178474.5201
25.08.2003 23:00:00.000 GMT+0200,1.40089,1.40430,1.39077,1.39299,188694.81859999997
26.08.2003 23:00:00.000 GMT+0200,1.39297,1.40586,1.39285,1.40158,184862.57980000004
27.08.2003 23:00:00.000 GMT+0200,1.40168,1.40774,1.39319,1.39461,190749.27070000002
28.08.2003 23:00:00.000 GMT+0200,1.39456,1.40110,1.38383,1.38592,181133.9392
31.08.2003 23:00:00.000 GMT+0200,1.38558,1.38616,1.37523,1.37792,143476.64979999998
01.09.2003 23:00:00.000 GMT+0200,1.37821,1.39427,1.37649,1.39285,204621.5428
02.09.2003 23:00:00.000 GMT+0200,1.39285,1.39747,1.37736,1.37912,187775.94989999995
03.09.2003 23:00:00.000 GMT+0200,1.37845,1.38415,1.36913,1.37158,191573.6191
04.09.2003 23:00:00.000 GMT+0200,1.37169,1.37379,1.36486,1.36835,184786.359
07.09.2003 23:00:00.000 GMT+0200,1.36908,1.37684,1.36486,1.37432,190839.1986
08.09.2003 23:00:00.000 GMT+0200,1.37397,1.37487,1.36177,1.36645,177475.8598
09.09.2003 23:00:00.000 GMT+0200,1.36628,1.37127,1.36278,1.36755,177570.3406
10.09.2003 23:00:00.000 GMT+0200,1.36727,1.37423,1.36482,1.37013,186786.35960000003
11.09.2003 23:00:00.000 GMT+0200,1.37008,1.37423,1.36072,1.36459,165179.2697
14.09.2003 23:00:00.000 GMT+0200,1.36473,1.37112,1.36273,1.36605,166682.17140000002
15.09.2003 23:00:00.000 GMT+0200,1.36640,1.37091,1.36336,1.36813,181809.4604
16.09.2003 23:00:00.000 GMT+0200,1.36817,1.37381,1.36356,1.36589,182423.13019999999
17.09.2003 23:00:00.000 GMT+0200,1.36566,1.36783,1.35883,1.36047,185722.7488
18.09.2003 23:00:00.000 GMT+0200,1.36054,1.36254,1.34569,1.34805,179100.54020000002
21.09.2003 23:00:00.000 GMT+0200,1.34203,1.35042,1.33632,1.34967,190495.5184
22.09.2003 23:00:00.000 GMT+0200,1.34973,1.35824,1.34565,1.35622,187993.97090000001
23.09.2003 23:00:00.000 GMT+0200,1.35619,1.35826,1.34805,1.34895,191248.36190000002
24.09.2003 23:00:00.000 GMT+0200,1.34918,1.35197,1.34461,1.34836,179798.89909999998
25.09.2003 23:00:00.000 GMT+0200,1.34823,1.35782,1.34795,1.35166,188700.25139999998
28.09.2003 23:00:00.000 GMT+0200,1.35250,1.36351,1.35057,1.35083,173054.51160000003
29.09.2003 23:00:00.000 GMT+0200,1.35040,1.35546,1.34247,1.35098,195699.2425
30.09.2003 23:00:00.000 GMT+0200,1.35138,1.35376,1.34418,1.34686,185235.05169999998
01.10.2003 23:00:00.000 GMT+0200,1.34633,1.35152,1.33701,1.33957,184892.4303
02.10.2003 23:00:00.000 GMT+0200,1.33935,1.34786,1.33680,1.34391,185421.54869999998
05.10.2003 23:00:00.000 GMT+0200,1.34400,1.34878,1.33844,1.33909,164050.8186
