,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507425,Stock,9705,MMC,-142.0,105.97064505
1,DU1507425,Stock,5516,CCL,333.0,44.815
2,DU1507425,Stock,3691937,AMZN,9.0,1738.5711111
3,DU1507425,Stock,9360,MAS,-328.0,45.5339384
4,DU1507425,Stock,338719530,LIN,-71.0,209.2714648
5,DU1507425,Stock,36320731,CHRW,-200.0,74.5633375
6,DU1507425,Stock,276066,STZ,-83.0,179.56411565
7,DU1507425,Stock,346403540,CI,76.0,196.4131579
8,DU1507425,Stock,12869,TMO,-49.0,306.1731347
9,DU1507425,Stock,4644,ATO,100.0,109.72
10,DU1507425,Stock,265598,AAPL,-56.0,265.5265268
11,DU1507425,Stock,107113386,FB,-77.0,194.69286365
12,DU1507425,Stock,4726176,ALXN,-138.0,108.4103906
13,DU1507425,Stock,266093,AMAT,-241.0,61.93359875
14,DU1507425,Stock,661507,LH,-87.0,171.19484255
