,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
51,2019-12-04,39,36,19,20,1659151.21,-2098823.43,-439672.2200000001,-4704.699999999977
52,2019-12-05,43,37,21,22,2111793.23,-2699004.33,-587211.1,-21815.049999999974
53,2019-12-06,34,34,17,17,1870759.34,-2266669.61,-395910.27000000014,-13144.539999999983
54,2019-11-18,28,3,6,22,89550.36,-655991.2700000001,-566440.91,-4581.840000000008
55,2019-11-21,54,34,13,41,579997.3300000001,-1889579.65,-1309582.3200000005,-15010.410000000007
56,2019-11-22,34,34,14,20,783817.57,-1180185.2300000002,-396367.6600000001,808.2200000000107
57,2019-11-25,44,36,24,20,1611697.65,-1463879.61,147818.0400000001,17034.380000000063
58,2019-11-26,129,38,59,70,4710674.32,-6469779.2799999975,-1759104.96,-15697.519999999995
59,2019-11-29,107,50,33,74,2548297.46,-4213247.3100000005,-1664949.85,23426.65000000002
60,2019-12-04,40,36,19,21,1659151.21,-2128531.6300000004,-469380.42,-4266.819999999975
61,2019-12-05,49,37,24,25,2378922.1100000003,-3019596.18,-640674.0699999997,-26989.689999999977
62,2019-12-06,35,34,18,17,1910261.5,-2266669.61,-356408.1100000001,-12694.359999999986
63,2019-12-09,34,34,17,17,2052122.67,-2475518.59,-423395.92,-16501.549999999992
64,2019-11-18,30,3,6,24,89550.36,-715626.8400000002,-626076.4800000001,-4883.9400000000105
65,2019-11-21,56,34,13,43,579997.3300000001,-1979860.45,-1399863.12,-16302.200000000017
66,2019-11-22,34,34,14,20,783817.57,-1180185.2300000002,-396367.6600000001,808.2200000000107
67,2019-11-25,45,36,25,20,1686003.65,-1463879.61,222124.04000000007,18836.38000000007
68,2019-11-26,131,38,60,71,4815363.5200000005,-6589708.3199999975,-1774344.7999999996,-17730.649999999998
69,2019-11-29,121,50,36,85,2786491.38,-4644894.87,-1858403.49,30200.520000000015
70,2019-12-04,41,36,19,22,1659151.21,-2158239.8300000005,-499088.62000000005,-3828.9399999999737
71,2019-12-05,55,37,27,28,2646050.99,-3340188.0300000007,-694137.0399999997,-32164.32999999997
72,2019-12-06,36,34,19,17,1949763.66,-2266669.61,-316905.9500000001,-12244.179999999988
73,2019-12-09,68,34,33,35,4535621.14,-5372959.81,-837338.6700000003,-37420.859999999986
74,2019-12-10,1,1,1,0,14716.64,0.0,14716.64,41.35999999999978
75,2019-11-18,32,3,6,26,89550.36,-775262.41,-685712.05,-5186.040000000009
76,2019-11-21,58,34,13,45,579997.3300000001,-2070141.25,-1490143.92,-17593.99000000002
77,2019-11-22,34,34,14,20,783817.57,-1180185.2300000002,-396367.6600000001,808.2200000000107
78,2019-11-25,46,36,26,20,1760309.65,-1463879.61,296430.0400000001,20638.38000000008
79,2019-11-26,133,38,61,72,4920052.720000002,-6709637.36,-1789584.64,-19763.78
80,2019-11-29,134,50,38,96,2905262.1,-5076542.43,-2171280.33,36132.640000000014
81,2019-12-04,42,36,19,23,1659151.21,-2187948.0300000007,-528796.8200000001,-3391.0599999999718
82,2019-12-05,61,37,30,31,2913179.87,-3660779.88,-747600.0099999994,-37338.96999999997
83,2019-12-06,37,34,20,17,1989265.82,-2266669.61,-277403.79000000004,-11793.999999999987
84,2019-12-09,71,34,36,35,4994875.66,-5372959.81,-378084.15000000014,-42390.45
85,2019-12-10,1,1,1,0,14716.64,0.0,14716.64,41.35999999999978
86,2019-12-11,34,34,16,18,2399651.67,-3106939.35,-707287.68,-16530.73999999998
87,2019-11-18,34,3,6,28,89550.36,-834897.9800000001,-745347.62,-5488.1400000000085
88,2019-11-21,60,34,13,47,579997.3300000001,-2160422.0500000003,-1580424.72,-18885.780000000024
89,2019-11-22,34,34,14,20,783817.57,-1180185.2300000002,-396367.6600000001,808.2200000000107
90,2019-11-25,47,36,27,20,1834615.6500000001,-1463879.6099999999,370736.0400000001,22440.380000000085
91,2019-11-26,135,38,62,73,5024741.920000001,-6829566.4,-1804824.4799999997,-21796.91000000001
92,2019-11-29,147,50,40,107,3024032.82,-5508189.990000001,-2484157.17,42064.76000000001
93,2019-12-04,43,36,19,24,1659151.21,-2217656.23,-558505.02,-2953.1799999999707
94,2019-12-05,67,37,33,34,3180308.75,-3981371.73,-801062.9799999992,-42513.609999999964
95,2019-12-06,38,34,21,17,2028767.9799999997,-2266669.61,-237901.63000000003,-11343.81999999999
96,2019-12-09,74,34,39,35,5454130.18,-5372959.81,81170.3699999999,-47360.04
97,2019-12-10,1,1,1,0,14716.64,0.0,14716.64,41.35999999999978
98,2019-12-11,42,34,23,19,3137600.5799999996,-3347703.19,-210102.6099999999,-22770.069999999996
99,2019-12-12,27,27,9,18,1729955.42,-3070523.3,-1340567.88,-11585.40999999996
