,Date du Relevé,Compte,Type,Ticker,Quantité,Average Cost,Exposition,Date,Close,Latent PnL
0,2019-11-21,DU1507425,Stock,CAH,266.0,55.5,14763.0,2019-11-20,55.41,-23.94000000000091
1,2019-11-21,DU1507425,Stock,MMC,-142.0,105.97,-15047.74,2019-11-20,107.16,-168.9799999999997
2,2019-11-21,DU1507425,Stock,VRTX,-71.0,212.48,-15086.08,2019-11-20,215.07,-183.89000000000027
3,2019-11-21,DU1507425,Stock,AMZN,17.0,1746.85,29696.45,2019-11-20,1745.53,-22.43999999999892
4,2019-11-21,DU1507425,Stock,MCK,99.0,149.9,14840.1,2019-11-20,150.7,79.19999999999831
5,2019-11-21,DU1507425,Stock,CNC,-252.0,59.56,-15009.12,2019-11-20,59.46,25.200000000000358
6,2019-11-21,DU1507425,Stock,XRX,-380.0,39.39,-14968.2,2019-11-20,38.3,414.2000000000013
7,2019-11-21,DU1507425,Stock,MAR,110.0,135.96,14955.6,2019-11-20,132.71,-357.5
8,2019-11-21,DU1507425,Stock,MAS,-2.0,45.53,-91.06,2019-11-20,45.76,-0.4599999999999938
9,2019-11-21,DU1507425,Stock,LIN,-71.0,209.27,-14858.17,2019-11-20,206.18,219.39000000000027
10,2019-11-21,DU1507425,Stock,CHRW,-200.0,74.56,-14912.0,2019-11-20,75.56,-200.0
11,2019-11-21,DU1507425,Stock,STZ,-83.0,179.56,-14903.48,2019-11-20,185.86,-522.900000000001
12,2019-11-21,DU1507425,Stock,CI,75.0,197.52,14814.0,2019-11-20,199.91,179.24999999999898
13,2019-11-21,DU1507425,Stock,KMX,-150.0,99.72,-14958.0,2019-11-20,99.57,22.500000000000853
14,2019-11-21,DU1507425,Stock,NDAQ,-143.0,104.58,-14954.94,2019-11-20,105.7,-160.16000000000062
15,2019-11-21,DU1507425,Stock,HUM,-45.0,334.44,-15049.8,2019-11-20,337.77,-149.84999999999928
16,2019-11-21,DU1507425,Stock,TMO,-49.0,306.17,-15002.33,2019-11-20,307.33,-56.839999999998426
17,2019-11-21,DU1507425,Stock,ATO,100.0,109.72,10972.0,2019-11-20,108.79,-92.99999999999926
18,2019-11-21,DU1507425,Stock,FBHS,234.0,63.5,14859.0,2019-11-20,61.95,-362.69999999999936
19,2019-11-21,DU1507425,Stock,KO,-282.0,53.13,-14982.66,2019-11-20,53.22,-25.37999999999896
20,2019-11-21,DU1507425,Stock,SWKS,153.0,97.65,14940.45,2019-11-20,96.04,-246.33
21,2019-11-21,DU1507425,Stock,REGN,-44.0,341.08,-15007.52,2019-11-20,344.24,-139.0400000000011
22,2019-11-21,DU1507425,Stock,AAPL,-56.0,265.53,-14869.68,2019-11-20,263.19,131.0399999999986
23,2019-11-21,DU1507425,Stock,FB,-77.0,194.69,-14991.13,2019-11-20,197.51,-217.13999999999947
24,2019-11-21,DU1507425,Stock,ALXN,-138.0,108.41,-14960.58,2019-11-20,108.53,-16.560000000000628
25,2019-11-21,DU1507425,Stock,FISV,-128.0,116.31,-14887.68,2019-11-20,115.35,122.88000000000099
26,2019-11-21,DU1507425,Stock,SHW,-25.0,585.58,-14639.5,2019-11-20,576.02,239.00000000000148
27,2019-11-21,DU1507425,Stock,SIVB,65.0,229.66,14927.9,2019-11-20,228.38,-83.20000000000006
28,2019-11-21,DU1507425,Stock,DHI,-273.0,54.71,-14935.83,2019-11-20,54.57,38.220000000000155
29,2019-11-21,DU1507425,Stock,DHR,106.0,140.2,14861.2,2019-11-20,142.96,292.56000000000205
30,2019-11-21,DU1507425,Stock,LH,-87.0,171.19,-14893.53,2019-11-20,170.87,27.83999999999941
31,2019-11-21,DU1507425,Stock,NCLH,278.0,53.6,14900.8,2019-11-20,52.78,-227.96000000000006
32,2019-11-20,DU1507425,Stock,MMC,-142.0,105.97,-15047.74,2019-11-19,107.18,-171.8200000000011
33,2019-11-20,DU1507425,Stock,VRTX,-71.0,212.48,-15086.08,2019-11-19,215.0,-178.92000000000073
34,2019-11-20,DU1507425,Stock,AMZN,17.0,1746.85,29696.45,2019-11-19,1752.79,100.98000000000091
35,2019-11-20,DU1507425,Stock,MCK,99.0,149.9,14840.1,2019-11-19,150.25,34.649999999999444
36,2019-11-20,DU1507425,Stock,CNC,-252.0,59.56,-15009.12,2019-11-19,59.39,42.84000000000043
37,2019-11-20,DU1507425,Stock,XRX,-380.0,39.39,-14968.2,2019-11-19,38.69,266.0000000000011
38,2019-11-20,DU1507425,Stock,MAR,110.0,135.96,14955.6,2019-11-19,134.99,-106.69999999999986
39,2019-11-20,DU1507425,Stock,MAS,-2.0,45.53,-91.06,2019-11-19,45.61,-0.1599999999999966
40,2019-11-20,DU1507425,Stock,LIN,-71.0,209.27,-14858.17,2019-11-19,207.43,130.64000000000024
41,2019-11-20,DU1507425,Stock,CHRW,-200.0,74.56,-14912.0,2019-11-19,75.9,-268.0000000000007
42,2019-11-20,DU1507425,Stock,STZ,-83.0,179.56,-14903.48,2019-11-19,180.96,-116.20000000000047
43,2019-11-20,DU1507425,Stock,CI,75.0,197.52,14814.0,2019-11-19,200.02,187.5
44,2019-11-20,DU1507425,Stock,KMX,-150.0,99.72,-14958.0,2019-11-19,100.15,-64.50000000000102
45,2019-11-20,DU1507425,Stock,NDAQ,-143.0,104.58,-14954.94,2019-11-19,105.07,-70.06999999999927
46,2019-11-20,DU1507425,Stock,HUM,-45.0,334.44,-15049.8,2019-11-19,336.13,-76.0499999999999
47,2019-11-20,DU1507425,Stock,TMO,-49.0,306.17,-15002.33,2019-11-19,306.42,-12.25
48,2019-11-20,DU1507425,Stock,ATO,100.0,109.72,10972.0,2019-11-19,108.64,-107.99999999999984
49,2019-11-20,DU1507425,Stock,FBHS,234.0,63.5,14859.0,2019-11-19,62.24,-294.8399999999995
50,2019-11-20,DU1507425,Stock,KO,-282.0,53.13,-14982.66,2019-11-19,53.08,14.100000000001204
51,2019-11-20,DU1507425,Stock,SWKS,153.0,97.65,14940.45,2019-11-19,96.61,-159.12000000000097
52,2019-11-20,DU1507425,Stock,REGN,-44.0,341.08,-15007.52,2019-11-19,344.46,-148.7199999999998
53,2019-11-20,DU1507425,Stock,AAPL,-56.0,265.53,-14869.68,2019-11-19,266.29,-42.56000000000267
54,2019-11-20,DU1507425,Stock,FB,-77.0,194.69,-14991.13,2019-11-19,199.32,-356.5099999999996
55,2019-11-20,DU1507425,Stock,ALXN,-138.0,108.41,-14960.58,2019-11-19,110.65,-309.12000000000126
56,2019-11-20,DU1507425,Stock,SHW,-25.0,585.58,-14639.5,2019-11-19,584.2,34.49999999999989
57,2019-11-20,DU1507425,Stock,SIVB,65.0,229.66,14927.9,2019-11-19,229.5,-10.399999999999777
58,2019-11-20,DU1507425,Stock,DHI,-273.0,54.71,-14935.83,2019-11-19,54.14,155.6100000000001
59,2019-11-20,DU1507425,Stock,DHR,106.0,140.2,14861.2,2019-11-19,143.6,360.4000000000006
60,2019-11-20,DU1507425,Stock,LH,-87.0,171.19,-14893.53,2019-11-19,171.24,-4.350000000000989
61,2019-11-20,DU1507425,Stock,NCLH,278.0,53.6,14900.8,2019-11-19,53.66,16.679999999998657
62,2019-11-19,DU1507425,Stock,MMC,-142.0,105.97,-15047.74,2019-11-18,106.24,-38.339999999999435
63,2019-11-19,DU1507425,Stock,CCL,333.0,44.82,14925.06,2019-11-18,44.19,-209.79000000000084
64,2019-11-19,DU1507425,Stock,AMZN,9.0,1738.57,15647.13,2019-11-18,1752.53,125.6400000000003
65,2019-11-19,DU1507425,Stock,MAS,-328.0,45.53,-14933.84,2019-11-18,45.71,-59.03999999999991
66,2019-11-19,DU1507425,Stock,LIN,-71.0,209.27,-14858.17,2019-11-18,209.11,11.359999999999756
67,2019-11-19,DU1507425,Stock,CHRW,-200.0,74.56,-14912.0,2019-11-18,75.2,-128.00000000000009
68,2019-11-19,DU1507425,Stock,STZ,-83.0,179.56,-14903.48,2019-11-18,174.89,387.6100000000013
69,2019-11-19,DU1507425,Stock,CI,76.0,196.41,14927.16,2019-11-18,198.38,149.7199999999999
70,2019-11-19,DU1507425,Stock,TMO,-49.0,306.17,-15002.33,2019-11-18,300.99,253.82000000000042
71,2019-11-19,DU1507425,Stock,ATO,100.0,109.72,10972.0,2019-11-18,109.29,-42.99999999999925
72,2019-11-19,DU1507425,Stock,AAPL,-56.0,265.53,-14869.68,2019-11-18,267.1,-87.9200000000028
73,2019-11-19,DU1507425,Stock,FB,-77.0,194.69,-14991.13,2019-11-18,197.4,-208.6700000000006
74,2019-11-19,DU1507425,Stock,ALXN,-138.0,108.41,-14960.58,2019-11-18,107.97,60.719999999999686
75,2019-11-19,DU1507425,Stock,AMAT,-241.0,61.93,-14925.13,2019-11-18,62.14,-50.61000000000021
76,2019-11-19,DU1507425,Stock,LH,-87.0,171.19,-14893.53,2019-11-18,168.43,240.1199999999992
77,2019-11-22,DU1507425,Stock,CAH,266.0,55.5,14763.0,2019-11-21,55.17,-87.77999999999955
78,2019-11-22,DU1507425,Stock,MMC,-142.0,105.97,-15047.74,2019-11-21,107.12,-163.3000000000008
79,2019-11-22,DU1507425,Stock,VRTX,-71.0,212.48,-15086.08,2019-11-21,215.5,-214.42000000000075
80,2019-11-22,DU1507425,Stock,AMZN,17.0,1746.85,29696.45,2019-11-21,1734.71,-206.37999999999784
81,2019-11-22,DU1507425,Stock,MCK,99.0,149.9,14840.1,2019-11-21,152.26,233.6399999999985
82,2019-11-22,DU1507425,Stock,CNC,-252.0,59.56,-15009.12,2019-11-21,59.69,-32.759999999998854
83,2019-11-22,DU1507425,Stock,XRX,-380.0,39.39,-14968.2,2019-11-21,38.69,266.0000000000011
84,2019-11-22,DU1507425,Stock,MAR,110.0,135.96,14955.6,2019-11-21,132.98,-327.800000000002
85,2019-11-22,DU1507425,Stock,MAS,-2.0,45.53,-91.06,2019-11-21,46.12,-1.1799999999999926
