"Date","Ticker","Open Long","Close Long","Open Short","Close Short","Buy/Sell Price","Quantity","PNL","Cumulative PNL","Latent PNL"
11/07/18,"MMM",1,0,0,0,201,45,0,FALSE,0
11/07/18,"AOS",0,0,1,0,47.56,133,0,FALSE,0
11/07/18,"ABT",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ABBV",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ACN",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ATVI",0,0,1,0,65.37,173,0,FALSE,0
11/07/18,"AYI",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ADBE",0,0,1,0,253.31,37,0,FALSE,0
11/07/18,"AAP",1,0,0,0,170.12,72,0,FALSE,0
11/07/18,"AMD",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AES",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AMG",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AFL",0,0,0,0,0,0,0,FALSE,0
11/07/18,"A",0,0,0,0,0,0,0,FALSE,0
11/07/18,"APD",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AKAM",1,0,0,0,71.46,244,0,FALSE,0
11/07/18,"ALK",0,0,1,0,65.97,178,0,FALSE,0
11/07/18,"ALB",0,0,1,0,104.3,63,0,FALSE,0
11/07/18,"ARE",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ALXN",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ALGN",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ALLE",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AGN",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ADS",0,0,0,0,0,0,0,FALSE,0
11/07/18,"LNT",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ALL",1,0,0,0,92.17,136,0,FALSE,0
11/07/18,"GOOGL",0,0,1,0,1107.3,9,0,FALSE,0
11/07/18,"GOOG",0,0,1,0,1091.38,9,0,FALSE,0
11/07/18,"MO",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AMZN",1,0,0,0,1755,4,0,FALSE,0
11/07/18,"AEE",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AAL",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AEP",1,0,0,0,74.53,1198,0,FALSE,0
11/07/18,"AXP",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AIG",0,0,1,0,44.12,199,0,FALSE,0
11/07/18,"AMT",1,0,0,0,156.96,144,0,FALSE,0
11/07/18,"AWK",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AMP",1,0,0,0,128.74,43,0,FALSE,0
11/07/18,"ABC",1,0,0,0,85.87,115,0,FALSE,0
11/07/18,"AME",0,0,1,0,75.09,114,0,FALSE,0
11/07/18,"AMGN",0,0,0,0,0,0,0,FALSE,0
11/07/18,"APH",1,0,0,0,91.5,109,0,FALSE,0
11/07/18,"APC",1,0,0,0,59,97,0,FALSE,0
11/07/18,"ADI",1,0,0,0,87.59,82,0,FALSE,0
11/07/18,"ANSS",1,0,0,0,165.39,43,0,FALSE,0
11/07/18,"ANTM",0,0,1,0,289.01,46,0,FALSE,0
11/07/18,"AON",1,0,0,0,162.71,72,0,FALSE,0
11/07/18,"APA",0,0,1,0,37.44,138,0,FALSE,0
11/07/18,"AIV",1,0,0,0,45.3,391,0,FALSE,0
11/07/18,"AAPL",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AMAT",0,0,1,0,34.8,176,0,FALSE,0
11/07/18,"APTV",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ADM",0,0,0,0,0,0,0,FALSE,0
11/07/18,"ARNC",1,0,0,0,21.1,314,0,FALSE,0
11/07/18,"AJG",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AIZ",0,0,0,0,0,0,0,FALSE,0
11/07/18,"T",0,0,1,0,31.08,497,0,FALSE,0
11/07/18,"ADSK",0,0,1,0,138.78,41,0,FALSE,0
11/07/18,"ADP",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AZO",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AVB",0,0,0,0,0,0,0,FALSE,0
11/07/18,"AVY",0,0,0,0,0,0,0,FALSE,0
11/07/18,"BHGE",0,0,1,0,27,381,0,FALSE,0
11/07/18,"BLL",0,0,0,0,0,0,0,FALSE,0
11/07/18,"BAC",0,0,0,0,0,0,0,FALSE,0
11/07/18,"BAX",0,0,0,0,0,0,0,FALSE,0
11/07/18,"BBT",0,0,1,0,49.54,180,0,FALSE,0
11/07/18,"BDX",1,0,0,0,236.8,38,0,FALSE,0
11/07/18,"BBY",0,0,1,0,72.45,137,0,FALSE,0
11/07/18,"BIIB",0,0,1,0,330.52,27,0,FALSE,0
11/07/18,"BLK",1,0,0,0,421.63,16,0,FALSE,0
11/07/18,"HRB",0,0,0,0,0,0,0,FALSE,0
11/07/18,"BA",0,0,0,0,0,0,0,FALSE,0
11/07/18,"BKNG",0,0,1,0,1991.12,5,0,FALSE,0
11/07/18,"BWA",0,0,1,0,40.01,138,0,FALSE,0
11/07/18,"BXP",1,0,0,0,123.7,88,0,FALSE,0
11/07/18,"BSX",1,0,0,0,37.94,304,0,FALSE,0
11/07/18,"BMY",0,0,1,0,53.01,255,0,FALSE,0
11/08/18,"MMM",0,1,0,0,204,45,135,135,135
11/08/18,"AOS",0,0,0,0,47.56,133,0,135,133
11/08/18,"ABT",0,0,1,0,72.88,118,0,135,0
11/08/18,"ABBV",0,0,0,0,0,0,0,135,0
11/08/18,"ACN",0,0,0,0,0,0,0,135,0
11/08/18,"ATVI",0,0,0,0,65.37,173,0,135,1794.01
11/08/18,"AYI",0,0,0,0,0,0,0,135,0
11/08/18,"ADBE",0,0,0,0,253.31,37,0,135,212.75
11/08/18,"AAP",0,1,0,0,172.66,72,182.88,317.88,182.88
11/08/18,"AMD",0,0,0,0,0,0,0,317.88,0
11/08/18,"AES",0,0,0,0,0,0,0,317.88,0
11/08/18,"AMG",0,0,1,0,116.46,52,0,317.88,0
11/08/18,"AFL",0,0,0,0,0,0,0,317.88,0
11/08/18,"A",1,0,0,0,67.6,106,0,317.88,0
11/08/18,"APD",0,0,0,0,0,0,0,317.88,0
11/08/18,"AKAM",0,1,0,0,71.95,244,119.56,437.44,119.56
11/08/18,"ALK",0,0,0,0,65.97,178,0,437.44,69.42
11/08/18,"ALB",0,0,0,0,104.3,63,0,437.44,18.9
11/08/18,"ARE",0,0,0,0,0,0,0,437.44,0
11/08/18,"ALXN",0,0,1,0,126.53,48,0,437.44,0
11/08/18,"ALGN",0,0,0,0,0,0,0,437.44,0
11/08/18,"ALLE",0,0,1,0,90.05,99,0,437.44,0
11/08/18,"AGN",0,0,0,0,0,0,0,437.44,0
11/08/18,"ADS",0,0,1,0,210.85,28,0,437.44,0
11/08/18,"LNT",1,0,0,0,43.87,835,0,437.44,0
11/08/18,"ALL",0,0,0,0,92.17,136,0,437.44,210.8
11/08/18,"GOOGL",0,0,0,0,1107.3,9,0,437.44,209.52
