"Date","Ticker","Open Long","Close Long","Open Short","Close Short","Buy/Sell Price","Quantity","PNL","Cumulative PNL","Latent PNL"
11/08/18,"GOOG",0,0,0,0,1091.38,9,0,437.44,156.51
11/08/18,"MO",0,0,1,0,65.46,359,0,437.44,0
11/08/18,"AMZN",0,1,0,0,1732.5,4,-90,347.44,-90
11/08/18,"AEE",1,0,0,0,66.33,750,0,347.44,0
11/08/18,"AAL",0,0,1,0,36.7,171,0,347.44,0
11/08/18,"AEP",0,0,0,0,74.53,1198,0,347.44,-383.36
11/08/18,"AXP",0,0,0,0,0,0,0,347.44,0
11/08/18,"AIG",0,0,0,0,44.12,199,0,347.44,3.98
11/08/18,"AMT",0,0,0,0,156.96,144,0,347.44,335.52
11/08/18,"AWK",1,0,0,0,88.68,811,0,347.44,0
11/08/18,"AMP",0,0,0,0,128.74,43,0,347.44,-0.43
11/08/18,"ABC",0,0,0,0,85.87,115,0,347.44,346.15
11/08/18,"AME",0,0,0,0,75.09,114,0,347.44,67.26
11/08/18,"AMGN",0,0,1,0,195.37,46,0,347.44,0
11/08/18,"APH",0,0,0,0,91.5,109,0,347.44,19.62
11/08/18,"APC",0,0,0,0,59,97,0,347.44,-241.53
11/08/18,"ADI",0,1,0,0,89.46,82,153.34,500.78,153.34
11/08/18,"ANSS",0,1,0,0,168.75,43,144.48,645.26,144.48
11/08/18,"ANTM",0,0,0,1,287.72,46,59.34,704.6,59.34
11/08/18,"AON",0,0,0,0,162.71,72,0,704.6,137.52
11/08/18,"APA",0,0,0,0,37.44,138,0,704.6,318.78
11/08/18,"AIV",0,0,0,0,45.3,391,0,704.6,43.01
11/08/18,"AAPL",0,0,0,0,0,0,0,704.6,0
11/08/18,"AMAT",0,0,0,0,34.8,176,0,704.6,52.8
11/08/18,"APTV",0,0,1,0,76.83,64,0,704.6,0
11/08/18,"ADM",0,0,0,0,0,0,0,704.6,0
11/08/18,"ARNC",0,1,0,0,20.83,314,-84.78,619.82,-84.78
11/08/18,"AJG",0,0,0,0,0,0,0,619.82,0
11/08/18,"AIZ",0,0,0,0,0,0,0,619.82,0
11/08/18,"T",0,0,0,0,31.08,497,0,619.82,49.7
11/08/18,"ADSK",0,0,0,0,138.78,41,0,619.82,-20.5
11/08/18,"ADP",0,0,0,0,0,0,0,619.82,0
11/08/18,"AZO",0,0,0,0,0,0,0,619.82,0
11/08/18,"AVB",1,0,0,0,182.13,105,0,619.82,0
11/08/18,"AVY",0,0,0,0,0,0,0,619.82,0
11/08/18,"BHGE",0,0,0,0,27,381,0,619.82,266.7
11/08/18,"BLL",0,0,0,0,0,0,0,619.82,0
11/08/18,"BAC",0,0,0,0,0,0,0,619.82,0
11/08/18,"BAX",0,0,0,0,0,0,0,619.82,0
11/08/18,"BBT",0,0,0,1,50.2,180,-118.8,501.02,-118.8
11/08/18,"BDX",0,0,0,0,236.8,38,0,501.02,206.34
11/08/18,"BBY",0,0,0,0,72.45,137,0,501.02,-95.9
11/08/18,"BIIB",0,0,0,1,325.77,27,128.25,629.27,128.25
11/08/18,"BLK",0,1,0,0,413,16,-138.08,491.19,-138.08
11/08/18,"HRB",1,0,0,0,28.34,1830,0,491.19,0
11/08/18,"BA",0,0,1,0,367.83,20,0,491.19,0
11/08/18,"BKNG",0,0,0,0,1991.12,5,0,491.19,118.1
11/08/18,"BWA",0,0,0,0,40.01,138,0,491.19,56.58
11/08/18,"BXP",0,1,0,0,124.47,88,67.76,558.95,67.76
11/08/18,"BSX",0,1,0,0,38.32,304,115.52,674.47,115.52
11/08/18,"BMY",0,0,0,0,53.01,255,0,674.47,53.55
11/09/18,"MMM",0,0,1,0,200.57,46,0,674.47,0
11/09/18,"AOS",0,0,0,0,47.56,133,0,674.47,248.71
11/09/18,"ABT",0,0,0,0,72.88,118,0,674.47,17.7
11/09/18,"ABBV",0,0,0,0,0,0,0,674.47,0
11/09/18,"ACN",0,0,1,0,164.52,58,0,674.47,0
11/09/18,"ATVI",0,0,0,0,65.37,173,0,674.47,1794.01
11/09/18,"AYI",0,0,1,0,127.18,49,0,674.47,0
11/09/18,"ADBE",0,0,0,0,253.31,37,0,674.47,339.29
11/09/18,"AAP",0,0,1,0,170.33,72,0,674.47,0
11/09/18,"AMD",0,0,1,0,20.68,155,0,674.47,0
11/09/18,"AES",0,0,0,0,0,0,0,674.47,0
11/09/18,"AMG",0,0,0,0,116.46,52,0,674.47,70.2
11/09/18,"AFL",0,0,0,0,0,0,0,674.47,0
11/09/18,"A",0,1,0,0,66.16,106,-152.64,521.83,-152.64
11/09/18,"APD",0,0,1,0,159.86,73,0,521.83,0
11/09/18,"AKAM",0,0,1,0,70.71,247,0,521.83,0
11/09/18,"ALK",0,0,0,0,65.97,178,0,521.83,-7.12
11/09/18,"ALB",0,0,0,0,104.3,63,0,521.83,128.52
11/09/18,"ARE",0,0,0,0,0,0,0,521.83,0
11/09/18,"ALXN",0,0,0,0,126.53,48,0,521.83,144.48
11/09/18,"ALGN",0,0,1,0,231.97,23,0,521.83,0
11/09/18,"ALLE",0,0,0,0,90.05,99,0,521.83,61.38
11/09/18,"AGN",0,0,0,0,0,0,0,521.83,0
11/09/18,"ADS",0,0,0,0,210.85,28,0,521.83,80.36
11/09/18,"LNT",0,1,0,0,44.44,835,475.95,997.78,475.95
11/09/18,"ALL",0,1,0,0,93.49,136,179.52,1177.3,179.52
11/09/18,"GOOGL",0,0,0,0,1107.3,9,0,1177.3,307.53
11/09/18,"GOOG",0,0,0,0,1091.38,9,0,1177.3,269.91
11/09/18,"MO",0,0,0,0,65.46,359,0,1177.3,1493.44
11/09/18,"AMZN",0,0,1,0,1698.24,4,0,1177.3,0
11/09/18,"AEE",0,0,0,0,66.33,750,0,1177.3,697.5
11/09/18,"AAL",0,0,0,0,36.7,171,0,1177.3,66.69
11/09/18,"AEP",0,0,0,0,74.53,1198,0,1177.3,658.9
11/09/18,"AXP",0,0,0,0,0,0,0,1177.3,0
11/09/18,"AIG",0,0,0,0,44.12,199,0,1177.3,79.6
11/09/18,"AMT",0,0,0,0,156.96,144,0,1177.3,452.16
11/09/18,"AWK",0,0,0,0,88.68,811,0,1177.3,648.8
11/09/18,"AMP",0,1,0,0,127.17,43,-67.51,1109.79,-67.51
11/09/18,"ABC",0,0,0,0,85.87,115,0,1109.79,285.2
11/09/18,"AME",0,0,0,0,75.09,114,0,1109.79,62.7
11/09/18,"AMGN",0,0,0,1,193.65,46,79.12,1188.91,79.12
11/09/18,"APH",0,0,0,0,91.5,109,0,1188.91,-74.12
11/09/18,"APC",0,1,0,0,58.68,97,-31.04,1157.87,-31.04
11/09/18,"ADI",0,0,1,0,86.4,83,0,1157.87,0
11/09/18,"ANSS",0,0,1,0,165.24,43,0,1157.87,0
11/09/18,"ANTM",0,0,1,0,287.21,46,0,1157.87,0
11/09/18,"AON",0,1,0,0,164.79,72,149.76,1307.63,149.76
11/09/18,"APA",0,0,0,0,37.44,138,0,1307.63,-15.18
11/09/18,"AIV",0,0,0,0,45.3,391,0,1307.63,179.86
11/09/18,"AAPL",0,0,1,0,199,40,0,1307.63,0
11/09/18,"AMAT",0,0,0,0,34.8,176,0,1307.63,188.32
11/09/18,"APTV",0,0,0,0,76.83,64,0,1307.63,69.76
11/09/18,"ADM",0,0,0,0,0,0,0,1307.63,0
11/09/18,"ARNC",0,0,1,0,20.65,321,0,1307.63,0
11/09/18,"AJG",0,0,1,0,78.12,161,0,1307.63,0
11/09/18,"AIZ",0,0,0,0,0,0,0,1307.63,0
11/09/18,"T",0,0,0,0,31.08,497,0,1307.63,188.86
11/09/18,"ADSK",0,0,0,0,138.78,41,0,1307.63,188.6
11/09/18,"ADP",0,0,0,0,0,0,0,1307.63,0
11/09/18,"AZO",0,0,0,0,0,0,0,1307.63,0
11/09/18,"AVB",0,0,0,0,182.13,105,0,1307.63,46.2
11/09/18,"AVY",0,0,0,0,0,0,0,1307.63,0
11/09/18,"BHGE",0,0,0,0,27,381,0,1307.63,529.59
11/09/18,"BLL",0,0,1,0,48.76,270,0,1307.63,0
11/09/18,"BAC",0,0,0,0,0,0,0,1307.63,0
11/09/18,"BAX",0,0,1,0,63.44,154,0,1307.63,0
11/09/18,"BBT",0,0,0,0,0,0,0,1307.63,0
11/09/18,"BDX",0,1,0,0,243.1,38,239.4,1547.03,239.4
11/09/18,"BBY",0,0,0,0,72.45,137,0,1547.03,664.45
11/09/18,"BIIB",0,0,1,0,324.9,28,0,1547.03,0
11/09/18,"BLK",0,0,1,0,412.95,16,0,1547.03,0
11/09/18,"HRB",0,0,0,0,28.34,1830,0,1547.03,841.8
11/09/18,"BA",0,0,0,0,367.83,20,0,1547.03,-47.6
11/09/18,"BKNG",0,0,0,0,1991.12,5,0,1547.03,314.95
11/09/18,"BWA",0,0,0,0,40.01,138,0,1547.03,182.16
11/09/18,"BXP",1,0,0,0,124.26,87,0,1547.03,0
11/09/18,"BSX",0,0,1,0,38.47,300,0,1547.03,0
11/09/18,"BMY",0,0,0,0,53.01,255,0,1547.03,-89.25
11/12/18,"MMM",0,0,0,1,197.52,46,140.3,1687.33,140.3
11/12/18,"AOS",0,0,0,0,47.56,133,0,1687.33,251.37
11/12/18,"ABT",0,0,0,0,72.88,118,0,1687.33,237.18
11/12/18,"ABBV",0,0,1,0,90,125,0,1687.33,0
11/12/18,"ACN",0,0,0,1,162.67,58,107.3,1794.63,107.3
11/12/18,"ATVI",0,0,0,0,65.37,173,0,1794.63,1932.41
11/12/18,"AYI",0,0,0,0,127.18,49,0,1794.63,103.39
11/12/18,"ADBE",0,0,0,1,238.38,37,552.41,2347.04,552.41
11/12/18,"AAP",0,0,0,1,184.07,72,-989.28,1357.76,-989.28
11/12/18,"AMD",0,0,0,0,20.68,155,0,1357.76,217
11/12/18,"AES",0,0,0,0,0,0,0,1357.76,0
11/12/18,"AMG",0,0,0,0,116.46,52,0,1357.76,164.84
11/12/18,"AFL",1,0,0,0,44.24,345,0,1357.76,0
11/12/18,"A",1,0,0,0,64.59,111,0,1357.76,0
11/12/18,"APD",0,0,0,0,159.86,73,0,1357.76,140.89
11/12/18,"AKAM",0,0,0,1,69.18,247,377.91,1735.67,377.91
11/12/18,"ALK",0,0,0,1,66.28,178,-55.18,1680.49,-55.18
11/12/18,"ALB",0,0,0,0,104.3,63,0,1680.49,372.96
11/12/18,"ARE",0,0,0,0,0,0,0,1680.49,0
11/12/18,"ALXN",0,0,0,0,126.53,48,0,1680.49,305.76
11/12/18,"ALGN",0,0,0,0,231.97,23,0,1680.49,298.31
11/12/18,"ALLE",0,0,0,0,90.05,99,0,1680.49,99.99
11/12/18,"AGN",0,0,0,0,0,0,0,1680.49,0
11/12/18,"ADS",0,0,0,0,210.85,28,0,1680.49,179.48
11/12/18,"LNT",0,0,0,0,0,0,0,1680.49,0
11/12/18,"ALL",0,0,1,0,91.48,137,0,1680.49,0
11/12/18,"GOOGL",0,0,0,0,1107.3,9,0,1680.49,472.41
11/12/18,"GOOG",0,0,0,0,1091.38,9,0,1680.49,432.81
11/12/18,"MO",0,0,0,0,65.46,359,0,1680.49,1547.29
11/12/18,"AMZN",0,0,0,0,1698.24,4,0,1680.49,195.8
11/12/18,"AEE",0,0,0,0,66.33,750,0,1680.49,1590
11/12/18,"AAL",0,0,0,1,37.15,171,-76.95,1603.54,-76.95
11/12/18,"AEP",0,0,0,0,74.53,1198,0,1603.54,2108.48
11/12/18,"AXP",0,0,0,0,0,0,0,1603.54,0
11/12/18,"AIG",0,0,0,0,44.12,199,0,1603.54,310.44
11/12/18,"AMT",0,0,0,0,156.96,144,0,1603.54,632.16
11/12/18,"AWK",0,0,0,0,88.68,811,0,1603.54,2214.03
11/12/18,"AMP",1,0,0,0,125.4,44,0,1603.54,0
11/12/18,"ABC",0,0,0,0,85.87,115,0,1603.54,478.4
11/12/18,"AME",0,0,0,0,75.09,114,0,1603.54,266.76
11/12/18,"AMGN",0,0,0,0,0,0,0,1603.54,0
11/12/18,"APH",0,0,0,0,91.5,109,0,1603.54,-294.3
11/12/18,"APC",0,0,1,0,55.61,103,0,1603.54,0
11/12/18,"ADI",0,0,0,1,84.84,83,129.48,1733.02,129.48
11/12/18,"ANSS",0,0,0,0,165.24,43,0,1733.02,220.16
11/12/18,"ANTM",0,0,0,0,287.21,46,0,1733.02,198.26
11/12/18,"AON",0,0,0,0,0,0,0,1733.02,0
11/12/18,"APA",0,0,0,0,37.44,138,0,1733.02,189.06
11/12/18,"AIV",0,0,0,0,45.3,391,0,1733.02,254.15
11/12/18,"AAPL",0,0,0,0,199,40,0,1733.02,294.8
11/12/18,"AMAT",0,0,0,0,34.8,176,0,1733.02,325.6
11/12/18,"APTV",0,0,0,0,76.83,64,0,1733.02,138.24
11/12/18,"ADM",0,0,0,0,0,0,0,1733.02,0
11/12/18,"ARNC",0,0,0,0,20.65,321,0,1733.02,173.34
11/12/18,"AJG",0,0,0,1,77.55,161,91.77,1824.79,91.77
11/12/18,"AIZ",0,0,0,0,0,0,0,1824.79,0
11/12/18,"T",0,0,0,0,31.08,497,0,1824.79,114.31
11/12/18,"ADSK",0,0,0,0,138.78,41,0,1824.79,314.47
11/12/18,"ADP",1,0,0,0,144.96,78,0,1824.79,0
11/12/18,"AZO",1,0,0,0,805,20,0,1824.79,0
11/12/18,"AVB",0,0,0,0,182.13,105,0,1824.79,309.75
11/12/18,"AVY",0,0,0,0,0,0,0,1824.79,0
11/12/18,"BHGE",0,0,0,0,27,381,0,1824.79,1219.2
11/12/18,"BLL",0,0,0,0,48.76,270,0,1824.79,105.3
11/12/18,"BAC",0,0,0,0,0,0,0,1824.79,0
11/12/18,"BAX",0,0,0,1,62.4,154,160.16,1984.95,160.16
11/12/18,"BBT",0,0,0,0,0,0,0,1984.95,0
11/12/18,"BDX",1,0,0,0,236.48,38,0,1984.95,0
11/12/18,"BBY",0,0,0,0,72.45,137,0,1984.95,1027.5
11/12/18,"BIIB",0,0,0,0,324.9,28,0,1984.95,125.16
11/12/18,"BLK",0,0,0,0,412.95,16,0,1984.95,66.72
11/12/18,"HRB",0,0,0,0,28.34,1830,0,1984.95,256.2
11/12/18,"BA",0,0,0,0,367.83,20,0,1984.95,365.6
11/12/18,"BKNG",0,0,0,0,1991.12,5,0,1984.95,375.15
11/12/18,"BWA",0,0,0,0,40.01,138,0,1984.95,255.3
11/12/18,"BXP",0,0,0,0,124.26,87,0,1984.95,40.89
11/12/18,"BSX",0,0,0,0,38.47,300,0,1984.95,408
11/12/18,"BMY",0,0,0,0,53.01,255,0,1984.95,-2.55
11/13/18,"MMM",0,0,1,0,200.8,45,0,1984.95,0
11/13/18,"AOS",0,0,0,0,47.56,133,0,1984.95,190.19
11/13/18,"ABT",0,0,0,0,72.88,118,0,1984.95,328.04
11/13/18,"ABBV",0,0,0,0,90,125,0,1984.95,118.75
11/13/18,"ACN",0,0,0,0,0,0,0,1984.95,0
11/13/18,"ATVI",0,0,0,0,65.37,173,0,1984.95,2107.14
11/13/18,"AYI",0,0,0,1,125.99,49,58.31,2043.26,58.31
11/13/18,"ADBE",1,0,0,0,242.16,39,0,2043.26,0
11/13/18,"AAP",0,0,1,0,185.99,66,0,2043.26,0
11/13/18,"AMD",0,0,0,0,20.68,155,0,2043.26,77.5
11/13/18,"AES",0,0,0,0,0,0,0,2043.26,0
11/13/18,"AMG",0,0,0,0,116.46,52,0,2043.26,223.08
11/13/18,"AFL",0,0,0,0,44.24,345,0,2043.26,93.15
11/13/18,"A",0,1,0,0,64.64,111,5.55,2048.81,5.55
11/13/18,"APD",0,0,0,0,159.86,73,0,2048.81,76.65
11/13/18,"AKAM",0,0,1,0,69.54,251,0,2048.81,0
11/13/18,"ALK",0,0,1,0,67.96,172,0,2048.81,0
11/13/18,"ALB",0,0,0,0,104.3,63,0,2048.81,270.9
11/13/18,"ARE",0,0,0,0,0,0,0,2048.81,0
11/13/18,"ALXN",0,0,0,0,126.53,48,0,2048.81,330.72
11/13/18,"ALGN",0,0,0,0,231.97,23,0,2048.81,231.61
11/13/18,"ALLE",0,0,0,0,90.05,99,0,2048.81,67.32
11/13/18,"AGN",0,0,1,0,163.38,36,0,2048.81,0
11/13/18,"ADS",0,0,0,0,210.85,28,0,2048.81,124.04
11/13/18,"LNT",0,0,0,0,0,0,0,2048.81,0
11/13/18,"ALL",0,0,0,1,91.07,137,56.17,2104.98,56.17
11/13/18,"GOOGL",0,0,0,0,1107.3,9,0,2104.98,425.7
11/13/18,"GOOG",0,0,0,0,1091.38,9,0,2104.98,372.42
11/13/18,"MO",0,0,0,1,60.54,359,1766.28,3871.26,1766.28
11/13/18,"AMZN",0,0,0,0,1698.24,4,0,3871.26,167.68
11/13/18,"AEE",0,0,0,0,66.33,750,0,3871.26,1620
11/13/18,"AAL",0,0,1,0,38,165,0,3871.26,0
11/13/18,"AEP",0,1,0,0,76.12,1198,1904.82,5776.08,1904.82
11/13/18,"AXP",0,0,0,0,0,0,0,5776.08,0
11/13/18,"AIG",0,0,0,0,44.12,199,0,5776.08,322.38
11/13/18,"AMT",0,0,0,0,156.96,144,0,5776.08,714.24
11/13/18,"AWK",0,1,0,0,91.01,811,1889.63,7665.71,1889.63
11/13/18,"AMP",0,0,0,0,125.4,44,0,7665.71,88.44
11/13/18,"ABC",0,1,0,0,91.52,115,649.75,8315.46,649.75
11/13/18,"AME",0,0,0,0,75.09,114,0,8315.46,150.48
11/13/18,"AMGN",0,0,0,0,0,0,0,8315.46,0
11/13/18,"APH",0,0,0,0,91.5,109,0,8315.46,-299.75
11/13/18,"APC",0,0,0,0,55.61,103,0,8315.46,-72.1
11/13/18,"ADI",1,0,0,0,86.32,83,0,8315.46,0
11/13/18,"ANSS",0,0,0,0,165.24,43,0,8315.46,206.83
11/13/18,"ANTM",0,0,0,0,287.21,46,0,8315.46,250.24
11/13/18,"AON",0,0,1,0,164.56,72,0,8315.46,0
11/13/18,"APA",0,0,0,1,36.24,138,165.6,8481.06,165.6
11/13/18,"AIV",0,1,0,0,46.17,391,340.17,8821.23,340.17
11/13/18,"AAPL",0,0,0,0,199,40,0,8821.23,204
11/13/18,"AMAT",0,0,0,0,34.8,176,0,8821.23,176
11/13/18,"APTV",0,0,0,0,76.83,64,0,8821.23,103.68
11/13/18,"ADM",0,0,1,0,48.18,205,0,8821.23,0
11/13/18,"ARNC",0,0,0,1,20.41,321,77.04,8898.27,77.04
11/13/18,"AJG",0,0,1,0,77.88,162,0,8898.27,0
11/13/18,"AIZ",0,0,1,0,103.59,199,0,8898.27,0
11/13/18,"T",0,0,0,0,31.08,497,0,8898.27,263.41
11/13/18,"ADSK",0,0,0,1,133,41,236.98,9135.25,236.98
11/13/18,"ADP",0,0,0,0,144.96,78,0,9135.25,67.86
11/13/18,"AZO",0,0,0,0,805,20,0,9135.25,165.2
11/13/18,"AVB",0,0,0,0,182.13,105,0,9135.25,413.7
11/13/18,"AVY",0,0,0,0,0,0,0,9135.25,0
11/13/18,"BHGE",0,0,0,0,27,381,0,9135.25,1424.94
11/13/18,"BLL",0,0,0,0,48.76,270,0,9135.25,-151.2
11/13/18,"BAC",0,0,1,0,27.95,232,0,9135.25,0
11/13/18,"BAX",0,0,0,0,0,0,0,9135.25,0
11/13/18,"BBT",0,0,1,0,51.36,173,0,9135.25,0
11/13/18,"BDX",0,0,0,0,236.48,38,0,9135.25,-18.24
11/13/18,"BBY",0,0,0,0,72.45,137,0,9135.25,660.34
11/13/18,"BIIB",0,0,0,0,324.9,28,0,9135.25,93.52
11/13/18,"BLK",0,0,0,0,412.95,16,0,9135.25,38.88
11/13/18,"HRB",0,0,0,0,28.34,1830,0,9135.25,-54.9
11/13/18,"BA",0,0,0,1,352.09,20,314.8,9450.05,314.8
11/13/18,"BKNG",0,0,0,1,1932.59,5,292.65,9742.7,292.65
11/13/18,"BWA",0,0,0,1,38.21,138,248.4,9991.1,248.4
11/13/18,"BXP",0,0,0,0,124.26,87,0,9991.1,64.38
11/13/18,"BSX",0,0,0,0,38.47,300,0,9991.1,480
11/13/18,"BMY",0,0,0,0,53.01,255,0,9991.1,30.6
11/14/18,"MMM",0,0,0,1,197.73,45,138.15,10129.25,138.15
11/14/18,"AOS",0,0,0,0,47.56,133,0,10129.25,365.75
11/14/18,"ABT",0,0,0,0,72.88,118,0,10129.25,466.1
11/14/18,"ABBV",0,0,0,1,87.63,125,296.25,10425.5,296.25
11/14/18,"ACN",0,0,0,0,0,0,0,10425.5,0
11/14/18,"ATVI",0,0,0,0,65.37,173,0,10425.5,2415.08
11/14/18,"AYI",0,0,0,0,0,0,0,10425.5,0
11/14/18,"ADBE",0,0,0,0,242.16,39,0,10425.5,-319.02
11/14/18,"AAP",0,0,0,1,176.88,66,601.26,11026.76,601.26
