,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
1,2020-01-14,MS,0,1,1,0,52.86000061035156
5,2020-01-14,AMAT,0,1,1,0,62.349998474121094
7,2020-01-14,LEN,0,1,1,0,61.630001068115234
24,2020-01-14,PPL,0,1,1,0,35.58000183105469
28,2020-01-14,ATO,0,1,0,0,112.80999755859375
33,2020-01-14,DTE,0,1,0,0,130.25999450683594
34,2020-01-14,PSX,0,1,1,0,106.37999725341797
36,2020-01-14,HOG,0,1,1,0,35.63999938964844
38,2020-01-14,WMB,0,1,1,0,23.84000015258789
42,2020-01-14,GM,0,1,1,0,35.150001525878906
48,2020-01-14,CAH,0,1,1,0,52.45000076293945
66,2020-01-14,EMR,0,1,1,0,76.87000274658203
74,2020-01-14,CTSH,0,1,1,0,61.369998931884766
92,2020-01-14,PH,0,1,1,0,206.75999450683594
95,2020-01-14,COTY,0,1,1,0,10.699999809265137
120,2020-01-14,HPE,0,1,1,0,15.539999961853027
125,2020-01-14,UPS,0,1,1,0,117.2699966430664
127,2020-01-14,JWN,0,1,1,0,41.5
131,2020-01-14,LHX,0,1,1,0,212.77999877929688
142,2020-01-14,AOS,0,1,1,0,47.2400016784668
149,2020-01-14,MXIM,0,1,1,0,62.189998626708984
163,2020-01-14,C,0,1,1,0,81.91000366210938
167,2020-01-14,LB,0,1,1,0,20.030000686645508
169,2020-01-14,LNC,1,0,0,1,59.220001220703125
170,2020-01-14,FANG,0,1,1,0,91.26000213623047
171,2020-01-14,PFG,0,1,1,0,55.75
182,2020-01-14,FBHS,0,1,1,0,68.0199966430664
187,2020-01-14,EMN,0,1,1,0,76.52999877929688
213,2020-01-14,K,0,1,1,0,70.0
227,2020-01-14,BWA,0,1,1,0,41.72999954223633
242,2020-01-14,COF,0,1,0,0,102.55999755859375
257,2020-01-14,CPB,1,0,0,1,47.540000915527344
266,2020-01-14,KMX,0,1,1,0,91.94000244140625
268,2020-01-14,JNPR,0,1,1,0,24.459999084472656
271,2020-01-14,BBY,0,1,1,0,90.47000122070312
